date,MSFT,AAPL,SLB,AMZN,TSLA,XOM,WMT,T,FB,V
2010-09-21,20.15,35.38,47.27,150.73,20.77,46.01,42.71,17.35,,16.33
2010-09-22,19.72,35.87,47.02,151.83,19.87,45.94,42.91,17.34,,16.49
2010-09-23,19.58,36.02,46.33,152.85,19.56,45.72,42.78,17.29,,16.58
2010-09-24,19.86,36.44,48.34,160.73,20.1,46.17,43.12,17.33,,16.9
2010-09-27,19.82,36.3,47.72,159.37,20.53,46.14,42.64,17.51,,17.05
2010-09-28,19.78,35.76,48.07,159.7,21.4,46.4,42.91,17.54,,17.11
2010-09-29,19.63,35.83,49.05,158.99,21.98,46.05,42.54,17.41,,17.38
2010-09-30,19.62,35.38,49.12,157.06,20.41,46.2,42.67,17.35,,17.34
2010-10-01,19.54,35.22,49.77,153.71,20.6,46.76,42.54,17.47,,17.12
2010-10-04,19.16,34.74,48.79,155.39,20.99,46.5,42.71,17.5,,17.1
2010-10-05,19.51,36.02,50.19,160.87,21.12,47.3,43.05,17.81,,17.51
2010-10-06,19.58,36.05,50.33,155.4,20.46,47.8,43.5,17.61,,17.34
2010-10-07,19.66,36.06,50.22,156.27,20.43,47.74,43.34,17.38,,17.19
2010-10-08,19.69,36.66,50.67,155.55,20.43,48.13,43.38,17.36,,17.28
2010-10-11,19.7,36.82,50.62,153.03,20.24,48.26,43.54,17.42,,17.35
2010-10-12,19.9,37.22,49.95,156.48,20.24,48.37,42.99,17.47,,17.34
2010-10-13,20.3,37.42,51.52,155.17,20.54,48.63,42.91,17.52,,17.97
2010-10-14,20.22,37.69,51.23,155.53,20.75,48.82,42.46,17.54,,18.02
2010-10-15,20.47,39.24,51.42,164.64,20.54,48.74,42.54,17.43,,18.12
2010-10-18,20.69,39.65,51.43,163.56,20.23,49.55,42.86,17.61,,18.3
2010-10-19,20.11,38.59,50.34,158.67,20.05,48.69,42.51,17.36,,18.11
2010-10-20,20.28,38.71,51.25,158.67,20.65,49.35,42.63,17.6,,18.57
2010-10-21,20.37,38.59,51.27,164.97,20.75,49.58,43.08,17.44,,18.5
2010-10-22,20.34,38.33,54.03,169.13,20.72,49.6,43.1,17.41,,18.52
2010-10-25,20.18,38.5,54.63,169.0,20.85,49.49,43.02,17.45,,18.83
2010-10-26,20.75,38.41,55.1,169.95,21.36,49.74,43.5,17.42,,18.69
2010-10-27,20.87,38.38,55.2,167.51,21.0,49.1,42.95,17.44,,18.66
2010-10-28,21.06,38.06,55.63,166.84,21.19,49.51,43.12,17.54,,17.85
2010-10-29,21.37,37.52,55.72,165.23,21.84,49.71,43.19,17.55,,18.25
2010-11-01,21.6,37.92,55.94,162.58,21.41,50.05,43.3,17.67,,18.06
2010-11-02,21.95,38.57,56.98,164.61,21.25,50.72,43.68,17.81,,18.31
2010-11-03,21.66,39.0,57.57,168.47,21.77,50.82,43.78,17.88,,18.45
2010-11-04,21.75,39.68,60.43,168.93,24.9,51.87,44.14,18.11,,18.68
2010-11-05,21.52,39.54,60.32,170.77,24.44,52.33,44.01,18.01,,18.64
2010-11-08,21.48,39.72,59.66,171.99,24.98,52.57,43.78,17.95,,18.38
2010-11-09,21.6,39.41,58.93,170.27,24.63,53.14,43.89,17.95,,18.29
2010-11-10,21.59,39.65,59.51,173.33,29.36,53.51,43.46,17.87,,18.52
2010-11-11,21.38,39.48,59.81,170.37,28.04,54.04,43.33,17.74,,18.5
2010-11-12,21.05,38.4,59.08,165.68,29.84,53.41,43.16,17.51,,17.97
2010-11-15,20.99,38.28,59.23,158.9,30.8,53.02,43.02,17.62,,17.83
2010-11-16,20.81,37.6,58.34,157.78,29.67,51.87,43.26,17.38,,17.51
2010-11-17,20.62,37.46,59.31,158.35,29.49,51.92,42.87,17.2,,17.72
2010-11-18,20.83,38.45,60.19,164.17,29.89,52.9,43.04,17.5,,18.0
2010-11-19,20.71,38.24,60.93,164.82,30.99,53.07,43.37,17.42,,18.03
2010-11-22,20.74,39.07,60.91,170.39,33.4,52.81,43.36,17.41,,17.66
2010-11-23,20.25,38.49,60.14,168.2,34.57,51.9,42.79,17.25,,17.47
2010-11-24,20.45,39.25,61.51,177.25,35.47,52.57,43.06,17.31,,17.74
2010-11-26,20.36,39.27,60.57,177.2,35.32,52.08,42.85,17.18,,17.66
2010-11-29,20.41,39.51,61.56,179.49,34.33,52.25,42.94,17.04,,17.36
2010-11-30,20.37,38.79,61.83,175.4,35.33,52.33,43.13,17.1,,17.28
2010-12-01,20.99,39.45,64.63,176.55,34.35,53.66,43.61,17.4,,17.6
2010-12-02,21.68,39.66,64.55,176.53,32.35,53.78,43.65,17.57,,18.02
2010-12-03,21.78,39.58,66.15,175.68,31.49,53.56,43.55,17.53,,18.1
2010-12-06,21.64,39.91,66.24,178.05,30.31,53.65,43.45,17.41,,18.33
2010-12-07,21.66,39.67,64.75,176.77,31.56,53.76,43.92,17.56,,17.99
2010-12-08,21.95,40.02,64.67,176.29,32.37,54.06,43.69,17.62,,18.24
2010-12-09,21.83,39.87,64.95,174.85,32.05,54.17,43.57,17.73,,18.51
2010-12-10,22.04,39.97,65.19,175.62,31.52,54.3,43.52,17.78,,18.77
2010-12-13,21.97,40.1,65.9,174.25,30.55,54.44,43.46,17.71,,18.93
2010-12-14,22.27,39.93,65.02,173.94,28.53,54.3,43.65,18.05,,18.87
2010-12-15,22.45,39.94,64.53,175.57,29.6,54.06,43.48,17.92,,18.0
2010-12-16,22.57,40.05,64.86,178.04,30.81,54.33,43.8,17.98,,15.72
2010-12-17,22.49,39.97,65.03,177.58,31.36,54.3,43.62,17.97,,15.66
2010-12-20,22.42,40.17,65.7,183.29,31.7,54.33,43.11,17.92,,15.91
2010-12-21,22.63,40.42,65.91,184.75,32.26,54.71,43.01,17.89,,15.92
2010-12-22,22.73,40.54,66.2,184.76,32.63,54.77,42.74,17.92,,16.04
2010-12-23,22.82,40.34,65.97,182.59,30.09,55.07,42.97,17.97,,16.08
2010-12-27,22.63,40.48,65.89,182.14,25.55,54.93,42.95,18.0,,16.57
2010-12-28,22.58,40.58,65.72,181.09,26.41,55.24,43.08,17.98,,16.55
2010-12-29,22.55,40.56,66.86,183.37,27.73,55.2,43.36,18.03,,16.52
2010-12-30,22.45,40.35,66.64,182.75,26.5,55.19,43.35,18.05,,16.45
2010-12-31,22.5,40.21,66.75,180.0,26.63,55.01,43.24,18.08,,16.47
2011-01-03,22.56,41.09,66.87,184.22,26.62,56.09,43.74,18.26,,16.5
2011-01-04,22.65,41.3,65.26,185.01,26.67,56.35,43.91,18.38,,16.52
2011-01-05,22.57,41.64,66.03,187.42,26.83,56.2,43.62,18.45,,16.87
2011-01-06,23.24,41.61,64.38,185.86,27.88,56.56,43.26,18.2,,17.12
2011-01-07,23.06,41.91,65.2,185.49,28.24,56.87,43.36,18.01,,17.07
2011-01-10,22.75,42.69,64.5,184.68,28.45,56.52,43.08,17.69,,16.8
2011-01-11,22.66,42.59,65.76,184.34,26.96,56.94,43.53,17.42,,16.82
2011-01-12,23.02,42.94,67.51,184.08,26.96,57.61,43.97,17.5,,16.99
2011-01-13,22.73,43.1,67.63,185.53,26.22,57.71,43.93,17.53,,16.65
2011-01-14,22.82,43.45,69.48,188.75,25.75,58.56,43.94,17.75,,16.64
2011-01-18,23.11,42.47,69.36,191.25,25.64,59.22,44.21,17.68,,16.66
2011-01-19,22.95,42.24,68.96,186.87,24.03,58.86,44.12,17.68,,16.17
2011-01-20,22.86,41.48,68.18,181.96,22.62,58.49,44.89,17.62,,16.54
2011-01-21,22.59,40.73,66.74,177.42,23.04,59.42,44.68,17.68,,16.42
2011-01-24,22.88,42.07,67.35,176.85,24.49,59.13,44.94,17.78,,16.8
2011-01-25,22.94,42.56,66.55,176.7,24.68,59.19,45.91,17.95,,16.75
2011-01-26,23.2,42.87,69.91,175.39,24.75,59.93,45.95,17.93,,16.61
2011-01-27,23.28,42.79,68.74,184.45,24.92,60.1,46.16,17.56,,16.52
2011-01-28,22.37,41.9,69.29,171.14,24.01,59.43,45.46,17.16,,16.25
2011-01-31,22.36,42.3,71.14,169.64,24.1,60.7,44.95,17.18,,16.35
2011-02-01,22.57,43.02,71.66,172.11,23.91,63.13,45.16,17.4,,16.54
2011-02-02,22.53,42.93,71.21,173.53,23.94,62.75,44.78,17.27,,16.87
2011-02-03,22.29,42.82,71.49,173.71,23.63,62.78,44.83,17.47,,16.76
2011-02-04,22.39,43.2,71.41,175.93,23.46,62.65,44.92,17.46,,17.06
2011-02-07,22.74,43.87,71.81,176.43,23.07,63.14,44.95,17.45,,17.3
2011-02-08,22.8,44.28,71.2,183.06,24.49,62.76,45.2,17.42,,17.45
2011-02-09,22.55,44.65,70.74,185.3,23.21,62.43,45.48,17.46,,17.18
2011-02-10,22.17,44.2,72.45,186.21,23.22,62.92,44.57,17.63,,17.53
2011-02-11,21.97,44.49,72.25,189.25,23.25,62.64,44.65,17.77,,17.57
2011-02-14,21.95,44.78,73.94,190.42,23.08,64.22,43.93,17.77,,17.76
2011-02-15,21.86,44.87,74.03,189.03,22.84,62.75,44.05,17.63,,17.73
2011-02-16,21.91,45.27,75.36,186.62,24.73,63.29,43.73,17.67,,17.81
2011-02-17,22.07,44.67,75.65,187.76,23.6,63.44,43.89,17.79,,17.85
2011-02-18,21.95,43.71,76.19,186.5,23.18,63.91,44.4,17.83,,17.78
2011-02-22,21.56,42.22,74.48,180.42,21.87,64.62,43.03,17.6,,17.29
2011-02-23,21.56,42.72,74.47,176.68,21.83,65.85,42.52,17.5,,17.09
2011-02-24,21.71,42.75,71.87,177.75,22.53,65.02,41.76,17.43,,17.33
2011-02-25,21.53,43.41,74.43,177.24,23.61,64.54,41.49,17.56,,17.51
2011-02-28,21.56,44.04,74.89,173.29,23.89,64.69,41.67,17.72,,17.13
2011-03-01,21.22,43.55,73.35,169.44,23.94,64.13,41.75,17.53,,17.05
2011-03-02,21.15,43.9,72.94,172.02,24.02,64.35,41.67,17.58,,17.34
2011-03-03,21.25,44.83,74.43,172.79,24.36,64.91,41.7,17.56,,17.78
2011-03-04,21.05,44.88,73.27,171.67,24.95,64.35,41.75,17.43,,17.51
2011-03-07,20.86,44.3,72.35,169.08,24.94,64.07,41.71,17.42,,17.39
2011-03-08,21.01,44.35,72.03,166.89,24.66,63.98,42.04,17.76,,17.39
2011-03-09,21.0,43.94,70.99,169.05,24.72,63.82,42.52,17.97,,17.28
2011-03-10,20.61,43.22,67.83,166.14,24.01,61.55,42.51,17.86,,16.74
2011-03-11,20.83,43.88,69.14,168.07,24.07,62.11,42.46,17.77,,17.0
2011-03-14,20.83,44.08,68.43,166.73,23.25,62.3,42.24,17.6,,16.85
2011-03-15,20.59,43.07,67.98,165.08,22.95,61.56,42.03,17.36,,16.7
2011-03-16,20.1,41.14,66.62,164.7,22.82,59.98,41.48,17.06,,16.64
2011-03-17,20.1,41.72,69.78,160.97,22.81,61.38,41.47,17.32,,16.75
2011-03-18,20.11,41.23,68.89,161.82,22.96,61.15,41.59,17.44,,16.75
2011-03-21,20.54,42.3,71.93,164.52,22.73,62.65,41.92,17.64,,16.87
2011-03-22,20.52,42.54,71.16,162.6,22.19,62.44,41.98,17.54,,16.79
2011-03-23,20.71,42.29,70.95,165.32,22.21,62.47,41.69,17.57,,16.88
2011-03-24,20.93,43.01,70.63,171.1,22.33,62.57,42.46,17.82,,17.04
2011-03-25,20.78,43.83,69.66,170.98,22.75,63.24,42.26,18.01,,16.9
2011-03-28,20.61,43.69,72.49,169.35,23.25,63.13,42.14,18.33,,17.06
2011-03-29,20.67,43.76,75.64,174.62,23.92,62.96,42.19,18.76,,16.93
2011-03-30,20.77,43.46,75.08,179.42,23.71,63.9,42.27,19.17,,17.41
2011-03-31,20.59,43.45,74.76,180.13,27.75,63.63,42.02,19.11,,17.26
2011-04-01,20.66,42.96,75.12,180.13,26.66,64.04,42.09,19.11,,17.4
2011-04-04,20.72,42.54,74.37,182.94,25.83,64.19,42.51,19.21,,17.64
2011-04-05,20.91,42.25,74.45,185.29,26.7,64.6,42.58,19.16,,17.73
2011-04-06,21.21,42.14,73.7,182.76,26.49,64.42,42.77,19.29,,17.82
2011-04-07,21.25,42.15,73.45,184.91,27.24,64.86,42.79,19.34,,17.92
2011-04-08,21.14,41.77,72.83,184.71,26.49,65.0,42.42,19.44,,17.99
2011-04-11,21.07,41.24,71.19,184.04,25.27,64.41,42.64,19.41,,18.22
2011-04-12,20.79,41.44,69.14,180.48,24.65,62.91,43.21,19.29,,18.06
2011-04-13,20.79,41.91,68.77,182.29,24.93,62.89,43.3,19.11,,18.17
2011-04-14,20.62,41.44,68.96,181.82,25.14,63.11,43.19,19.18,,17.89
2011-04-15,20.57,40.83,69.47,180.01,25.58,63.75,43.23,19.4,,17.93
2011-04-18,20.34,41.37,67.94,178.34,25.03,62.85,43.04,19.19,,17.75
2011-04-19,20.4,42.12,69.05,178.82,25.16,63.38,43.07,19.19,,17.8
2011-04-20,20.89,42.69,70.46,183.87,25.75,64.78,43.35,19.08,,18.14
2011-04-21,20.7,43.72,71.97,185.89,26.74,65.31,43.26,19.42,,18.24
2011-04-25,20.77,44.01,70.59,185.42,26.39,65.21,43.09,19.34,,18.23
2011-04-26,21.24,43.69,71.72,182.3,26.93,66.12,43.52,19.59,,18.47
2011-04-27,21.39,43.65,71.65,196.63,27.08,66.39,43.94,19.89,,18.5
2011-04-28,21.66,43.23,71.44,195.07,27.66,66.06,44.15,19.86,,18.21
2011-04-29,21.02,43.65,71.95,195.81,27.6,66.54,44.39,19.7,,18.32
2011-05-02,20.81,43.17,70.38,201.19,27.45,65.78,44.44,19.76,,18.56
2011-05-03,20.93,43.41,68.82,198.45,26.87,64.75,44.78,20.17,,18.76
2011-05-04,21.13,43.58,67.97,199.97,26.69,64.14,44.7,20.13,,18.7
2011-05-05,20.92,43.23,66.41,197.11,26.44,62.49,44.46,19.77,,18.45
2011-05-06,20.98,43.22,66.27,197.6,27.12,62.54,44.42,19.79,,18.62
2011-05-09,20.95,43.34,67.01,200.8,27.91,62.91,44.48,19.85,,18.73
2011-05-10,20.82,43.57,67.73,203.94,28.33,63.03,44.83,20.06,,18.84
2011-05-11,20.57,43.29,65.94,204.38,27.07,61.7,44.84,19.87,,18.6
2011-05-12,20.53,43.21,66.95,206.07,27.67,61.65,45.28,20.03,,18.74
2011-05-13,20.3,42.45,66.31,202.56,27.55,61.51,45.28,19.89,,18.74
2011-05-16,19.93,41.55,65.89,192.51,26.6,61.03,45.56,19.66,,18.74
2011-05-17,20.02,41.91,65.78,194.81,25.96,61.16,45.14,19.7,,18.9
2011-05-18,20.15,42.37,67.14,197.09,26.35,62.17,44.84,19.75,,18.8
2011-05-19,20.18,42.46,67.0,198.8,28.2,62.62,45.09,19.88,,18.71
2011-05-20,19.99,41.79,66.94,198.65,27.97,62.04,44.93,19.83,,18.38
2011-05-23,19.73,41.69,65.8,196.22,26.82,61.36,44.88,19.68,,18.07
2011-05-24,19.71,41.42,66.76,193.27,26.72,61.83,44.52,19.73,,18.23
2011-05-25,19.75,41.99,67.41,192.26,28.98,62.34,44.34,19.63,,18.5
2011-05-26,20.14,41.77,68.29,195.0,29.48,62.67,44.39,19.7,,18.63
2011-05-27,20.21,42.07,68.11,194.13,29.55,62.85,44.45,19.81,,18.75
2011-05-31,20.42,43.37,68.92,196.69,30.14,63.49,44.88,19.98,,19.04
2011-06-01,19.94,43.08,66.89,192.4,28.52,62.39,44.13,19.73,,18.6
2011-06-02,19.77,43.15,67.77,193.65,28.76,61.86,43.52,19.61,,18.96
2011-06-03,19.52,42.82,68.37,188.32,30.13,61.74,43.61,19.4,,18.59
2011-06-06,19.6,42.14,66.78,185.69,28.7,61.07,43.69,19.22,,18.37
2011-06-07,19.64,41.4,66.64,187.55,28.37,60.85,43.75,19.19,,18.75
2011-06-08,19.54,41.42,67.32,188.05,27.12,61.43,43.63,19.21,,18.02
2011-06-09,19.56,41.33,69.02,189.68,27.62,61.74,43.58,19.2,,17.95
2011-06-10,19.35,40.63,67.26,186.53,27.86,60.68,42.84,19.21,,17.55
2011-06-13,19.62,40.72,66.49,186.29,28.43,60.26,42.76,19.34,,17.59
2011-06-14,19.77,41.45,67.94,189.96,28.6,61.14,43.0,19.49,,17.84
2011-06-15,19.38,40.74,66.46,185.98,27.32,59.83,42.52,19.21,,17.58
2011-06-16,19.59,40.54,66.13,183.65,26.5,60.25,42.93,19.27,,17.59
2011-06-17,19.8,39.93,65.76,186.37,26.5,60.1,42.93,19.48,,17.48
2011-06-20,19.98,39.31,66.03,187.72,26.01,60.63,43.1,19.6,,17.4
2011-06-21,20.21,40.56,67.14,194.23,27.53,61.28,43.31,19.7,,17.62
2011-06-22,20.12,40.22,67.2,191.63,27.21,60.71,43.08,19.55,,17.54
2011-06-23,20.11,41.3,66.79,194.16,27.71,59.66,43.31,19.45,,17.69
2011-06-24,19.84,40.69,65.06,192.55,27.57,58.4,42.59,19.27,,17.24
2011-06-27,20.57,41.4,64.84,201.25,27.46,59.27,42.5,19.47,,17.36
2011-06-28,21.06,41.8,67.82,202.35,28.11,60.57,42.69,19.64,,17.68
2011-06-29,20.91,41.65,68.51,204.18,28.29,61.04,42.78,19.79,,20.34
2011-06-30,21.22,41.85,69.47,204.49,29.13,61.9,43.19,19.89,,19.79
2011-07-01,21.24,42.8,70.43,209.49,29.02,62.38,43.49,20.06,,20.67
2011-07-05,21.25,43.56,71.04,213.19,29.14,62.06,43.39,20.03,,20.75
2011-07-06,21.49,43.86,71.65,214.19,28.96,62.04,43.66,20.04,,20.72
2011-07-07,21.85,44.53,72.68,216.74,29.73,62.64,44.28,20.04,,21.18
2011-07-08,21.98,44.85,72.33,218.28,28.81,62.69,43.95,19.99,,21.08
2011-07-11,21.74,44.13,70.81,212.55,28.35,62.29,43.78,19.77,,20.65
2011-07-12,21.66,44.1,69.82,211.23,28.17,62.28,43.84,19.75,,20.6
2011-07-13,21.74,44.64,69.95,213.5,28.64,62.73,43.9,19.78,,20.85
2011-07-14,21.61,44.6,69.08,210.38,27.61,62.55,43.58,19.63,,20.66
2011-07-15,21.86,45.5,70.75,212.87,27.58,63.13,43.58,19.45,,20.85
2011-07-18,21.71,46.6,70.12,211.53,27.23,62.86,43.33,19.33,,20.69
2011-07-19,22.48,46.98,71.32,218.06,27.89,63.61,43.86,19.47,,20.96
2011-07-20,22.09,48.24,71.08,215.55,28.69,63.36,43.8,19.4,,20.82
2011-07-21,22.12,48.28,73.13,213.21,28.7,64.67,44.27,19.43,,20.68
2011-07-22,22.47,49.03,75.42,216.52,29.29,64.82,44.31,19.46,,21.03
2011-07-25,22.78,49.68,76.14,213.49,28.49,64.32,43.86,19.2,,20.93
2011-07-26,22.92,50.29,75.52,214.18,28.0,64.17,43.55,19.22,,20.95
2011-07-27,22.31,48.95,73.71,222.52,27.64,63.36,43.28,19.23,,20.61
2011-07-28,22.63,48.85,73.49,223.9,28.17,61.96,43.06,18.78,,20.42
2011-07-29,22.37,48.68,72.66,222.52,28.17,60.69,42.84,18.78,,20.09
2011-08-01,22.26,49.46,72.53,221.32,28.77,60.54,42.76,18.95,,20.13
2011-08-02,21.88,48.49,70.45,211.7,27.34,59.2,42.0,18.73,,19.63
2011-08-03,21.98,48.94,70.1,209.96,27.2,59.11,41.67,18.93,,20.55
2011-08-04,21.18,47.05,64.96,201.48,24.75,56.16,40.72,18.47,,19.97
2011-08-05,20.96,46.58,65.03,202.7,24.24,56.91,41.32,18.57,,19.59
2011-08-08,19.98,44.04,59.23,193.7,23.64,53.39,39.76,17.78,,18.61
2011-08-09,20.88,46.63,62.42,205.09,25.06,54.49,41.3,18.52,,19.44
2011-08-10,19.75,45.34,59.34,194.13,23.82,52.08,39.63,17.89,,18.62
2011-08-11,20.56,46.59,62.34,198.36,25.3,54.8,40.71,18.25,,19.86
2011-08-12,20.49,47.0,62.71,202.3,26.31,55.12,40.72,18.11,,19.69
2011-08-15,20.82,47.8,64.38,202.95,26.23,56.88,40.91,18.49,,20.17
2011-08-16,20.82,47.44,63.22,197.68,26.1,56.27,42.5,18.48,,20.16
2011-08-17,20.74,47.43,63.94,195.93,25.83,56.78,42.2,18.72,,19.77
2011-08-18,20.27,45.64,59.83,182.52,24.26,54.31,42.39,18.27,,18.89
2011-08-19,19.76,44.39,58.79,178.93,22.3,53.44,42.81,17.96,,18.73
2011-08-22,19.7,44.44,58.28,177.54,21.95,53.73,42.72,18.26,,18.78
2011-08-23,20.31,46.58,61.21,193.55,22.96,56.4,43.56,18.6,,19.71
2011-08-24,20.45,46.9,61.29,193.73,23.87,56.3,43.69,18.89,,20.33
2011-08-25,20.18,46.59,58.78,192.03,23.11,54.95,43.14,18.65,,19.79
2011-08-26,20.74,47.82,60.17,199.27,23.73,55.61,43.3,18.64,,20.2
2011-08-29,21.23,48.62,62.11,206.53,24.71,56.75,43.54,18.78,,20.37
2011-08-30,21.55,48.62,62.38,210.92,24.63,56.59,43.24,19.01,,20.69
2011-08-31,21.85,47.98,63.01,215.23,24.74,56.67,43.54,18.28,,20.68
2011-09-01,21.53,47.5,61.71,212.54,24.0,56.26,43.1,18.14,,20.65
2011-09-02,21.19,46.63,60.03,210.0,23.07,55.23,42.59,18.0,,20.13
2011-09-06,20.96,47.34,59.95,216.18,22.94,54.47,42.3,17.86,,20.21
2011-09-07,21.36,47.87,61.94,219.9,23.84,56.39,42.91,18.05,,20.82
2011-09-08,21.54,47.89,60.88,217.26,23.61,55.75,42.74,17.95,,20.58
2011-09-09,21.14,47.06,57.92,211.39,22.97,54.37,42.04,17.68,,20.32
2011-09-12,21.27,47.37,58.38,216.56,22.88,55.0,42.42,17.89,,20.58
2011-09-13,21.39,47.95,58.18,219.53,24.08,54.86,42.23,18.05,,20.65
2011-09-14,21.77,48.54,58.83,222.57,24.34,55.61,42.73,18.14,,21.08
2011-09-15,22.17,48.99,59.87,226.78,24.82,56.66,42.98,18.32,,21.3
2011-09-16,22.28,49.93,58.75,239.3,25.8,57.08,43.1,18.57,,21.38
2011-09-19,22.35,51.32,57.08,241.69,25.77,56.43,42.93,18.34,,21.19
2011-09-20,22.16,51.55,55.89,233.25,26.01,56.66,42.8,18.52,,21.85
2011-09-21,21.35,51.38,52.55,231.87,25.85,55.1,42.01,18.16,,21.51
2011-09-22,20.59,50.1,49.38,223.23,25.63,53.01,41.16,17.81,,20.78
2011-09-23,20.59,50.41,49.37,223.61,26.38,53.06,41.58,17.88,,21.2
2011-09-26,20.9,50.26,51.04,229.85,25.52,54.91,42.43,18.19,,21.25
2011-09-27,21.09,49.78,51.16,224.21,26.19,55.82,42.59,18.4,,21.06
2011-09-28,21.01,49.5,48.66,229.71,24.59,55.18,42.0,18.32,,20.62
2011-09-29,20.91,48.69,49.47,222.44,24.12,56.56,42.51,18.51,,20.64
2011-09-30,20.45,47.54,48.18,216.23,24.39,55.61,42.48,18.3,,20.17
2011-10-03,20.15,46.7,46.56,211.98,23.73,54.47,42.53,18.07,,19.83
2011-10-04,20.82,46.44,47.68,212.5,23.66,55.76,43.29,18.17,,19.95
2011-10-05,21.27,47.16,49.67,219.5,25.37,56.62,43.1,18.45,,20.0
2011-10-06,21.64,47.05,51.54,221.51,26.96,56.57,43.18,18.52,,20.5
2011-10-07,21.56,46.1,50.53,224.74,26.99,56.32,43.96,18.54,,20.3
2011-10-10,22.13,48.47,53.07,231.32,27.88,58.4,44.87,19.01,,21.0
2011-10-11,22.18,49.91,53.9,235.48,27.61,58.39,44.79,18.75,,21.3
2011-10-12,22.15,50.14,54.29,236.81,27.8,59.07,45.18,18.89,,21.45
2011-10-13,22.33,50.92,54.21,236.15,27.94,58.47,45.04,18.97,,21.79
2011-10-14,22.4,52.61,57.22,246.71,28.05,59.8,45.4,19.01,,22.1
2011-10-17,22.16,52.36,54.46,242.33,27.42,59.31,44.84,18.91,,21.46
2011-10-18,22.43,52.64,56.39,243.88,28.34,60.4,45.75,19.04,,22.1
2011-10-19,22.29,49.7,54.77,231.53,27.57,60.05,46.04,18.96,,21.2
2011-10-20,22.21,49.28,54.84,233.61,27.34,60.26,46.14,18.89,,21.5
2011-10-21,22.31,48.98,54.35,234.78,28.03,61.35,46.59,18.98,,21.99
2011-10-24,22.34,50.59,56.37,237.61,28.55,61.38,46.48,18.82,,22.17
2011-10-25,22.02,49.59,54.87,227.15,28.25,60.82,46.42,18.52,,21.34
2011-10-26,21.84,49.94,56.33,198.4,27.98,62.07,46.96,18.74,,21.66
2011-10-27,22.38,50.45,61.12,206.78,28.76,62.69,47.32,19.21,,22.22
2011-10-28,22.16,50.49,61.27,217.32,29.87,62.38,46.78,19.38,,22.38
2011-10-31,21.88,50.47,59.26,213.51,29.37,59.79,46.43,19.1,,21.95
2011-11-01,21.35,49.43,57.38,212.1,28.88,58.14,46.03,18.7,,21.19
2011-11-02,21.37,49.55,58.67,215.62,28.71,59.24,46.54,18.95,,21.53
2011-11-03,21.79,50.25,61.25,218.29,32.46,60.38,47.0,19.19,,21.93
2011-11-04,21.56,49.9,60.47,216.48,32.31,60.12,47.07,19.0,,21.8
2011-11-07,22.02,49.84,60.76,217.0,31.27,60.75,47.43,19.19,,21.88
2011-11-08,22.31,50.65,61.97,217.99,31.84,61.43,48.56,19.2,,22.25
2011-11-09,21.52,49.28,58.96,211.22,30.88,59.6,47.52,18.84,,21.92
2011-11-10,21.59,48.03,59.73,210.79,31.33,60.61,47.58,19.0,,21.9
2011-11-11,22.11,47.95,61.74,217.39,33.64,61.4,48.46,19.17,,22.39
2011-11-14,21.98,47.28,61.0,218.93,33.22,60.81,48.21,19.02,,22.08
2011-11-15,22.13,48.48,61.28,217.83,33.93,60.91,47.03,19.06,,22.5
2011-11-16,21.58,47.97,60.31,211.99,34.94,60.27,46.4,18.76,,22.03
2011-11-17,21.14,47.05,57.84,204.52,33.68,59.97,46.44,18.65,,21.56
2011-11-18,20.94,46.74,57.53,197.14,32.6,60.0,46.85,18.67,,21.42
2011-11-21,20.69,46.01,56.61,189.25,31.76,59.23,46.38,18.48,,21.51
2011-11-22,20.52,46.94,55.62,192.34,32.07,58.56,46.54,18.3,,21.43
2011-11-23,20.25,45.75,53.64,188.99,31.45,57.44,46.36,17.96,,21.06
2011-11-25,20.11,45.33,53.54,182.4,31.66,56.92,46.57,17.86,,21.0
2011-11-28,20.58,46.89,55.83,194.15,32.56,58.41,46.86,18.22,,22.05
2011-11-29,20.56,46.53,57.02,188.39,31.75,59.25,47.62,18.29,,21.91
2011-11-30,21.17,47.65,60.98,192.29,32.74,61.95,48.21,18.89,,22.87
2011-12-01,20.92,48.36,60.61,197.13,32.6,61.45,47.98,18.8,,23.06
2011-12-02,20.87,48.59,60.72,196.03,33.3,61.45,47.55,18.87,,22.93
2011-12-05,21.27,49.0,62.46,196.24,34.42,61.96,47.75,19.0,,22.66
2011-12-06,21.24,48.74,62.05,191.99,34.87,62.25,48.12,19.01,,22.5
2011-12-07,21.19,48.51,60.79,195.32,34.19,62.45,48.19,19.16,,22.9
2011-12-08,21.02,48.7,58.25,190.48,30.89,61.51,47.76,18.81,,22.6
2011-12-09,21.27,49.07,60.03,193.03,31.04,62.65,48.04,18.92,,22.92
2011-12-12,21.11,48.85,58.22,189.52,30.41,61.65,47.85,18.91,,22.86
2011-12-13,21.32,48.47,57.0,180.51,29.45,62.02,47.44,18.93,,22.62
2011-12-14,21.18,47.4,54.24,180.21,28.53,61.18,47.48,18.78,,22.73
2011-12-15,21.15,47.24,53.7,181.26,28.62,61.64,47.73,18.76,,22.6
2011-12-16,21.52,47.5,54.17,181.26,28.0,61.74,48.0,18.8,,22.98
2011-12-19,21.13,47.65,52.68,179.33,27.75,61.25,47.59,18.73,,23.25
2011-12-20,21.54,49.36,55.19,182.52,27.9,63.15,48.75,18.98,,23.91
