carat,cut,color,clarity,depth,table,price,x,y,z
2.03,Premium,G,VS2,60.9,59.0,18166,8.17,8.14,4.97
2.2,Ideal,G,SI2,62.0,57.0,18168,8.31,8.27,5.14
2.0,Ideal,F,SI2,62.6,57.0,18172,8.08,8.01,5.04
2.01,Ideal,G,VS2,63.0,56.0,18172,8.0,7.93,5.02
1.7,Very Good,E,VS2,58.6,62.0,18176,7.84,7.92,4.62
1.76,Ideal,G,VS1,62.8,55.0,18178,7.74,7.7,4.85
1.63,Ideal,F,VS1,61.6,57.0,18179,7.53,7.61,4.66
2.52,Premium,F,SI2,60.6,60.0,18179,8.78,8.7,5.3
2.05,Ideal,G,SI2,61.6,56.0,18181,8.16,8.11,5.01
2.01,Ideal,F,SI2,61.6,55.0,18183,8.08,8.02,4.97
2.0,Very Good,G,SI1,62.5,58.0,18186,7.98,8.04,5.01
2.01,Ideal,H,SI1,62.8,54.0,18186,8.03,8.08,5.05
2.01,Premium,H,SI1,61.7,60.0,18188,8.06,7.96,4.94
1.55,Ideal,E,VVS2,62.5,55.0,18188,7.38,7.4,4.62
2.3,Ideal,I,VS2,62.6,56.0,18190,8.45,8.4,5.27
2.07,Premium,I,VS2,61.2,58.0,18193,8.18,8.2,5.01
2.05,Ideal,E,SI1,62.4,57.0,18193,8.17,8.09,5.08
2.2,Premium,G,SI1,60.5,55.0,18193,8.49,8.42,5.11
2.07,Ideal,H,SI2,63.5,53.0,18198,8.12,8.09,5.14
2.01,Premium,I,VS1,62.9,59.0,18206,8.03,7.94,5.02
2.02,Premium,H,VS2,60.8,62.0,18207,8.17,8.12,4.95
2.02,Premium,H,VS2,62.7,53.0,18207,8.02,7.95,0.0
1.73,Very Good,G,VVS2,62.6,55.0,18211,7.66,7.76,4.83
2.09,Very Good,I,VS1,62.9,57.0,18215,8.09,8.13,5.1
2.04,Premium,F,SI2,60.2,58.0,18231,8.24,8.17,4.94
1.09,Very Good,D,IF,61.7,58.0,18231,6.55,6.65,4.07
2.19,Premium,E,SI2,62.4,61.0,18232,8.31,8.23,5.16
2.02,Very Good,H,SI1,59.3,60.0,18236,8.14,8.21,4.85
2.02,Very Good,H,SI1,59.6,59.0,18236,8.27,8.35,4.95
2.02,Very Good,H,SI1,61.1,58.0,18236,8.07,8.16,4.96
2.02,Good,E,SI2,58.8,61.0,18236,8.21,8.25,4.84
2.3,Premium,I,VS2,61.8,60.0,18239,8.47,8.39,5.21
3.01,Premium,I,SI2,60.2,59.0,18242,9.36,9.31,5.62
3.01,Fair,I,SI2,65.8,56.0,18242,8.99,8.94,5.9
3.01,Fair,I,SI2,65.8,56.0,18242,8.99,8.94,5.9
3.01,Good,I,SI2,63.9,60.0,18242,9.06,9.01,5.77
3.01,Good,I,SI2,63.9,60.0,18242,9.06,9.01,5.77
1.7,Premium,F,VS2,62.8,58.0,18251,7.61,7.54,4.76
2.01,Ideal,H,SI1,62.2,56.0,18252,8.03,8.05,5.0
2.52,Premium,I,SI1,58.5,59.0,18252,8.9,8.87,5.2
2.53,Premium,H,SI1,62.1,59.0,18254,8.83,8.73,5.45
2.51,Premium,I,SI2,62.3,57.0,18255,8.76,8.69,5.44
2.03,Very Good,G,SI1,61.3,59.0,18257,8.08,8.11,4.96
2.01,Ideal,G,SI2,61.7,57.0,18259,8.13,8.1,5.01
2.02,Premium,F,SI2,61.3,59.0,18274,8.15,8.11,4.98
2.13,Ideal,H,SI1,62.2,55.0,18275,8.2,8.27,5.12
2.21,Ideal,G,SI2,61.9,55.0,18276,8.4,8.36,5.19
1.7,Ideal,G,VVS1,61.0,56.0,18279,7.62,7.67,4.66
1.07,Premium,D,IF,60.9,58.0,18279,6.67,6.57,4.03
2.08,Very Good,I,VS2,58.9,61.0,18281,8.35,8.36,4.92
1.62,Ideal,F,VS2,61.2,57.0,18281,7.52,7.58,4.62
2.03,Premium,D,SI2,62.4,59.0,18286,8.04,7.98,5.0
2.14,Premium,E,SI2,61.5,58.0,18291,8.31,8.24,5.09
2.06,Ideal,G,SI2,62.3,56.0,18293,8.16,8.09,5.06
1.54,Ideal,G,VVS1,61.4,56.0,18294,7.42,7.47,4.57
2.01,Ideal,H,SI1,62.1,55.0,18295,8.12,8.07,5.03
2.01,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01
2.02,Ideal,G,SI2,62.0,55.0,18296,8.16,8.1,5.04
2.24,Ideal,I,SI1,60.5,59.0,18299,8.45,8.5,5.13
2.3,Ideal,H,SI2,61.6,56.0,18304,8.48,8.52,5.24
1.93,Ideal,F,SI1,59.5,60.0,18306,8.1,8.13,4.83
2.51,Fair,H,SI2,64.7,57.0,18308,8.44,8.5,5.48
2.03,Premium,E,SI2,61.5,59.0,18310,8.16,8.24,5.04
2.1,Ideal,G,SI2,61.3,55.0,18312,8.19,8.25,5.04
2.05,Premium,H,VS2,61.8,60.0,18318,8.19,8.14,5.05
1.61,Ideal,D,VS2,62.0,55.0,18318,7.51,7.5,4.67
2.02,Premium,F,SI2,61.7,58.0,18320,8.11,8.15,5.02
2.02,Ideal,I,VS1,62.1,56.0,18324,8.13,8.09,5.04
2.5,Good,J,VS2,62.0,58.0,18325,8.63,8.6,5.34
2.49,Premium,I,SI2,61.2,56.0,18325,8.76,8.7,5.34
2.01,Good,H,VS1,57.6,63.0,18340,8.23,8.25,4.75
2.16,Ideal,I,VS1,62.7,56.0,18342,8.28,8.2,5.17
1.7,Premium,E,VS2,58.6,62.0,18342,7.92,7.84,4.62
2.27,Ideal,G,SI1,61.1,60.0,18343,8.46,8.42,5.16
2.07,Ideal,F,SI2,61.5,55.0,18344,8.23,8.28,5.08
1.83,Very Good,G,VS2,60.5,59.0,18358,7.89,7.99,4.8
2.07,Premium,I,VS2,61.2,58.0,18359,8.2,8.18,5.01
2.22,Ideal,I,VS2,61.3,56.0,18363,8.36,8.45,5.15
2.2,Premium,I,VS2,62.0,57.0,18364,8.38,8.34,5.18
2.6,Ideal,J,SI2,62.5,56.0,18369,8.81,8.76,5.49
2.06,Ideal,D,SI2,60.3,56.0,18371,8.29,8.25,4.99
2.32,Very Good,I,SI1,63.2,59.0,18371,8.55,8.44,5.37
2.0,Premium,H,SI1,63.0,56.0,18371,7.98,7.93,5.01
2.0,Premium,H,SI1,58.2,60.0,18371,8.34,8.26,4.83
2.4,Ideal,H,SI2,62.0,55.0,18374,8.57,8.6,5.32
2.01,Good,G,SI1,60.1,61.0,18374,8.04,8.12,4.86
2.0,Good,F,SI1,63.0,61.0,18376,7.85,7.99,4.99
1.73,Premium,G,VVS2,62.6,55.0,18377,7.76,7.66,4.83
2.09,Very Good,H,SI1,61.1,56.0,18392,8.23,8.3,5.05
2.01,Ideal,F,SI2,61.7,56.0,18394,8.12,8.16,5.02
2.01,Ideal,F,SI2,61.9,55.0,18395,8.1,8.05,5.0
2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01
2.01,Very Good,G,SI1,62.1,60.0,18398,7.94,8.03,4.96
1.7,Premium,F,VS1,58.5,60.0,18398,7.83,7.76,4.56
2.08,Very Good,D,SI2,60.1,59.0,18405,8.29,8.37,5.01
2.11,Very Good,D,SI2,60.9,60.0,18407,8.21,8.28,5.02
1.54,Ideal,F,VS1,60.3,57.0,18416,7.49,7.56,4.54
1.79,Premium,G,VS1,61.7,59.0,18419,7.85,7.74,4.81
1.6,Ideal,F,VS2,62.0,55.0,18421,7.49,7.54,4.66
2.03,Premium,G,SI1,61.3,59.0,18423,8.11,8.08,4.96
2.26,Premium,H,SI1,60.3,58.0,18426,8.56,8.51,5.15
2.29,Premium,J,IF,61.4,60.0,18426,8.45,8.49,5.2
2.0,Premium,E,SI2,61.8,56.0,18426,8.12,8.05,5.0
1.79,Very Good,F,VS2,62.8,59.0,18429,7.7,7.8,4.87
2.44,Very Good,J,VS2,58.1,60.0,18430,8.89,8.93,5.18
1.74,Very Good,F,VS2,62.0,57.0,18430,7.65,7.7,4.76
1.7,Premium,F,VS1,60.6,58.0,18430,7.68,7.71,4.66
1.72,Ideal,G,VVS2,62.0,57.0,18431,7.63,7.72,4.76
2.22,Premium,I,SI1,59.9,59.0,18432,8.46,8.41,5.05
1.33,Ideal,F,IF,60.2,57.0,18435,7.12,7.17,4.3
2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
2.0,Ideal,H,SI1,62.8,52.0,18440,8.05,8.1,5.06
2.0,Ideal,H,SI1,63.9,54.0,18440,7.92,8.0,5.1
2.13,Ideal,H,SI1,62.2,55.0,18442,8.27,8.2,5.12
2.09,Premium,H,VS2,62.2,58.0,18443,8.17,8.12,5.06
1.7,Ideal,G,VVS1,61.0,56.0,18445,7.67,7.62,4.66
2.5,Premium,I,SI2,59.0,60.0,18447,8.76,8.89,5.21
2.08,Premium,I,VS2,58.9,61.0,18447,8.36,8.35,4.92
2.03,Ideal,F,SI2,63.3,55.0,18458,7.96,8.05,5.08
2.1,Ideal,H,SI2,63.1,55.0,18462,8.17,8.13,5.14
2.16,Ideal,J,VS1,61.4,55.0,18462,8.34,8.27,5.1
2.04,Good,D,SI1,61.9,60.0,18468,8.15,8.11,5.03
2.15,Ideal,H,SI1,61.5,60.0,18470,8.17,8.29,5.06
2.09,Good,F,SI2,63.4,55.0,18472,8.11,8.18,5.16
2.01,Good,H,VS2,64.1,59.0,18474,7.91,7.85,5.05
2.19,Ideal,H,SI1,60.6,57.0,18475,8.39,8.35,5.07
2.03,Premium,E,SI2,61.5,59.0,18477,8.24,8.16,5.04
2.1,Very Good,H,SI1,62.9,57.0,18480,8.12,8.19,5.13
2.16,Premium,I,VS2,58.7,60.0,18481,8.54,8.5,5.0
2.21,Very Good,F,SI2,61.0,58.0,18483,8.36,8.43,5.12
2.57,Premium,J,SI1,63.0,58.0,18485,8.77,8.65,5.49
2.02,Premium,F,SI2,61.7,58.0,18487,8.15,8.11,5.02
2.07,Very Good,H,SI1,59.5,59.0,18489,8.27,8.3,4.92
2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
2.66,Good,H,SI2,64.3,60.0,18495,8.71,8.65,5.58
2.01,Very Good,I,VS1,63.0,59.0,18500,7.87,7.94,4.98
2.01,Very Good,H,VS2,63.2,58.0,18507,7.93,8.01,5.04
2.03,Very Good,G,SI1,61.7,54.0,18507,8.07,8.19,5.02
2.32,Very Good,H,SI2,60.6,58.0,18508,8.56,8.6,5.2
2.37,Ideal,J,SI1,61.9,55.0,18508,8.53,8.56,5.29
2.09,Very Good,F,SI2,61.3,59.0,18509,8.19,8.33,5.06
2.0,Fair,G,VS2,67.6,58.0,18515,7.65,7.61,5.16
2.38,Premium,H,VS1,60.9,59.0,18522,8.62,8.59,5.24
2.0,Very Good,G,SI1,61.8,61.0,18524,8.0,8.09,4.97
1.83,Premium,G,VS2,60.5,59.0,18525,7.99,7.89,4.8
2.14,Very Good,D,SI2,60.3,60.0,18526,8.31,8.43,5.05
2.14,Ideal,H,SI1,61.5,57.0,18528,8.36,8.29,5.12
2.22,Ideal,I,VS2,61.3,56.0,18531,8.45,8.36,5.15
4.5,Fair,J,I1,65.8,58.0,18531,10.23,10.16,6.72
2.32,Ideal,G,SI2,61.0,58.0,18532,8.5,8.54,5.2
2.03,Ideal,F,SI2,61.4,58.0,18535,8.12,8.16,5.0
2.4,Good,I,SI1,56.9,62.0,18541,8.87,8.81,5.03
2.4,Ideal,H,SI2,62.0,55.0,18541,8.6,8.57,5.32
1.04,Very Good,D,IF,61.3,56.0,18542,6.53,6.55,4.01
1.5,Very Good,F,IF,63.2,58.0,18552,7.2,7.32,4.59
1.72,Very Good,E,VS2,63.4,56.0,18557,7.65,7.55,4.82
3.04,Premium,I,SI2,59.3,60.0,18559,9.51,9.46,5.62
2.38,Premium,J,VS2,62.1,58.0,18559,8.54,8.49,5.29
2.09,Premium,H,SI1,61.1,56.0,18559,8.3,8.23,5.05
2.01,Good,H,VS2,57.8,60.0,18561,8.29,8.35,4.81
2.01,Very Good,H,VS2,60.7,56.0,18561,8.08,8.17,4.93
2.02,Fair,H,VS2,64.5,57.0,18565,8.0,7.95,5.14
1.6,Ideal,F,VS1,60.5,57.0,18571,7.6,7.63,4.61
2.01,Good,G,SI1,63.1,59.0,18572,7.98,8.03,5.05
2.01,Fair,G,SI1,70.6,64.0,18574,7.43,6.64,4.69
2.11,Premium,D,SI2,60.9,60.0,18575,8.28,8.21,5.02
2.03,Ideal,F,SI2,61.6,55.0,18578,8.19,8.14,5.03
3.01,Good,H,SI2,57.6,64.0,18593,9.44,9.38,5.42
2.29,Premium,J,IF,61.4,60.0,18594,8.49,8.45,5.2
1.7,Premium,F,VS1,60.6,58.0,18598,7.71,7.68,4.66
1.71,Ideal,G,VVS2,62.1,55.0,18599,7.63,7.66,4.75
2.0,Ideal,H,SI1,65.0,61.0,18604,7.9,7.79,5.11
2.01,Ideal,G,VS2,61.4,54.0,18607,8.16,8.09,4.99
2.07,Premium,F,SI2,60.7,59.0,18611,8.21,8.16,4.97
1.49,Ideal,F,VVS2,61.1,58.0,18614,7.36,7.38,4.5
2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27
2.01,Good,G,SI1,60.3,60.0,18625,8.07,8.18,4.9
2.03,Very Good,G,SI1,60.1,60.0,18630,8.09,8.18,4.89
2.01,Good,H,VS2,63.3,55.0,18640,7.87,7.94,5.0
2.09,Very Good,F,SI2,63.4,55.0,18640,8.18,8.11,5.16
2.1,Ideal,H,SI1,62.9,57.0,18648,8.19,8.12,5.13
2.29,Premium,I,VS2,60.8,60.0,18653,8.47,8.5,5.16
2.12,Premium,H,SI1,61.1,60.0,18656,8.18,8.26,5.02
2.05,Ideal,H,VS2,61.6,57.0,18659,8.2,8.14,5.03
2.04,Ideal,G,SI1,59.0,57.0,18663,8.32,8.37,4.92
2.01,Ideal,D,SI2,62.1,56.0,18674,8.02,8.11,5.01
2.02,Premium,F,SI2,62.1,56.0,18678,8.07,7.99,4.99
2.16,Very Good,F,SI2,62.4,59.0,18678,8.28,8.33,5.18
2.03,Premium,G,VS2,59.6,60.0,18680,8.27,8.21,4.91
1.42,Ideal,F,VVS1,60.8,56.0,18682,7.25,7.32,4.43
2.67,Good,F,SI2,63.8,58.0,18686,8.69,8.64,5.54
1.5,Very Good,G,VS2,60.7,59.0,18691,7.31,7.38,4.46
2.43,Premium,J,VS2,62.2,57.0,18692,8.63,8.54,5.34
2.48,Very Good,F,SI2,63.4,56.0,18692,8.64,8.55,5.45
2.19,Ideal,D,SI2,61.8,57.0,18693,8.23,8.49,5.17
1.28,Ideal,E,IF,60.7,57.0,18700,7.09,6.99,4.27
2.02,Ideal,G,VS2,62.0,57.0,18700,8.1,8.05,5.01
3.51,Premium,J,VS2,62.5,59.0,18701,9.66,9.63,6.03
2.01,Premium,G,SI2,61.2,57.2,18705,8.08,8.14,4.97
2.22,Premium,J,VS1,60.0,60.0,18706,8.49,8.43,5.08
2.07,Good,I,VS2,61.8,61.0,18707,8.12,8.16,5.03
2.0,Very Good,E,SI1,60.5,59.0,18709,8.09,8.14,4.94
3.01,Premium,J,SI2,60.7,59.0,18710,9.35,9.22,5.64
3.01,Premium,J,SI2,59.7,58.0,18710,9.41,9.32,5.59
2.18,Premium,F,SI1,61.2,60.0,18717,8.38,8.3,5.1
1.7,Premium,G,VVS2,59.8,59.0,18718,7.7,7.75,4.62
1.51,Ideal,E,VS1,61.5,57.0,18729,7.34,7.4,4.53
1.72,Premium,G,VVS2,61.8,60.0,18730,7.65,7.68,4.74
0.38,Ideal,I,VS2,60.5,56.0,648,4.71,4.74,2.85
0.41,Ideal,J,VS1,61.5,55.0,648,4.77,4.79,2.94
0.41,Ideal,J,VS1,62.4,55.0,648,4.75,4.77,2.97
0.41,Ideal,J,VS1,62.7,54.0,648,4.75,4.79,2.99
0.41,Ideal,J,VS1,61.3,57.0,648,4.81,4.84,2.96
0.4,Ideal,G,SI2,62.1,57.0,648,4.72,4.75,2.94
0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
0.41,Ideal,G,SI2,61.7,56.0,648,4.79,4.81,2.96
0.4,Ideal,D,SI2,60.5,57.0,648,4.73,4.76,2.87
0.32,Ideal,F,SI1,61.6,55.0,648,4.41,4.45,2.73
0.32,Ideal,F,SI1,61.0,55.0,648,4.45,4.47,2.72
0.26,Ideal,G,IF,61.7,54.0,648,4.15,4.18,2.57
0.26,Ideal,G,IF,60.8,56.0,648,4.11,4.15,2.51
0.39,Good,I,VS2,62.3,61.0,648,4.6,4.61,2.87
0.36,Ideal,H,SI1,61.5,57.0,648,4.6,4.57,2.82
0.36,Ideal,I,VS2,61.8,55.0,648,4.61,4.58,2.84
0.36,Premium,I,VS2,61.6,58.0,648,4.57,4.52,2.8
0.36,Good,E,SI2,63.7,54.0,648,4.55,4.52,2.89
0.32,Ideal,H,VS2,62.5,55.0,648,4.42,4.38,2.75
0.32,Ideal,H,VS2,62.2,57.0,648,4.38,4.36,2.72
0.32,Premium,H,VS2,61.9,58.0,648,4.39,4.37,2.71
0.36,Premium,I,VS2,62.7,59.0,648,4.58,4.54,2.86
0.36,Premium,H,SI1,63.0,55.0,648,4.54,4.51,2.85
0.36,Ideal,H,SI1,62.3,57.0,648,4.58,4.54,2.84
0.36,Premium,E,SI2,61.5,58.0,648,4.61,4.56,2.82
0.36,Premium,E,SI2,60.6,59.0,648,4.61,4.57,2.78
0.36,Premium,E,SI2,62.6,57.0,648,4.54,4.5,2.83
0.32,Ideal,I,VS1,60.9,56.0,648,4.46,4.44,2.71
0.32,Premium,I,VS1,59.8,60.0,648,4.46,4.44,2.66
0.32,Premium,I,VS1,61.0,60.0,648,4.47,4.42,2.71
2.02,Very Good,E,SI1,59.8,59.0,18731,8.11,8.2,4.88
1.94,Premium,F,SI1,62.6,58.0,18735,7.91,7.87,4.94
2.01,Ideal,G,SI1,62.1,57.0,18736,8.07,8.09,5.02
2.01,Ideal,G,SI1,62.2,56.0,18741,8.02,7.97,4.97
2.01,Very Good,G,SI1,63.1,59.0,18741,8.03,7.98,5.05
2.01,Premium,G,SI1,60.3,59.0,18741,8.23,8.15,4.94
2.36,Premium,H,SI2,59.4,58.0,18745,8.69,8.75,5.18
2.61,Ideal,I,SI2,62.1,56.0,18756,8.85,8.73,5.46
2.03,Ideal,G,SI1,60.0,55.8,18757,8.17,8.3,4.95
2.0,Very Good,F,SI1,57.9,60.0,18759,8.28,8.34,4.81
2.08,Ideal,H,SI1,58.7,60.0,18760,8.36,8.4,4.92
2.55,Premium,I,VS1,61.8,62.0,18766,8.7,8.65,5.36
1.71,Ideal,G,VVS2,62.1,55.0,18768,7.66,7.63,4.75
1.51,Very Good,F,VVS1,62.6,59.0,18777,7.33,7.24,4.56
2.06,Ideal,I,VS2,62.2,55.0,18779,8.15,8.19,5.08
1.6,Ideal,F,VS1,62.0,56.0,18780,7.47,7.52,4.65
2.03,Very Good,H,SI1,63.0,60.0,18781,8.0,7.93,5.02
2.05,Premium,F,SI2,60.2,59.0,18784,8.28,8.33,5.0
2.05,Ideal,G,SI1,61.9,57.0,18787,8.1,8.16,5.03
2.8,Good,G,SI2,63.8,58.0,18788,8.9,8.85,0.0
1.71,Premium,F,VS2,62.3,59.0,18791,7.57,7.53,4.7
2.15,Ideal,G,SI2,62.6,54.0,18791,8.29,8.35,5.21
2.04,Premium,H,SI1,58.1,60.0,18795,8.37,8.28,4.84
2.0,Premium,I,VS1,60.8,59.0,18795,8.13,8.02,4.91
2.29,Premium,I,SI1,61.8,59.0,18797,8.52,8.45,5.24
2.0,Very Good,H,SI1,62.8,57.0,18803,7.95,8.0,5.01
2.07,Ideal,G,SI2,62.5,55.0,18804,8.2,8.13,5.11
1.51,Ideal,G,IF,61.7,55.0,18806,7.37,7.41,4.56
2.0,Very Good,G,SI1,63.5,56.0,18818,7.9,7.97,5.04
2.29,Premium,I,VS2,60.8,60.0,18823,8.5,8.47,5.16
0.32,Very Good,I,VS1,63.2,54.0,648,4.42,4.38,2.78
0.32,Premium,I,VS1,62.6,58.0,648,4.4,4.38,2.75
0.32,Very Good,I,VS1,63.1,56.0,648,4.4,4.38,2.77
0.32,Ideal,I,VS1,62.3,57.0,648,4.42,4.37,2.74
0.32,Ideal,I,VS1,62.4,54.0,648,4.39,4.36,2.73
0.32,Premium,I,VS1,61.9,58.0,648,4.4,4.36,2.71
0.32,Premium,I,VS1,62.0,58.0,648,4.4,4.37,2.72
0.32,Ideal,I,VS1,62.4,56.0,648,4.37,4.31,2.71
0.32,Premium,I,VS1,61.3,58.0,648,4.39,4.35,2.68
0.32,Premium,H,VS2,59.5,58.0,648,4.5,4.47,2.67
0.32,Premium,H,VS2,60.5,59.0,648,4.43,4.39,2.67
0.32,Ideal,H,VS2,61.3,55.0,648,4.44,4.4,2.71
0.32,Premium,H,VS2,60.7,58.0,648,4.46,4.43,2.7
0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
0.32,Ideal,H,VS2,62.0,55.0,648,4.42,4.39,2.73
0.32,Premium,H,VS2,60.7,60.0,648,4.41,4.39,2.67
0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67
0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7
0.32,Premium,H,VS2,62.7,54.0,648,4.41,4.39,2.76
0.32,Ideal,H,VS2,62.0,55.0,648,4.4,4.38,2.72
0.32,Ideal,H,VS2,62.8,55.0,648,4.41,4.38,2.76
0.32,Premium,H,VS2,61.7,59.0,648,4.4,4.35,2.7
0.32,Premium,H,VS2,61.0,60.0,648,4.41,4.35,2.67
0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73
0.32,Ideal,H,VS2,62.1,56.0,648,4.42,4.37,2.73
0.32,Ideal,H,VS2,61.5,56.0,648,4.4,4.38,2.7
0.32,Ideal,H,VS2,62.0,57.0,648,4.39,4.35,2.71
0.32,Ideal,H,VS2,63.0,57.0,648,4.38,4.35,2.75
0.32,Premium,H,VS2,62.5,59.0,648,4.38,4.33,2.72
0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
0.32,Very Good,H,VS2,63.1,55.0,648,4.36,4.33,2.74
0.3,Good,G,VS2,58.5,64.0,648,4.42,4.37,2.57
0.32,Ideal,H,VS2,63.0,57.0,648,4.37,4.33,2.74
0.44,Very Good,F,SI2,62.8,60.0,648,4.82,4.86,3.04
0.41,Premium,H,SI2,60.9,60.0,649,4.84,4.81,2.94
0.37,Premium,E,SI1,61.8,58.0,649,4.59,4.64,2.85
0.37,Ideal,E,SI1,61.9,56.0,649,4.57,4.6,2.84
0.37,Ideal,E,SI1,62.7,54.0,649,4.55,4.6,2.87
0.37,Premium,E,SI1,59.3,58.0,649,4.73,4.75,2.81
0.37,Very Good,G,VS2,60.7,57.0,649,4.64,4.69,2.83
0.37,Premium,G,VS2,61.3,60.0,649,4.6,4.63,2.83
0.37,Ideal,G,VS2,62.2,57.0,649,4.59,4.64,2.87
0.37,Very Good,G,VS2,62.8,60.0,649,4.55,4.59,2.87
0.37,Very Good,G,VS2,61.2,57.0,649,4.59,4.63,2.82
0.37,Premium,G,VS2,59.3,60.0,649,4.67,4.71,2.78
0.37,Very Good,E,SI1,60.6,54.0,649,4.63,4.68,2.82
0.37,Premium,G,VS2,60.1,59.0,649,4.64,4.68,2.8
0.37,Ideal,G,VS2,60.8,57.0,649,4.61,4.66,2.82
0.37,Very Good,E,SI1,59.9,59.0,649,4.68,4.7,2.81
0.37,Premium,H,VS1,60.9,60.0,649,4.6,4.63,2.81
0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84
0.37,Ideal,G,VS2,61.3,57.0,649,4.6,4.64,2.83
0.37,Premium,G,VS2,61.2,60.0,649,4.58,4.63,2.82
0.35,Very Good,H,VVS2,61.0,57.0,650,4.54,4.57,2.77
0.3,Very Good,D,VS2,62.9,55.0,650,4.25,4.27,2.68
0.3,Ideal,G,VVS2,61.9,57.0,650,4.3,4.33,2.66
0.23,Ideal,F,VVS2,61.6,54.0,650,3.97,3.99,2.45
0.3,Ideal,H,VVS1,61.5,55.0,650,4.31,4.35,2.66
0.3,Ideal,H,VVS1,62.3,57.0,650,4.25,4.28,2.65
0.3,Ideal,H,VVS1,61.1,56.0,650,4.33,4.37,2.66
0.28,Ideal,G,VVS1,61.8,55.0,650,4.19,4.23,2.6
0.28,Ideal,G,IF,61.3,57.0,650,4.25,4.27,2.6
0.28,Ideal,G,IF,61.5,57.0,650,4.19,4.21,2.58
0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
0.28,Ideal,G,IF,60.9,57.0,650,4.24,4.27,2.59
0.34,Ideal,G,SI1,61.2,57.0,650,4.56,4.53,2.78
0.34,Good,G,SI1,63.9,58.0,650,4.43,4.4,2.82
0.34,Premium,G,SI1,59.7,59.0,650,4.54,4.5,2.7
0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
0.34,Premium,G,SI1,61.5,56.0,650,4.52,4.45,2.76
0.34,Very Good,G,SI1,63.4,57.0,650,4.45,4.42,2.81
0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7
0.34,Premium,D,SI2,60.7,61.0,650,4.51,4.45,2.72
0.34,Premium,D,SI2,60.6,60.0,650,4.53,4.48,2.73
0.34,Premium,D,SI2,60.8,60.0,650,4.53,4.49,2.74
0.39,Very Good,I,VS2,62.9,57.0,650,4.64,4.68,2.93
0.39,Premium,H,SI1,62.0,60.0,650,4.65,4.71,2.9
0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92
0.38,Ideal,H,SI1,61.2,56.0,650,4.63,4.68,2.85
0.31,Very Good,G,VVS2,62.2,56.0,651,4.31,4.34,2.69
0.31,Very Good,H,VVS1,61.3,56.0,651,4.35,4.38,2.67
0.31,Very Good,H,VVS1,61.2,56.0,651,4.37,4.39,2.68
0.31,Very Good,H,VVS1,61.9,57.0,651,4.33,4.36,2.69
0.41,Very Good,J,IF,60.8,56.0,651,4.83,4.87,2.95
0.31,Good,H,VS1,59.2,65.0,651,4.42,4.33,2.59
0.39,Ideal,I,VS2,61.5,55.0,651,4.7,4.73,2.9
0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83
0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91
0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9
0.31,Good,E,VS2,59.1,56.0,651,4.41,4.46,2.62
0.31,Premium,E,SI1,61.2,58.0,651,4.38,4.34,2.67
0.31,Premium,E,SI1,58.7,60.0,651,4.48,4.45,2.62
0.31,Very Good,G,VS2,63.2,58.0,651,4.3,4.28,2.71
0.31,Premium,E,SI1,63.0,58.0,651,4.31,4.29,2.71
0.31,Very Good,E,SI1,63.4,55.0,651,4.29,4.26,2.71
0.3,Ideal,D,VS1,62.2,56.0,651,4.27,4.31,2.67
0.3,Ideal,D,VS1,61.0,57.0,651,4.31,4.32,2.63
0.33,Very Good,G,VS1,61.0,57.0,652,4.46,4.49,2.72
0.31,Ideal,H,VVS2,61.7,55.8,652,4.35,4.39,2.69
0.34,Ideal,H,VVS2,60.9,55.0,652,4.52,4.54,2.75
0.31,Ideal,G,VS2,61.8,53.0,652,4.35,4.39,2.7
0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68
0.3,Ideal,E,VS2,62.1,53.6,652,4.3,4.35,2.69
0.31,Ideal,G,VS1,61.3,56.4,652,4.36,4.39,2.69
0.3,Ideal,F,VS1,61.6,54.7,652,4.33,4.34,2.67
0.3,Ideal,F,VS1,62.2,54.4,652,4.3,4.33,2.68
0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71
