category,text
rec.autos,"From: eliot@lanmola.engr.washington.edu (eliot)
Subject: Re: Improvements in Automatic Transmissions
Keywords: Saturn, Subaru, manual, automatic
Article-I.D.: engr.Apr19.045221.19525
Organization: clearer than blir
Lines: 40
NNTP-Posting-Host: lanmola.engr.washington.edu


an excellent automatic can be found in the subaru legacy.  it switches to
""sport"" mode when the electronics figure it,  not when the driver sets
the switch.. which is the proper way to do it, IMO.  so what does ""sport""
mode entail?  several things:

1) revving to red line (or to the rev limiter in the case of the legacy)

2) delayed upshifts.  (i.e. if you lift off briefly, it will remain in the
	low gear.  this is handy if you are charging through corners and
	would like to do without the distraction of upshifts when there's
	another curve approaching)

3) part throttle downshifts, based on the *speed* at which the pedal is
	depressed, rather than the *position* of the pedal.  modern
	electronics can measure this very easily and switch to sport mode.
	this is wonderful if you want to charge through a green light about
	to turn red.  my audi senses this very well and can downshift on as
	little as half throttle if my right foot is fast enough.

also, i think that a smart automatic can deliver better gas mileage
than a dumb driver with a stick, all else being equal.. remember that
the idea of a stick being more economical than an automatic makes a
big assumption that the driver is smart enough to know what gear to
use for each situation.. how many times have you ridden with an
inattentive driver cruising on the highway at 55/65 in 4th gear (of a
5 speed)?  

how many % of people who drive manuals *really* know what the best
gear to use is for every conceivable situation?  i'm sure there will
be some who know, but i suspect that a chip controlled automatic with
all possible scenario/ratio combinations stored in ROM is likely to do
better.  i can also say that all my previous assumptions were proved
wrong after i got a car with instantaneous mpg readout... high gear,
low revs and wide open throttle is more economical than low gear, high
revs and small throttle opening.  the explanation is quite simple if
one sits down to think about it, but not that obvious at first sight.


eliot
"
sci.space,"From: wmiler@nyx.cs.du.edu (Wyatt Miler)
Subject: Diaspar Virtual Reality Network Announcement
Organization: Nyx, Public Access Unix @ U. of Denver Math/CS dept.
Lines: 185


Posted to the Internet by wmiler@nyx.cs.du.edu
 
000062David42      041493003715
 
             The Lunar Tele-operation Model One (LTM1)
             =========================================
                        By David H. Mitchell
                          March 23, 1993
 
INTRODUCTION:
 
In order to increase public interest in space-based and lunar operations, a
real miniature lunar-like environment is being constructed on which to test
tele-operated models. These models are remotely-controlled by individuals
located world-wide using their personal computers, for EduTainment
purposes.
Not only does this provide a test-bed for simple tele-operation and
tele-presence activities but it also provides for the sharing of
information
on methods of operating in space, including, but not limited to, layout of
a
lunar colony, tele-operating machines for work and play, disseminating
educational information, providing contests and awards for creativity and
achievement and provides a new way for students worldwide to participate in
Twenty-First century remote learning methods.
 
Because of the nature of the LTM1 project, people of all ages, interests
and
skills can contribute scenery and murals, models and structures,
interfacing
and electronics, software and graphics. In operation LTM1 is an evolving
playground and laboratory that can be used by children, students and
professionals worldwide. Using a personal computer at home or a terminal at
a participating institution a user is able to tele-operate real models at
the
LTM1 base for experimental or recreational purposes. Because a real
facility
exists, ample opportunity is provided for media coverage of the
construction
of the lunar model, its operation and new features to be added as suggested
by the users themselves.
 
This has broad inherent interest for a wide range of groups:
 - tele-operations and virtual reality research
 - radio control, model railroad and ham radio operation
 - astronomy and space planetariums and science centers
 - art and theater
 - bbs and online network users
 - software and game developers
 - manufacturers and retailers of model rockets, cars and trains
 - children
 - the child in all of us
 
LTM1 OVERALL DESIGN:
 
A room 14 feet by 8 feet contains the base lunar layout. The walls are used
for murals of distant moon mountains, star fields and a view of the earth.
The ""floor"" is the simulated lunar surface. A global call for contributions
is hereby made for material for the lunar surface, and for the design and
creation of scale models of lunar colony elements, scenery, and
machine-lets.
 
 The LTM1 initial design has 3 tele-operated machinelets:
 1. An SSTO scale model which will be able to lift off, hover and land;
 2. A bulldozerlet which will be able to move about in a quarry area; and
 3. A moon-train which will traverse most of the simulated lunar surface.
 
 Each machinelet has a small TV camera utilizing a CCD TV chip mounted on
 it. A personal computer digitizes the image (including reducing picture
 content and doing data-compression to allow for minimal images to be sent
 to the operator for control purposes) and also return control signals.
 
The first machinelet to be set up will be the moon-train since model trains
with TV cameras built in are almost off-the-shelf items and control
electronics for starting and stopping a train are minimal. The user will
receive an image once every 1 to 4 seconds depending on the speed of their
data link to LTM1.
 
Next, an SSTO scale model with a CCD TV chip will be suspended from a
servo-motor operated wire frame mounted on the ceiling allowing for the
SSTO
to be controlled by the operator to take off, hover over the entire lunar
landscape and land.
 
Finally, some tank models will be modified to be CCD TV chip equipped
bulldozerlets. The entire initial LTM1 will allow remote operators
worldwide
to receive minimal images while actually operating models for landing and
takeoff, traveling and doing work. The entire system is based on
commercially
available items and parts that can be easily obtained except for the
interface electronics which is well within the capability of many advanced
ham radio operator and computer hardware/software developers.
 
By taking a graphically oriented communications program (Dmodem) and adding
a tele-operations screen and controls, the necessary user interface can be
provided in under 80 man hours.
 
PLAN OF ACTION:
 
The Diaspar Virtual Reality Network has agreed to sponsor this project by
providing a host computer network and Internet access to that network.
Diaspar is providing the 14 foot by 8 foot facility for actual construction
of the lunar model. Diaspar has, in stock, the electronic tanks that can be
modified and one CCD TV chip. Diaspar also agrees to provide ""rail stock""
for the lunar train model. Diaspar will make available the Dmodem graphical
communications package and modify it for control of the machines-lets.
An initial ""ground breaking"" with miniature shovels will be performed for
a live photo-session and news conference on April 30, 1993. The initial
models will be put in place. A time-lapse record will be started for
historical purposes. It is not expected that this event will be completely
serious or solemn. The lunar colony will be declared open for additional
building, operations and experiments. A photographer will be present and
the photographs taken will be converted to .gif images for distribution
world-wide to major online networks and bbs's. A press release will be
issued
calling for contributions of ideas, time, talent, materials and scale
models
for the simulated lunar colony.
 
A contest for new designs and techniques for working on the moon will then
be
announced. Universities will be invited to participate, the goal being to
find instructors who wish to have class participation in various aspects of
the lunar colony model. Field trips to LTM1 can be arranged and at that
time
the results of the class work will be added to the model. Contributors will
then be able to tele-operate any contributed machine-lets once they return
to
their campus.
 
A monthly LTM1 newsletter will be issued both electronically online and via
conventional means to the media. Any major new tele-operated equipment
addition will be marked with an invitation to the television news media.
Having a large, real model space colony will be a very attractive photo
opportunity for the television community. Especially since the ""action""
will
be controlled by people all over the world. Science fiction writers will be
invited to issue ""challenges"" to engineering and human factors students at
universities to build and operate the tele-operated equipment to perform
lunar tasks. Using counter-weight and pulley systems, 1/6 gravity may be
simulated to some extent to try various traction challenges.
 
The long term goal is creating world-wide interest, education,
experimentation
and remote operation of a lunar colony. LTM1 has the potential of being a
long
term global EduTainment method for space activities and may be the generic
example of how to teach and explore in many other subject areas not limited
to space EduTainment. All of this facilitates the kind of spirit which can
lead to a generation of people who are ready for the leap to the stars!
 
CONCLUSION:
 
EduTainment is the blending of education and entertainment. Anyone who has
ever enjoyed seeing miniatures will probably see the potential impact of a
globally available layout for recreation, education and experimentation
purposes. By creating a tele-operated model lunar colony we not only create
world-wide publicity, but also a method of trying new ideas that require
real
(not virtual) skills and open a new method for putting people's minds in
space.
 
 
MOONLIGHTERS:
 
""Illuminating the path of knowledge about space and lunar development.""
The following people are already engaged in various parts of this work:
David42, Rob47, Dash, Hyson, Jzer0, Vril, Wyatt, The Dark One, Tiggertoo,
The Mad Hatter, Sir Robin, Jogden.
 
Come join the discussion any Friday night from 10:30 to midnight PST in
 
Diaspar Virtual Reality Network. Ideas welcome!
 
Internet telnet to: 192.215.11.1 or diaspar.com
 
(voice)  714-376-1776
(2400bd) 714-376-1200
(9600bd) 714-376-1234
 
Email inquiries to LTM1 project leader Jzer@Hydra.unm.edu
or directly to Jzer0 on Diaspar.

"
rec.sport.baseball,"From: admiral@jhunix.hcf.jhu.edu (Steve C Liu)
Subject: Best record ever in baseball
Organization: Homewood Academic Computing, Johns Hopkins University, Baltimore, Md, USA
Lines: 19
Distribution: usa
Expires: 5/9/93
NNTP-Posting-Host: jhunix.hcf.jhu.edu
Summary: Can you believe it?

Of all teams, I believe the Cubs have the best record ever in baseball.
Sometime way far back. 110+ and something.

Admiral Steve C. Liu
____________________________________________________________________________
|Admiral Steve C. Liu          Internet Address: admiral@jhunix.hcf.jhu.edu|
|Commander-In-Chief of the Security Division of the Pi Club - Earth Chapter|
|    President of the Earth Chapter of the Pi Club - Founded April 1990    |
|1993 World Champions  - Baltimore Orioles - Why Not? - Series in the Yards|
|         1992-1993 Stanley Cup Champions -  Washington Capitals           |
| ""Committee for the Liberation and Intergration of Terrifying Organisms   |
|   and their Rehabilitation Into Society, the only problem is that the    |
|   abbreviation is CLITORIS."" from the ""Polymorph"" episode of Red Dwarf   |
|*****The Bangles are the greatest female rock band that ever existed!*****|
|   This sig has been brought to you by... Frungy! The Sport of Kings!     |
|""My God man, drilling holes through his head is not the answer!"" Dr. McCoy|
|""You know, Susanna Hoffs has a really nice ass."" - comment by M. Flanagan |
|  The Pi Club - Creating the largest .signatures for the past nine months | 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
"
misc.forsale,"From: yuanchie@aludra.usc.edu (Roger Y. Hsu)
Subject: 14.4K Fax Modem for Sale
Organization: University of Southern California, Los Angeles, CA
Lines: 28
NNTP-Posting-Host: aludra.usc.edu

A slightly used (less than two months old) SupraFaxModem is for sale.
It comes with latest ROM 1.2H, communication software, fax software, 
original manuals, and the original registration card.

Here are some specs:

  Model #     : SUPFAXV32BIS
  Description : SupraFaxModem V.32bis
  Type        : Internal
  Data Speed  : 14,400/12,000/9600/7200/4800/2400/1200/300 bps data
		(upto 57000bps with V.42 data compression)
  Protocols   : Bell 103/212A,CCIT V.21/V.22/V.22bis/V.32/V.32bis/V.42/
	      : V.42bis, MNP 2-5, & MNP 10
  Fax         : 14,400/12,000/9600/7200/4800/2400 bps send/receive fax
	      : Class 1 & 2 commnads
	      : Group III compatible
  Transmission: V.17,V.29,V.27ter
  other       :
		non-volatile memory; autoanswer/autodial (tone or pulse); 
		extended AT commands and result codes; includes diagnostics, 
		phone jacks, subscriptions to free online services.
		5 year warranty.

  Asking : $180 (neg.) + S/H 

If interested, please e-mail.

Thanks!
"
sci.med,"From: dfitts@carson.u.washington.edu (Douglas Fitts)
Subject: Re: RA treatment question
Organization: University of Washington
Lines: 24
NNTP-Posting-Host: carson.u.washington.edu

eulenbrg@carson.u.washington.edu (Julia Eulenberg) writes:

>I'm assuming that you mean Rheumatoid Arthritis (RA).  I've never heard 
>of the ""cold treatment"" you mentioned.  I can't imagine how it would 
>work, since most of us who have Rh.Arthr./RA seem to have more problems
>in cold weather than in warm weather.  Would be interested to hear more!
>Z
>Z


No, obviously talking about Research Assistants.  I favor a high protein,
low fat diet, barely adequate salary on a fixed time schedule, four hours
of sleep a night, continuous infusion of latte, unpredictable praise 
mixed randomly with anxiety-provoking, everpresent glances with 
lowered eyebrows, unrealistic promises of rapid publication, and 
every three months a dinner consisting of nothing but microbrewery ale
and free pretzels.  Actually, mine hails from San Diego, and indeed 
has more problems in Seattle in cold weather than in warm.

Doug Fitts
dfitts@u.washington.edu



"
rec.sport.baseball,"From: schmke@cco.caltech.edu (Kevin Todd Schmidt)
Subject: NL OPI through first week+
Organization: California Institute of Technology, Pasadena
Lines: 184
NNTP-Posting-Host: sandman.caltech.edu

Here is the OPI (Offensive Production Index) for all NL players with at
least 10 at-bats.

It is early in the season so there are some high numbers.  Barry Bonds
finished last season at 0.795.

I welcome comments and suggestions.

Kevin

League OPI: 0.410
League BA:  0.252
League SLG: 0.375
League OBA: 0.321

Rank Player                 OPI     BA    SLG    OBA
-----------------------------------------------------
1    Phi,daulton           1.101  0.333  0.875  0.515
2    Phi,kruk              1.069  0.429  0.821  0.529
3    Cub,grace             1.007  0.452  0.742  0.514
4    Cub,may               0.931  0.389  0.889  0.421
5    Col,boston            0.888  0.545  0.545  0.545
6    Pit,bell              0.873  0.429  0.714  0.467
7    Col,galarraga         0.867  0.458  0.708  0.458
8    StL,pena              0.833  0.400  0.600  0.516
9    StL,zeile             0.811  0.440  0.560  0.500
10   Cin,mitchell          0.810  0.429  0.643  0.467
11   Mon,lansing           0.792  0.419  0.677  0.438
12   Pit,slaught           0.754  0.474  0.526  0.474
13   Mon,vanderwal         0.746  0.389  0.556  0.476
14   NYM,tfernandez        0.709  0.300  0.400  0.500
15   SnF,martinez          0.697  0.300  0.400  0.500
16   Hou,bagwell           0.695  0.367  0.567  0.424
17   Col,hayes             0.686  0.333  0.667  0.364
18   Col,eyoung            0.682  0.333  0.500  0.407
19   Mon,alou              0.675  0.371  0.600  0.389
20   Cin,milligan          0.659  0.333  0.375  0.515
21   Phi,dykstra           0.646  0.214  0.571  0.405
22   SnF,bonds             0.624  0.280  0.680  0.333
22   Flo,conine            0.624  0.393  0.393  0.469
24   SnD,plantier          0.603  0.286  0.571  0.375
25   Hou,gonzalez          0.596  0.296  0.667  0.296
26   Hou,anthony           0.594  0.320  0.480  0.414
27   Col,cole              0.579  0.318  0.409  0.400
28   Atl,sanders           0.576  0.357  0.643  0.357
29   Mon,berry             0.566  0.273  0.273  0.500
30   Cub,sosa              0.558  0.303  0.545  0.343
31   StL,jefferies         0.551  0.269  0.692  0.296
32   Pit,vanslyke          0.549  0.296  0.444  0.387
33   *Montreal             0.548  0.312  0.490  0.367
34   Los,butler            0.545  0.296  0.333  0.457
35   Mon,grissom           0.542  0.333  0.455  0.371
36   Pit,king              0.536  0.308  0.346  0.438
37   SnD,gwynn             0.533  0.280  0.400  0.379
38   Pit,merced            0.532  0.300  0.400  0.391
39   NYM,murray            0.521  0.308  0.462  0.357
40   StL,gilkey            0.514  0.312  0.438  0.353
41   NYM,bonilla           0.507  0.292  0.417  0.370
42   SnD,walters           0.501  0.300  0.500  0.333
43   Cub,wilson            0.497  0.323  0.452  0.344
44   Flo,weiss             0.492  0.261  0.348  0.433
45   *Philadelphia         0.487  0.243  0.431  0.348
46   Atl,justice           0.480  0.207  0.448  0.361
47   *Pittsburgh           0.479  0.292  0.428  0.351
48   StL,osmith            0.476  0.310  0.448  0.355
49   Phi,incaviglia        0.473  0.250  0.500  0.308
50   Pit,young             0.470  0.286  0.500  0.310
51   *StLouis              0.467  0.275  0.445  0.344
52   *Colorado             0.459  0.287  0.426  0.327
53   NYM,hundley           0.458  0.300  0.450  0.333
54   NYM,orsulak           0.454  0.357  0.429  0.400
55   SnF,benjamin          0.440  0.200  0.500  0.273
56   Atl,gant              0.438  0.214  0.464  0.333
56   *NYMets               0.438  0.261  0.345  0.356
58   *Houston              0.436  0.260  0.415  0.318
59   Mon,pitcher           0.434  0.312  0.375  0.353
60   Phi,morandini         0.433  0.240  0.360  0.321
61   Hou,cedeno            0.427  0.280  0.440  0.308
62   Cin,sabo              0.423  0.226  0.452  0.273
63   SnF,manwaring         0.413  0.261  0.435  0.292
64   *SnFrancisco          0.412  0.253  0.396  0.315
65   Atl,blauser           0.409  0.276  0.310  0.364
66   SnF,thompson          0.408  0.278  0.389  0.316
66   Hou,caminiti          0.408  0.259  0.481  0.286
68   Flo,barberie          0.405  0.267  0.267  0.371
69   Mon,cordero           0.400  0.276  0.345  0.323
70   SnD,sheffield         0.397  0.241  0.448  0.267
71   Los,karros            0.392  0.259  0.296  0.355
72   SnF,williams          0.391  0.226  0.452  0.250
72   SnD,mcgriff           0.391  0.192  0.385  0.276
74   Flo,destrade          0.390  0.267  0.333  0.333
75   Col,girardi           0.388  0.238  0.381  0.304
76   Atl,bream             0.386  0.182  0.409  0.250
77   Mon,wood              0.385  0.200  0.300  0.333
78   Flo,santiago          0.384  0.200  0.360  0.286
79   Phi,thompson          0.383  0.227  0.273  0.320
80   SnF,clayton           0.382  0.345  0.379  0.345
80   Los,piazza            0.382  0.304  0.391  0.333
82   SnD,bell              0.378  0.273  0.364  0.304
83   Los,wallach           0.374  0.200  0.400  0.273
84   Cin,larkin            0.367  0.281  0.281  0.361
85   Pit,garcia            0.366  0.273  0.318  0.304
85   *Cincinnati           0.366  0.256  0.319  0.326
87   NYM,coleman           0.363  0.259  0.259  0.310
88   NYM,kent              0.362  0.190  0.286  0.320
89   StL,whiten            0.361  0.240  0.360  0.321
90   Cin,roberts           0.359  0.278  0.278  0.333
90   *Cubs                 0.359  0.236  0.366  0.277
92   SnF,lewis             0.354  0.227  0.364  0.261
92   Hou,finley            0.354  0.214  0.250  0.312
92   Col,clark             0.354  0.250  0.350  0.286
95   Los,pitcher           0.350  0.286  0.357  0.286
95   *SnDiego              0.350  0.219  0.357  0.268
97   Atl,lemke             0.345  0.200  0.240  0.333
98   *LosAngeles           0.339  0.221  0.275  0.311
99   SnF,mcgee             0.335  0.267  0.300  0.333
99   *Atlanta              0.335  0.199  0.308  0.287
101  Cin,sanders           0.334  0.267  0.333  0.290
101  Cin,oliver            0.334  0.208  0.208  0.345
103  SnD,gardner           0.332  0.238  0.333  0.273
103  Los,reed              0.332  0.276  0.276  0.323
105  Phi,hollins           0.327  0.226  0.290  0.294
106  *Florida              0.326  0.226  0.268  0.311
107  Los,davis             0.325  0.188  0.219  0.278
108  Atl,pendleton         0.322  0.212  0.273  0.297
109  SnF,clark             0.316  0.161  0.290  0.257
110  Los,strawberry        0.314  0.111  0.185  0.314
110  Hou,biggio            0.314  0.179  0.214  0.303
112  Phi,bell              0.304  0.182  0.364  0.217
113  Flo,magadan           0.303  0.182  0.182  0.357
114  StL,pagnozzi          0.299  0.158  0.316  0.238
115  Pit,martin            0.295  0.167  0.417  0.167
115  Col,bichette          0.295  0.222  0.389  0.222
117  Hou,taubensee         0.294  0.190  0.333  0.227
118  Mon,bolick            0.292  0.250  0.312  0.250
119  Flo,pose              0.291  0.258  0.323  0.303
120  Mon,cianfrocco        0.287  0.188  0.375  0.188
121  NYM,johnson           0.274  0.136  0.136  0.296
122  Cin,kelly             0.272  0.250  0.333  0.270
123  Atl,nixon             0.256  0.185  0.222  0.241
124  NYM,pitcher           0.255  0.167  0.250  0.231
125  Pit,pitcher           0.250  0.222  0.278  0.222
126  Cub,buechle           0.231  0.154  0.192  0.241
127  StL,lankford          0.225  0.133  0.133  0.316
128  Atl,olson             0.224  0.150  0.150  0.261
129  Cub,vizcaino          0.217  0.148  0.259  0.179
130  Cub,sanchez           0.212  0.188  0.219  0.212
131  Phi,duncan            0.202  0.214  0.214  0.214
132  Los,offerman          0.198  0.182  0.182  0.250
133  SnF,pitcher           0.197  0.176  0.235  0.176
134  Mon,laker             0.183  0.133  0.267  0.133
135  Phi,chamberlain       0.180  0.111  0.111  0.200
136  SnD,pitcher           0.164  0.182  0.182  0.182
136  Atl,pitcher           0.164  0.182  0.182  0.182
138  Phi,pitcher           0.159  0.111  0.167  0.158
139  Cub,maldonado         0.150  0.105  0.158  0.150
140  Flo,felix             0.148  0.172  0.207  0.172
141  Cin,espy              0.141  0.100  0.100  0.182
142  StL,jordan            0.140  0.105  0.211  0.105
143  Atl,berryhill         0.128  0.091  0.182  0.091
144  Cub,pitcher           0.126  0.111  0.111  0.158
145  SnD,shipley           0.122  0.087  0.174  0.087
146  StL,pitcher           0.106  0.125  0.125  0.125
147  Hou,pitcher           0.053  0.067  0.067  0.067
147  Col,benavides         0.053  0.067  0.067  0.067
147  Cin,pitcher           0.053  0.067  0.067  0.067
150  Cub,wilkins           0.038  0.000  0.000  0.067
151  Flo,pitcher           0.000  0.000  0.000  0.000
151  Col,pitcher           0.000  0.000  0.000  0.000

      0.74*1B + 1.28*2B + 1.64*3B + 2.25*HR + 0.53*BB + 0.34*(SB-2*CS)
OPI = ----------------------------------------------------------------
                              AB - H

BA = H / AB

SLG = (H + 2B + 2*3B + 3*HR) / AB

OBA = (H + BB) / (AB + BB)
-- 
Jet Propulsion Laboratory | schmke@cco.caltech.edu
4800 Oak Grove Dr.        | schmidt@spc5.jpl.nasa.gov
M/S 525-3684              |
Pasadena, CA  91109       |
"
misc.forsale,"From: foxfire@access.digex.com (foxfire)
Subject: Sega CD [Forsale]
Organization: Express Access Online Communications, Greenbelt, MD USA
Lines: 35
NNTP-Posting-Host: access.digex.net

Ok folks... 

I am in need for some money to purchase a Video Game Backup-Unit, so I
have decided to let go my SEGA CD unit... Heres the deal:

Sega Genesis CD/Rom Unit:
------------------------
  o Playes Sega CD games
  o Playes Regular CD's
  o Playes CD-G's (Cd's w/graphics)
  o Comes w/ 5 Cd's (Pack-Ins)
     o Sega's Hot Hits (Regular CD w/ music)
     o Rock Paintings (CD-G - music w/Graphics Karoki like)
     o Sol-Feace (Shooter)
     o Sherlock Holmes (Mystery) - Clue Book, No Docs.
     o Sega Classics (Streets of Rage, Revenge of Shinobi, Columns,
                      & Golden Axe) - No Docs.
  o Box and Documents (CD Unit) Included. All games comes w/Jewels and   
    documentation unless otherwise specified.


Other Games:
-----------
     o Cobra Command (Docs have water dammage)
     o Road Avenger *2 Weeks old!!
     o Night Trap (No Docs.)
     o All games come w/Jewels and documentation unless otherwise specified.

  Im going to sell all of this to the HIGHEST bidder as of 4/30/93. I
would like to start all of the above at $250.00 or Trade for a Genesis/Snes
Video Backup-Unit. If you would like to bid or make an offer, just drop me
some mail... I will keep everone informed of what the current bids are..

Foxfire 
foxfire@access.digex.com
"
misc.forsale,"From: berger@chaos.cs.brandeis.edu (David Berger)
Subject: 101 Keyboard wanted.
Organization: Brandeis University
Lines: 7

I'm looking to buy a 100% working keyboard for a 286 system (preferably 
a 101 layout.)  I'm looking to spend about $20.


-- 

					David
"
talk.politics.guns,"From: pngai@adobe.com (Phil Ngai)
Subject: Re: The 'pill' for Deer = No Hunting
Organization: Adobe Systems Incorporated
Lines: 11

In article <1qk3jm$9sh@transfer.stratus.com> cdt@sw.stratus.com (C. D. Tavares) writes:
>I know a number of ex-HCI members who have recently become NRA members.
>I've never heard of a single one who has gone the other way.

I've been a member of the NRA for several years and recently ""joined""
HCI.  I wanted to see what they were up to and paid the minimum ($15)
to get a membership. I also sent the NRA another $120.

-- 
	Would the founding fathers have approved of encryption so
strong that the government could not break it?
"
rec.sport.baseball,"From: gspira@nyx.cs.du.edu (Greg Spira)
Subject: Re: Jewish Baseball Players?
Organization: University of Denver, Dept. of Math & Comp. Sci.
Lines: 4

You can add Steve Rosenberg, one-time White Sox reliever now in the Mets
system, to the list.

Greg 
"
rec.autos,"From: behanna@syl.nj.nec.com (Chris BeHanna)
Subject: Re: Auto air conditioning without Freon
Organization: NEC Systems Laboratory, Inc.
Lines: 33

In article <1993Apr14.155159.32619@ns1.cc.lehigh.edu> amh2@ns1.cc.lehigh.edu (ALOIS M. HIMSL) writes:
>Yes, I have the same questions. What makes me upset is that R12 costs are
>skyrocketing and in fact can't be bought anymore in my area.  Also this is yet
>another way mechanics and dealers can RIP-OFF customers. Also I was reading
>that the new refrigerant is not compatible with the r12 system and that it
>would cost $ 300 upto a $ 1000 to retrofit a car with the old R12 system.
>ALthough it is important to consider the environment I think the sudden ban is
>a slap in the face for the consumer. Why is it that the consumer should have
>to pay for the retrofit? The auto companies should have seen this coming? Also
>why is it that the governments of the world were so quick in banning freon use
>and yet so slow in banning gasoline. In my opinion gasoline is just as
>hazardous as anything else.  Why can't they start proposing bans on this and
>switch to natural gas or electric? The technology is there. Hopefully some
>chemist will come up with another alternative coolant that will be compatible
>with the old system.
>Al H.

	Several chemists already have come up with several substitutes for
R12.  You don't hear about them because the Mobile Air Conditioning Society
(MACS), that is, the people who stand to rake in that $300 to $1000 per
retrofit per automobile, have mounted an organized campaign to squash those
R12 substitutes out of existence if not ban them altogether (on very shaky
technical grounds, at best, on outright lies at worst).

	Does this piss you off?  Yes?  Write a letter to your congressman, to
your senator, to the president, to the EPA, and to the DOT and complain.

Later,
-- 
Chris BeHanna	DoD# 114          1983 H-D FXWG Wide Glide - Jubilee's Red Lady
behanna@syl.nj.nec.com	          1975 CB360T - Baby Bike
Disclaimer:  Now why would NEC	  1991 ZX-11 - needs a name
agree with any of this anyway?    I was raised by a pack of wild corn dogs.
"
sci.med,"From: markmc@halcyon.com (Mark McWiggins)
Subject: Re: Barbecued foods and health risk
Organization: Northwest Nexus Inc.
Lines: 5
NNTP-Posting-Host: nwfocus.wa.com

Also, don't forget that it's better for your health to enjoy your steak
than to resent your sprouts ...
-- 
Mark McWiggins        Hermes & Associates		+1 206 632 1905 (voice)
markmc@halcyon.com    Box 31356, Seattle WA 98103-1356  +1 206 632 1738 (fax)
"
rec.autos,"From: johnson@spectra.com (boyd johnson)
Subject: Re: WARNING.....(please read)...
Organization: Spectragraphics Corporation
Lines: 31

In article <C5JGC4.AJJ@dove.nist.gov> keys@starchild.ncsl.nist.gov (Lawrence B. Keys) writes:

This isn't anything new.  Back in 1985 I was driving under a high
overpass at night on I-805 in San Diego when I caught a glimpse of
someone on the overpass.  As I passed under a rock slammed against the
metal between the winshield and right front window.  My girlfriend was
in the seat next to it.  I called the police from the next exit, but I
doubt if they were found.

About five years ago in San Diego someone was put into a coma from a
brick being thrown through his sunroof as he was driving and
subsequently crashed.  I don't think he ever came out of the coma, and I
haven't heard anything about it for a couple years.

>I know that this isn't the group for it, but since you brought it up,
>does anyone have any idea why they haven't ""bombed"" the Waco cult?    

Probably because there are many children there.  Also the minor fact
that other than defending themselves from 100 some people attacking them
they haven't threatened or attacked anyone outside the compound in
years.  Being a promiscuous religious nut does not constitute grounds
for a mass murder of Koresh and his followers.

Sorry for posting this to this group, but I thought the previous post
needed a rebuttal.  If you follow-up to this portion please cross-post
and direct follow-ups to a more appropriate newsgroup.

-- 
====== Boyd Johnson   nosc!spectra.com!johnson  San Diego, California ======
	Intermittent newsfeed at best and only to selected groups.
	My opinions certainly don't match those of my employer.
"
sci.med,"From: mcovingt@aisun3.ai.uga.edu (Michael Covington)
Subject: Re: Any info. on Vasomotor Rhinitis
Organization: AI Programs, University of Georgia, Athens
Lines: 15
Nntp-Posting-Host: aisun3.ai.uga.edu

(Disclaimer: I'm a sufferer, not a doctor.)

I'm not sure there's a really sharp distinction between allergic and
vasomotor rhinitis.  Basically, vasomotor rhinitis means your nose is
stuffy when it has no reason to be (not even an identifiable allergy).

Decongestants and steroid sprays work for vasomotor rhinitis.  Also,
I can get surprising relief from purely superficial measures such as
saline moisturizing spray and moisturizing gel.

-- 
:-  Michael A. Covington, Associate Research Scientist        :    *****
:-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  *********
:-  The University of Georgia              phone 706 542-0358 :   *  *  *
:-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><
"
sci.space,"From: C.H.A.Wong@bradford.ac.uk (CHA WONG)
Subject: How can you see the launch of the Space Shuttle ?
Organization: University of Bradford, UK
Lines: 28
X-Newsreader: TIN [version 1.1 PL9]


Sorry for asking a question that's not entirely based on the
technical aspects of space, but I couldn't find the
answer on the FAQs !

I'm currently in the UK, which makes seeing a Space Shuttle
launch a little difficult.....

However, I have been selected to be an exchange student
at Louisiana State Uni. from August, and I am absolutely
determined to get to see a Space Shuttle launch sometime
during the year at which I will be in America.

I hear there's a bit of a long mailing list, so if someone
can tell me how to get tickets and where to get them from, then
please E-mail me !

Thanks very much for your patience....

(And if anyone else wants to know, tell me and I'll summarize
for you - just to save all those poor people who have to
pay for their links !)
-- 
===============================    April is the cruellest month
Andrew Wong                    \   Mixing memory and desire
-----x-----                     \
E-mail:C.H.A.Wong@bradford.ac.uk \ T.S.Eliot - The Wasteland 1918
"
