state,order_date,revenue
Ohio,2014-02-20,545.0
Louisiana,2014-11-12,1482.0
Maine,2014-07-10,278.0
Nebraska,2014-03-14,808.0
Florida,2014-06-20,891.0
New Mexico,2014-11-28,965.0
Texas,2014-05-29,1280.0
California,2014-02-28,630.0
Texas,2014-07-13,1284.0
Maine,2014-03-11,374.0
Idaho,2014-07-11,1409.0
Alaska,2014-04-15,483.0
Louisiana,2014-04-10,1434.0
California,2014-01-20,481.0
Iowa,2014-05-04,1193.0
Louisiana,2014-10-24,1608.0
Ohio,2014-01-06,839.0
Ohio,2014-08-06,753.0
Nevada,2014-02-27,440.0
Mississippi,2014-02-13,577.0
Oklahoma,2014-04-11,484.0
Alaska,2014-03-03,710.0
Oklahoma,2014-01-13,506.0
Louisiana,2014-01-25,1458.0
California,2014-08-20,656.0
Nevada,2014-02-21,500.0
Iowa,2014-03-28,1170.0
Maine,2014-01-02,507.0
Georgia,2014-10-03,1344.0
Mississippi,2014-10-31,649.0
Florida,2014-06-29,937.0
Iowa,2014-11-22,1166.0
Arkansas,2014-04-21,1489.0
Georgia,2014-11-19,1064.0
Ohio,2014-03-10,629.0
Nevada,2014-06-15,282.0
Texas,2014-09-04,1224.0
Nevada,2014-05-23,461.0
New York,2014-08-22,639.0
Nevada,2014-02-04,551.0
California,2014-04-26,584.0
Nebraska,2014-02-17,1052.0
Washington,2014-07-08,642.0
Oregon,2014-02-16,887.0
Nevada,2014-03-02,396.0
Alaska,2014-03-11,523.0
Mississippi,2014-03-18,725.0
Arkansas,2014-09-14,1172.0
Idaho,2014-11-21,1250.0
Arkansas,2014-05-26,1187.0
Idaho,2014-06-22,1404.0
Oklahoma,2014-01-03,689.0
Idaho,2014-10-22,1252.0
Mississippi,2014-01-13,860.0
Ohio,2014-07-30,639.0
Delaware,2014-11-21,702.0
Texas,2014-09-23,1254.0
Ohio,2014-09-24,652.0
Montana,2014-05-01,751.0
Florida,2014-08-14,908.0
Nevada,2014-03-10,557.0
Oklahoma,2014-09-09,466.0
Washington,2014-07-02,959.0
Idaho,2014-05-13,1433.0
New York,2014-01-19,667.0
Nebraska,2014-06-14,777.0
Nevada,2014-11-07,457.0
Illinois,2014-05-27,1502.0
Idaho,2014-05-31,1421.0
Missouri,2014-09-06,1152.0
Alaska,2014-01-29,787.0
Mississippi,2014-01-22,902.0
Montana,2014-11-08,753.0
Washington,2014-09-08,995.0
Illinois,2014-08-06,1339.0
Illinois,2014-10-23,1308.0
Louisiana,2014-12-13,1420.0
Georgia,2014-10-17,1230.0
Alaska,2014-04-13,734.0
Oklahoma,2014-11-27,444.0
Mississippi,2014-12-12,733.0
Montana,2014-03-10,913.0
Alaska,2014-05-04,671.0
New York,2014-04-30,826.0
Alaska,2014-02-26,806.0
Idaho,2014-10-04,1329.0
Idaho,2014-10-05,1390.0
Delaware,2014-11-27,906.0
Illinois,2014-08-27,1496.0
Ohio,2014-01-14,513.0
Missouri,2014-05-27,1429.0
Washington,2014-11-24,790.0
Arkansas,2014-08-24,1281.0
Nevada,2014-01-21,698.0
Montana,2014-04-05,993.0
Oklahoma,2014-01-29,632.0
California,2014-02-03,636.0
New York,2014-11-09,659.0
Missouri,2014-06-24,1209.0
Indiana,2014-06-29,620.0
Nebraska,2014-05-28,902.0
Nebraska,2014-08-19,660.0
Mississippi,2014-07-09,680.0
Missouri,2014-08-11,1046.0
Missouri,2014-06-18,1163.0
Mississippi,2014-03-29,766.0
Ohio,2014-12-12,411.0
New York,2014-10-10,828.0
Indiana,2014-02-22,630.0
Maine,2014-06-12,412.0
Louisiana,2014-08-27,1480.0
Missouri,2014-11-19,991.0
Idaho,2014-07-30,1345.0
Ohio,2014-02-17,682.0
Georgia,2014-06-07,1316.0
Missouri,2014-10-20,1193.0
Ohio,2014-02-24,581.0
Kansas,2014-06-26,1204.0
Mississippi,2014-03-10,625.0
Oregon,2014-01-15,758.0
California,2014-02-18,652.0
Nebraska,2014-02-25,696.0
Illinois,2014-10-18,1476.0
California,2014-02-03,778.0
Oregon,2014-10-30,733.0
Mississippi,2014-06-16,511.0
Nebraska,2014-09-12,811.0
Louisiana,2014-04-01,1620.0
Texas,2014-10-30,1325.0
Idaho,2014-12-26,1212.0
Idaho,2014-11-28,1245.0
Iowa,2014-05-11,1277.0
Louisiana,2014-10-01,1341.0
Mississippi,2014-09-07,468.0
Arkansas,2014-11-05,1096.0
Nebraska,2014-04-15,769.0
Mississippi,2014-05-15,600.0
Delaware,2014-03-20,945.0
Delaware,2014-04-09,885.0
Nebraska,2014-12-22,719.0
Texas,2014-09-23,1210.0
Missouri,2014-10-13,1144.0
Kansas,2014-07-01,1088.0
Illinois,2014-08-06,1273.0
Ohio,2014-04-12,688.0
Idaho,2014-12-23,1253.0
California,2014-01-31,722.0
Indiana,2014-04-15,531.0
New Mexico,2014-05-22,1094.0
Oklahoma,2014-01-15,601.0
Louisiana,2014-04-05,1505.0
Missouri,2014-04-08,1321.0
Montana,2014-11-03,884.0
Georgia,2014-05-18,1334.0
Maine,2014-12-01,327.0
New York,2014-09-12,688.0
Oklahoma,2014-01-15,834.0
Nebraska,2014-06-01,783.0
Kansas,2014-05-24,1187.0
Nebraska,2014-05-15,690.0
Alaska,2014-05-10,567.0
Washington,2014-08-31,862.0
Nebraska,2014-03-04,791.0
Florida,2014-10-13,734.0
Arkansas,2014-07-11,1318.0
Illinois,2014-06-05,1485.0
Oklahoma,2014-01-14,721.0
Nebraska,2014-02-22,851.0
Oklahoma,2014-03-28,463.0
Florida,2014-10-31,892.0
Georgia,2014-01-19,1482.0
Mississippi,2014-01-15,685.0
California,2014-02-06,667.0
Oregon,2014-01-12,794.0
Oklahoma,2014-02-17,557.0
New York,2014-08-10,678.0
Missouri,2014-12-04,1135.0
Kansas,2014-10-06,1023.0
California,2014-02-12,592.0
Arkansas,2014-08-26,1264.0
Nevada,2014-02-11,590.0
Nevada,2014-08-02,512.0
Texas,2014-10-13,1238.0
Delaware,2014-09-15,961.0
California,2014-01-31,607.0
Idaho,2014-09-22,1266.0
Washington,2014-07-10,904.0
Ohio,2014-02-10,588.0
Indiana,2014-01-11,278.0
Alaska,2014-06-20,563.0
Mississippi,2014-08-30,632.0
Nebraska,2014-05-29,682.0
New York,2014-06-15,751.0
Nebraska,2014-04-25,761.0
California,2014-04-11,747.0
Alaska,2014-02-24,633.0
Indiana,2014-03-16,635.0
Oregon,2014-01-01,814.0
Florida,2014-04-22,946.0
Texas,2014-08-07,1346.0
Washington,2014-10-17,775.0
Indiana,2014-01-15,521.0
Oklahoma,2014-03-25,648.0
Oklahoma,2014-01-07,435.0
Louisiana,2014-11-15,1431.0
Oklahoma,2014-03-10,335.0
Missouri,2014-11-20,1231.0
Georgia,2014-02-28,1501.0
Texas,2014-11-21,1269.0
Washington,2014-10-18,713.0
Iowa,2014-05-03,1208.0
Idaho,2014-11-22,1211.0
Oregon,2014-07-18,619.0
California,2014-09-15,600.0
Louisiana,2014-12-21,1213.0
Arkansas,2014-12-09,1170.0
Illinois,2014-10-09,1368.0
Georgia,2014-07-30,1393.0
Nebraska,2014-09-03,650.0
Indiana,2014-08-26,578.0
California,2014-02-14,653.0
Louisiana,2014-10-13,1501.0
Idaho,2014-07-15,1452.0
Nevada,2014-07-30,456.0
Oklahoma,2014-03-31,444.0
Maine,2014-03-26,180.0
Louisiana,2014-08-13,1454.0
Iowa,2014-07-12,1136.0
Nevada,2014-02-01,554.0
Texas,2014-07-27,1279.0
Missouri,2014-05-31,1256.0
New Mexico,2014-09-15,1282.0
Oregon,2014-01-17,841.0
Iowa,2014-03-27,1311.0
New York,2014-03-01,850.0
Ohio,2014-10-27,605.0
Oklahoma,2014-08-02,512.0
Montana,2014-10-23,873.0
Delaware,2014-04-16,920.0
Nebraska,2014-03-09,807.0
Mississippi,2014-02-15,587.0
Indiana,2014-06-22,596.0
Illinois,2014-10-13,1435.0
Washington,2014-07-13,793.0
Maine,2014-02-09,520.0
Arkansas,2014-07-19,1230.0
New Mexico,2014-03-29,1300.0
Louisiana,2014-12-02,1334.0
New Mexico,2014-03-18,1223.0
California,2014-06-30,715.0
Oregon,2014-04-07,649.0
Illinois,2014-09-27,1384.0
Washington,2014-12-25,872.0
Oklahoma,2014-05-23,533.0
Montana,2014-10-21,769.0
Arkansas,2014-11-26,1131.0
Oregon,2014-01-27,996.0
Illinois,2014-10-30,1446.0
Missouri,2014-05-12,1189.0
New York,2014-09-10,736.0
Oklahoma,2014-08-02,452.0
Montana,2014-08-25,1031.0
Florida,2014-01-17,951.0
Maine,2014-12-05,344.0
Nebraska,2014-02-19,650.0
Oregon,2014-05-13,728.0
Oklahoma,2014-05-20,520.0
New Mexico,2014-06-08,1509.0
Mississippi,2014-03-08,604.0
Idaho,2014-08-05,1299.0
New York,2014-04-05,792.0
Florida,2014-10-09,859.0
Montana,2014-04-05,957.0
Kansas,2014-04-17,1273.0
Indiana,2014-01-19,655.0
Alaska,2014-02-12,444.0
Idaho,2014-08-30,1418.0
Florida,2014-10-02,927.0
Washington,2014-10-11,758.0
Idaho,2014-02-18,1395.0
Nebraska,2014-07-30,740.0
Nevada,2014-04-11,276.0
Mississippi,2014-10-14,606.0
Mississippi,2014-01-06,842.0
Mississippi,2014-01-25,759.0
Louisiana,2014-11-25,1390.0
Indiana,2014-07-19,425.0
Florida,2014-06-09,900.0
Kansas,2014-02-08,1263.0
Arkansas,2014-12-03,1376.0
Missouri,2014-07-12,1095.0
Florida,2014-07-03,1044.0
Maine,2014-07-30,268.0
Ohio,2014-07-24,723.0
Washington,2014-10-12,782.0
Georgia,2014-04-13,1355.0
Texas,2014-12-25,1194.0
Indiana,2014-07-20,545.0
Missouri,2014-11-10,1046.0
Kansas,2014-10-20,1159.0
California,2014-07-17,771.0
Nebraska,2014-10-09,777.0
Florida,2014-10-14,933.0
Indiana,2014-04-23,486.0
Florida,2014-12-23,841.0
Missouri,2014-04-18,1204.0
California,2014-03-16,663.0
Oklahoma,2014-04-04,533.0
Oregon,2014-01-08,906.0
Alaska,2014-03-02,438.0
Nebraska,2014-11-10,702.0
New Mexico,2014-07-31,1123.0
Mississippi,2014-05-15,641.0
California,2014-04-16,695.0
Missouri,2014-10-29,1108.0
Alaska,2014-01-21,677.0
Kansas,2014-10-22,1042.0
Illinois,2014-04-02,1756.0
Ohio,2014-02-26,542.0
Mississippi,2014-07-10,693.0
Montana,2014-03-09,1085.0
Montana,2014-10-18,842.0
Texas,2014-10-16,1302.0
Florida,2014-03-30,1041.0
New York,2014-09-12,691.0
Mississippi,2014-03-20,653.0
Oregon,2014-06-15,671.0
New York,2014-02-14,980.0
Missouri,2014-07-05,1038.0
New Mexico,2014-10-02,977.0
Missouri,2014-12-23,1035.0
Indiana,2014-01-04,531.0
California,2014-07-02,605.0
Illinois,2014-12-26,1224.0
Mississippi,2014-03-26,653.0
Oklahoma,2014-05-02,553.0
Florida,2014-12-08,764.0
Indiana,2014-03-02,635.0
Indiana,2014-06-08,452.0
Washington,2014-09-29,1012.0
Nebraska,2014-07-15,774.0
Missouri,2014-09-01,1213.0
Florida,2014-11-22,834.0
Montana,2014-07-25,1044.0
Iowa,2014-11-17,1106.0
New Mexico,2014-03-11,1505.0
Louisiana,2014-11-09,1191.0
Arkansas,2014-07-06,1369.0
Nevada,2014-05-19,357.0
Oklahoma,2014-02-22,549.0
Nevada,2014-03-15,296.0
Missouri,2014-09-02,1151.0
Kansas,2014-08-17,1187.0
Maine,2014-01-16,470.0
Idaho,2014-11-26,1306.0
Georgia,2014-05-31,1276.0
Florida,2014-07-27,898.0
Kansas,2014-11-10,1160.0
Illinois,2014-12-22,1241.0
Nebraska,2014-01-07,620.0
Missouri,2014-09-04,1250.0
California,2014-02-16,648.0
Maine,2014-08-16,364.0
New Mexico,2014-11-23,1153.0
Missouri,2014-07-21,1123.0
Florida,2014-10-23,820.0
Iowa,2014-06-09,1338.0
Maine,2014-03-20,415.0
Missouri,2014-09-12,1126.0
Mississippi,2014-10-15,587.0
Arkansas,2014-11-22,1140.0
Florida,2014-09-25,895.0
California,2014-09-16,772.0
Arkansas,2014-11-12,1158.0
Delaware,2014-06-09,1009.0
Oklahoma,2014-05-28,419.0
New York,2014-02-27,835.0
Indiana,2014-05-16,588.0
Illinois,2014-03-28,1545.0
Ohio,2014-09-16,597.0
Nebraska,2014-07-01,706.0
Nevada,2014-02-26,425.0
Ohio,2014-12-16,556.0
Idaho,2014-10-08,1156.0
Texas,2014-10-31,1131.0
Indiana,2014-01-05,662.0
Kansas,2014-09-04,1156.0
Idaho,2014-09-17,1288.0
Kansas,2014-11-05,1245.0
Illinois,2014-12-11,1257.0
Alaska,2014-06-11,678.0
Oregon,2014-01-12,965.0
Indiana,2014-09-04,429.0
Idaho,2014-10-29,1323.0
Nevada,2014-07-17,528.0
Illinois,2014-09-03,1319.0
Maine,2014-06-18,276.0
New Mexico,2014-11-15,1139.0
Oklahoma,2014-07-19,629.0
Oregon,2014-09-26,732.0
Florida,2014-06-24,1027.0
Texas,2014-12-21,1087.0
Florida,2014-05-03,906.0
Kansas,2014-12-06,1077.0
Nevada,2014-03-07,501.0
Delaware,2014-10-17,810.0
Oklahoma,2014-06-06,583.0
Oregon,2014-11-11,641.0
Missouri,2014-11-29,975.0
Florida,2014-12-26,782.0
Indiana,2014-05-04,491.0
Indiana,2014-05-07,683.0
Mississippi,2014-12-20,558.0
Missouri,2014-11-08,1241.0
Washington,2014-09-03,817.0
Ohio,2014-03-18,604.0
Iowa,2014-12-14,1095.0
Illinois,2014-11-07,1385.0
California,2014-03-29,701.0
Idaho,2014-01-28,1576.0
Oklahoma,2014-06-24,547.0
Indiana,2014-07-13,618.0
Maine,2014-08-31,323.0
Montana,2014-12-25,840.0
Louisiana,2014-09-10,1448.0
Ohio,2014-02-10,577.0
Mississippi,2014-08-01,583.0
Iowa,2014-12-22,1160.0
Alaska,2014-02-26,746.0
Maine,2014-08-05,223.0
New York,2014-07-09,850.0
Nevada,2014-03-16,599.0
Illinois,2014-10-19,1327.0
New York,2014-02-17,764.0
Missouri,2014-06-18,1207.0
Maine,2014-04-01,356.0
California,2014-03-18,469.0
Idaho,2014-12-01,1175.0
Missouri,2014-07-17,1185.0
New York,2014-12-11,802.0
Delaware,2014-05-20,848.0
Alaska,2014-03-09,752.0
Oklahoma,2014-04-06,434.0
Louisiana,2014-05-17,1326.0
Oregon,2014-06-17,694.0
Maine,2014-06-12,263.0
Oklahoma,2014-04-08,314.0
Idaho,2014-11-15,1188.0
Montana,2014-08-17,794.0
Alaska,2014-04-04,669.0
Illinois,2014-08-05,1417.0
Missouri,2014-12-05,1092.0
Missouri,2014-10-23,1114.0
Kansas,2014-09-14,1106.0
California,2014-12-20,580.0
Missouri,2014-10-21,1135.0
Delaware,2014-06-29,790.0
New Mexico,2014-09-24,1143.0
Louisiana,2014-10-16,1478.0
California,2014-01-26,557.0
Iowa,2014-09-14,1121.0
Missouri,2014-08-16,1112.0
Georgia,2014-09-01,1204.0
Arkansas,2014-10-23,1161.0
California,2014-05-28,656.0
Illinois,2014-11-22,1441.0
Nevada,2014-07-03,434.0
Georgia,2014-11-13,1245.0
Illinois,2014-08-08,1416.0
Ohio,2014-04-15,640.0
Texas,2014-12-14,1123.0
Mississippi,2014-07-02,674.0
Oregon,2014-12-15,599.0
Delaware,2014-11-13,874.0
Louisiana,2014-09-18,1358.0
Louisiana,2014-08-31,1490.0
Nevada,2014-01-05,677.0
Iowa,2014-10-13,1066.0
Nevada,2014-02-06,451.0
Ohio,2014-01-03,682.0
Oklahoma,2014-03-15,639.0
Louisiana,2014-02-10,1544.0
Kansas,2014-11-06,1043.0
Alaska,2014-05-24,590.0
Alaska,2014-06-28,694.0
Oklahoma,2014-02-04,603.0
New Mexico,2014-07-31,1244.0
Kansas,2014-10-09,1191.0
Maine,2014-01-12,419.0
Illinois,2014-10-21,1258.0
Illinois,2014-10-07,1459.0
Delaware,2014-06-20,1022.0
Maine,2014-07-15,441.0
Indiana,2014-01-18,713.0
Washington,2014-04-08,1283.0
Nevada,2014-12-16,449.0
New York,2014-04-21,829.0
Georgia,2014-08-20,1377.0
California,2014-03-24,760.0
Maine,2014-09-12,390.0
Missouri,2014-06-02,1214.0
Texas,2014-02-28,1400.0
Washington,2014-07-16,816.0
Oregon,2014-03-31,688.0
Kansas,2014-11-30,999.0
Alaska,2014-02-25,742.0
California,2014-10-16,444.0
Georgia,2014-08-31,1147.0
Maine,2014-01-11,383.0
Iowa,2014-01-30,1165.0
Nevada,2014-04-10,473.0
Oregon,2014-04-17,653.0
Indiana,2014-07-31,475.0
Oregon,2014-05-12,664.0
Montana,2014-06-23,902.0
Indiana,2014-05-20,581.0
Delaware,2014-08-13,768.0
Ohio,2014-01-08,652.0
California,2014-09-20,518.0
Arkansas,2014-12-14,1249.0
Florida,2014-07-15,961.0
Florida,2014-04-17,1006.0
Iowa,2014-12-25,999.0
Montana,2014-06-04,800.0
Oregon,2014-02-16,815.0
Florida,2014-10-16,969.0
Louisiana,2014-04-04,1553.0
Delaware,2014-04-02,1049.0
Oklahoma,2014-03-26,666.0
Kansas,2014-11-08,1043.0
Mississippi,2014-06-12,707.0
Kansas,2014-08-05,1275.0
Illinois,2014-02-12,1620.0
Texas,2014-12-02,1021.0
Arkansas,2014-10-04,1228.0
Arkansas,2014-10-07,1163.0
Oregon,2014-06-13,570.0
California,2014-04-02,661.0
California,2014-01-26,682.0
Maine,2014-10-18,406.0
Florida,2014-12-13,960.0
Illinois,2014-12-26,1305.0
Kansas,2014-05-22,1351.0
Kansas,2014-07-02,1186.0
California,2014-01-03,782.0
Georgia,2014-07-14,1255.0
Missouri,2014-07-24,1207.0
Georgia,2014-07-22,1266.0
New Mexico,2014-06-03,1256.0
Iowa,2014-12-19,1094.0
Oklahoma,2014-01-05,471.0
Oklahoma,2014-04-30,661.0
Louisiana,2014-09-18,1465.0
California,2014-10-26,582.0
New Mexico,2014-08-08,1083.0
Texas,2014-05-27,1126.0
Maine,2014-03-24,399.0
Arkansas,2014-07-15,1368.0
Arkansas,2014-08-19,1306.0
Florida,2014-06-14,950.0
Oklahoma,2014-11-07,699.0
Illinois,2014-12-12,1320.0
Ohio,2014-09-15,662.0
Oklahoma,2014-05-23,523.0
Louisiana,2014-12-03,1389.0
Kansas,2014-08-12,1210.0
Iowa,2014-10-21,1065.0
Ohio,2014-10-15,572.0
Oregon,2014-03-27,687.0
Oklahoma,2014-05-18,517.0
Oklahoma,2014-09-28,532.0
Mississippi,2014-06-10,493.0
Mississippi,2014-07-20,828.0
Ohio,2014-10-24,629.0
Iowa,2014-05-29,1242.0
Texas,2014-09-03,1441.0
Texas,2014-07-11,1256.0
Montana,2014-05-16,905.0
Idaho,2014-11-20,1089.0
Louisiana,2014-12-01,1389.0
Maine,2014-01-21,423.0
Oregon,2014-04-13,790.0
Mississippi,2014-06-02,721.0
Louisiana,2014-11-28,1356.0
Delaware,2014-12-25,829.0
Oklahoma,2014-09-29,473.0
New York,2014-02-21,688.0
Alaska,2014-02-08,476.0
Nebraska,2014-05-09,536.0
Oregon,2014-01-26,794.0
New York,2014-02-04,794.0
Washington,2014-08-23,809.0
Alaska,2014-05-10,725.0
Maine,2014-01-10,428.0
Nevada,2014-10-16,537.0
Texas,2014-11-29,1252.0
New Mexico,2014-10-09,1134.0
Alaska,2014-02-05,783.0
Delaware,2014-10-22,738.0
Washington,2014-09-22,782.0
Illinois,2014-10-03,1333.0
Maine,2014-06-20,276.0
Ohio,2014-01-10,729.0
Delaware,2014-07-07,987.0
Nebraska,2014-05-04,804.0
Georgia,2014-11-13,1196.0
Washington,2014-08-26,823.0
Delaware,2014-10-04,841.0
New Mexico,2014-11-13,1119.0
Missouri,2014-10-24,1184.0
Kansas,2014-11-12,1188.0
Louisiana,2014-02-19,1613.0
Oklahoma,2014-05-01,509.0
Mississippi,2014-07-24,558.0
Kansas,2014-07-15,1214.0
Texas,2014-05-21,1253.0
Nevada,2014-07-09,446.0
California,2014-08-20,593.0
Maine,2014-01-01,469.0
Nebraska,2014-01-12,822.0
Mississippi,2014-03-05,509.0
Idaho,2014-09-20,1269.0
New York,2014-06-15,684.0
Ohio,2014-04-10,675.0
Nebraska,2014-12-22,538.0
Nevada,2014-09-21,412.0
Texas,2014-10-30,1179.0
Illinois,2014-07-26,1470.0
Montana,2014-02-27,898.0
Missouri,2014-11-28,1193.0
Nevada,2014-01-28,540.0
Idaho,2014-10-31,1283.0
Georgia,2014-05-25,1302.0
Arkansas,2014-11-07,1121.0
New York,2014-02-04,752.0
Alaska,2014-08-05,638.0
Maine,2014-11-17,379.0
Iowa,2014-09-19,1156.0
Missouri,2014-06-03,1109.0
Arkansas,2014-08-24,1334.0
Iowa,2014-11-24,1055.0
Ohio,2014-08-06,652.0
Oklahoma,2014-02-02,597.0
Louisiana,2014-10-22,1248.0
Indiana,2014-04-24,598.0
Delaware,2014-08-30,826.0
Kansas,2014-05-31,1012.0
Oregon,2014-04-07,778.0
New York,2014-05-06,717.0
Mississippi,2014-02-08,740.0
Louisiana,2014-10-07,1423.0
Montana,2014-09-10,867.0
Missouri,2014-08-30,1034.0
New York,2014-10-05,721.0
Indiana,2014-01-30,539.0
Nevada,2014-02-13,431.0
Delaware,2014-09-06,853.0
Georgia,2014-07-06,1371.0
Arkansas,2014-11-10,1206.0
Delaware,2014-12-12,847.0
Kansas,2014-09-15,1144.0
Nebraska,2014-06-13,751.0
New Mexico,2014-05-26,1200.0
Texas,2014-12-15,1254.0
New Mexico,2014-06-24,1096.0
Indiana,2014-06-20,700.0
Texas,2014-07-13,1297.0
Ohio,2014-01-19,485.0
Louisiana,2014-05-10,1515.0
New Mexico,2014-09-02,1185.0
Texas,2014-12-20,999.0
Mississippi,2014-06-05,684.0
Mississippi,2014-04-05,441.0
New Mexico,2014-10-24,1131.0
Washington,2014-07-11,954.0
Maine,2014-06-27,340.0
Nebraska,2014-04-17,679.0
Louisiana,2014-12-24,1347.0
Delaware,2014-10-13,864.0
Montana,2014-12-19,801.0
Idaho,2014-07-21,1291.0
Texas,2014-12-26,1050.0
Idaho,2014-09-05,1281.0
Maine,2014-07-18,462.0
Illinois,2014-10-18,1378.0
Alaska,2014-07-18,644.0
Texas,2014-06-07,1237.0
Arkansas,2014-12-08,1055.0
Louisiana,2014-08-22,1224.0
Oklahoma,2014-03-04,562.0
Idaho,2014-11-13,1268.0
Arkansas,2014-12-01,1188.0
Indiana,2014-08-04,492.0
Delaware,2014-03-06,805.0
Delaware,2014-06-03,920.0
Montana,2014-08-30,987.0
Arkansas,2014-11-29,1218.0
Nevada,2014-03-22,583.0
Indiana,2014-03-31,524.0
Kansas,2014-10-28,1139.0
New Mexico,2014-11-25,1108.0
Nebraska,2014-01-04,835.0
Missouri,2014-12-06,1142.0
Delaware,2014-07-18,942.0
Delaware,2014-08-13,917.0
Montana,2014-11-18,678.0
Iowa,2014-06-29,1052.0
Washington,2014-09-14,997.0
Oklahoma,2014-01-04,500.0
New York,2014-01-14,844.0
New Mexico,2014-04-03,1254.0
Washington,2014-10-15,823.0
Oregon,2014-02-18,777.0
Louisiana,2014-07-27,1395.0
Alaska,2014-11-11,644.0
Delaware,2014-11-11,989.0
Maine,2014-03-23,465.0
Georgia,2014-10-12,1197.0
Kansas,2014-10-08,1251.0
Missouri,2014-05-05,1449.0
New York,2014-01-30,799.0
Idaho,2014-11-29,1319.0
Oklahoma,2014-07-12,528.0
Idaho,2014-11-17,1402.0
Missouri,2014-07-29,1065.0
New York,2014-07-20,710.0
Alaska,2014-02-28,823.0
Alaska,2014-05-17,712.0
Alaska,2014-03-25,603.0
Iowa,2014-08-25,1037.0
Louisiana,2014-12-05,1367.0
Washington,2014-10-08,878.0
Florida,2014-08-08,829.0
Nevada,2014-09-07,373.0
Alaska,2014-09-15,768.0
Indiana,2014-08-08,513.0
Arkansas,2014-06-24,1450.0
Texas,2014-06-16,1247.0
Washington,2014-11-05,930.0
Missouri,2014-07-06,1196.0
Oklahoma,2014-01-12,582.0
Alaska,2014-01-09,673.0
Kansas,2014-08-27,1090.0
Delaware,2014-12-18,699.0
Arkansas,2014-06-22,1410.0
Nevada,2014-06-25,588.0
New Mexico,2014-08-26,1283.0
Delaware,2014-05-10,1000.0
Oregon,2014-06-06,769.0
Idaho,2014-09-02,1393.0
Kansas,2014-05-07,1239.0
Oklahoma,2014-02-13,466.0
Nevada,2014-09-25,418.0
Nebraska,2014-03-14,794.0
New Mexico,2014-12-03,975.0
New Mexico,2014-11-04,1106.0
New York,2014-05-10,822.0
Illinois,2014-12-08,1300.0
Illinois,2014-04-24,1396.0
Alaska,2014-06-21,734.0
Missouri,2014-09-11,1038.0
New Mexico,2014-09-17,1152.0
New Mexico,2014-07-30,1034.0
New Mexico,2014-08-23,1173.0
Mississippi,2014-08-31,610.0
Maine,2014-01-22,461.0
Oregon,2014-08-25,688.0
Delaware,2014-08-26,818.0
Florida,2014-08-16,1017.0
Kansas,2014-10-01,1180.0
Illinois,2014-03-12,1604.0
Alaska,2014-01-30,647.0
Idaho,2014-05-20,1406.0
Mississippi,2014-08-28,538.0
Florida,2014-07-13,902.0
Oregon,2014-07-28,617.0
Ohio,2014-02-13,569.0
Alaska,2014-03-21,766.0
Kansas,2014-05-27,1390.0
Kansas,2014-12-07,1051.0
Iowa,2014-08-03,1185.0
Florida,2014-11-19,845.0
Texas,2014-09-28,1197.0
Oklahoma,2014-06-27,410.0
Kansas,2014-08-29,1137.0
Louisiana,2014-12-02,1475.0
Arkansas,2014-08-12,1538.0
Nebraska,2014-05-28,695.0
Ohio,2014-02-17,827.0
Kansas,2014-11-03,1065.0
Ohio,2014-01-08,599.0
Georgia,2014-09-30,1055.0
Georgia,2014-12-22,1196.0
Georgia,2014-07-18,1230.0
Oregon,2014-02-24,740.0
Iowa,2014-12-05,1237.0
Florida,2014-12-05,824.0
California,2014-05-05,593.0
Kansas,2014-10-23,1048.0
New York,2014-06-16,670.0
Alaska,2014-02-15,727.0
Oregon,2014-04-27,740.0
Kansas,2014-10-19,1220.0
Oklahoma,2014-07-22,552.0
Alaska,2014-04-19,685.0
Washington,2014-06-12,886.0
Iowa,2014-07-30,1279.0
California,2014-11-21,539.0
Washington,2014-07-24,956.0
Delaware,2014-11-26,717.0
Oregon,2014-04-17,902.0
Arkansas,2014-08-25,1323.0
Indiana,2014-06-27,575.0
Louisiana,2014-05-06,1475.0
Idaho,2014-11-15,1225.0
Oklahoma,2014-06-01,543.0
Montana,2014-12-08,765.0
Mississippi,2014-01-07,655.0
Montana,2014-12-23,770.0
California,2014-01-16,666.0
Ohio,2014-06-28,612.0
Georgia,2014-10-12,1344.0
Ohio,2014-01-13,747.0
Florida,2014-11-05,881.0
Iowa,2014-05-30,936.0
New York,2014-01-13,688.0
Oregon,2014-01-04,835.0
Oregon,2014-04-26,739.0
Montana,2014-11-29,711.0
Mississippi,2014-04-22,698.0
Idaho,2014-12-17,1170.0
New Mexico,2014-12-13,1150.0
Washington,2014-08-18,873.0
New Mexico,2014-08-13,1068.0
Kansas,2014-06-18,1158.0
Texas,2014-10-09,1249.0
Kansas,2014-11-15,1102.0
Montana,2014-10-19,830.0
Arkansas,2014-09-03,1239.0
Oklahoma,2014-07-29,447.0
Maine,2014-08-12,318.0
New Mexico,2014-11-27,1051.0
Idaho,2014-11-29,1335.0
Florida,2014-07-03,754.0
New York,2014-07-15,727.0
Indiana,2014-04-04,453.0
Maine,2014-05-16,433.0
Louisiana,2014-10-29,1408.0
Illinois,2014-05-07,1376.0
Louisiana,2014-06-25,1528.0
Oregon,2014-08-03,616.0
Kansas,2014-12-26,1076.0
Texas,2014-11-14,1289.0
Montana,2014-12-03,755.0
Mississippi,2014-05-29,583.0
Florida,2014-08-09,929.0
