date,airline,origin,dest,dep_time,arr_time,cancelled,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018-05-18,B6,LGA,BOS,1730,1902,0,35.0,184.0,0,0,0,0,0
2018-05-18,AS,SEA,LAS,1733,1953,0,118.0,867.0,0,0,0,0,0
2018-05-18,AA,MCO,PHX,1735,1919,0,247.0,1849.0,0,0,0,0,0
2018-05-18,AA,PHL,ORD,1740,1922,0,105.0,678.0,0,0,0,0,65
2018-05-18,UA,LAX,SFO,1749,1919,0,58.0,337.0,0,0,10,0,9
2018-05-18,AA,CLT,ORD,1750,1914,0,96.0,599.0,0,0,0,0,0
2018-05-18,AA,LGA,DFW,1759,2107,0,186.0,1389.0,44,0,0,0,1
2018-05-18,UA,SFO,IAH,1809,2353,0,185.0,1635.0,0,0,0,0,45
2018-05-18,AA,DFW,ORD,1816,2043,0,107.0,802.0,10,0,15,0,0
2018-05-18,DL,JFK,LAX,1819,2135,0,334.0,2475.0,10,0,14,0,0
2018-05-18,WN,PHX,DEN,1820,2100,0,78.0,602.0,0,0,0,0,87
2018-05-18,AA,JFK,LAS,1825,2119,0,313.0,2248.0,0,0,10,0,43
2018-05-18,UA,LGA,DEN,1829,2101,0,219.0,1620.0,0,0,0,0,0
2018-05-18,WN,LAX,PHX,1830,1950,0,58.0,370.0,3,0,1,0,14
2018-05-18,OO,ORD,LGA,1830,2153,0,101.0,733.0,0,0,0,0,0
2018-05-18,AA,ORD,BOS,1835,2156,0,115.0,867.0,0,0,0,0,0
2018-05-18,OO,ORD,DTW,1839,2107,0,54.0,235.0,0,0,0,0,0
2018-05-18,AA,DFW,MSP,1839,2102,0,117.0,852.0,0,0,0,0,0
2018-05-18,UA,PHX,DEN,1842,2125,0,78.0,602.0,0,0,0,0,0
2018-05-18,WN,DEN,PHX,1845,1935,0,84.0,602.0,0,0,0,0,22
2018-05-18,UA,DEN,SFO,1855,2032,0,119.0,967.0,0,0,184,0,0
2018-05-18,DL,ORD,DTW,1859,2118,0,47.0,235.0,0,0,0,0,21
2018-05-18,B6,DCA,MCO,1859,2120,0,115.0,759.0,0,0,0,0,0
2018-05-18,B6,BOS,EWR,1903,2034,0,52.0,200.0,0,0,0,0,0
2018-05-18,DL,PHL,ATL,1916,2145,0,98.0,666.0,0,0,0,0,69
2018-05-18,NK,ORD,IAH,1919,2210,0,125.0,925.0,0,0,0,0,0
2018-05-18,DL,JFK,LAX,1925,2255,0,341.0,2475.0,0,0,0,0,0
2018-05-18,9E,JFK,CLT,1928,2156,0,97.0,541.0,0,0,0,0,0
2018-05-18,F9,PHL,IAH,1929,2210,0,172.0,1325.0,0,0,0,0,19
2018-05-18,WN,MSP,PHX,1930,2050,0,185.0,1276.0,15,0,3,0,1
2018-05-18,AA,MCO,PHL,1930,2157,0,116.0,861.0,0,0,21,0,0
2018-05-18,WN,LAS,LAX,1940,2050,0,45.0,236.0,0,0,11,0,42
2018-05-18,AA,CLT,SFO,1959,2236,0,325.0,2296.0,0,0,179,0,0
2018-05-18,UA,LAS,SFO,2005,2141,1,,414.0,0,0,0,0,0
2018-05-18,DL,MSP,BOS,2019,14,0,141.0,1124.0,0,0,0,0,0
2018-05-18,AA,CLT,IAH,2019,2205,0,126.0,912.0,0,0,0,0,0
2018-05-18,DL,MCO,ATL,2025,2154,0,60.0,404.0,0,0,0,0,0
2018-05-18,AA,CLT,LGA,2025,2222,0,75.0,544.0,0,0,0,0,0
2018-05-18,AA,DFW,IAH,2040,2148,0,41.0,224.0,0,0,0,0,0
2018-05-18,UA,DEN,IAH,2103,20,0,111.0,862.0,7,0,0,0,29
2018-05-18,UA,EWR,LAX,2110,21,0,329.0,2454.0,0,0,0,0,0
2018-05-18,OO,LAX,PHX,2115,2238,0,59.0,370.0,0,0,0,0,0
2018-05-18,DL,ATL,DEN,2122,2240,0,176.0,1199.0,0,0,0,0,0
2018-05-18,UA,IAH,DFW,2142,2251,0,40.0,224.0,0,0,0,0,0
2018-05-18,YX,DCA,MSP,2200,2345,0,117.0,931.0,0,0,0,0,0
2018-05-18,AS,LAS,JFK,2200,556,0,281.0,2248.0,0,0,0,0,0
2018-05-18,F9,DEN,SEA,2205,2,1,,1024.0,0,0,0,0,0
2018-05-18,WN,SFO,PHX,2230,25,0,89.0,651.0,0,0,0,0,97
2018-05-18,UA,SFO,ORD,2235,436,0,235.0,1846.0,0,0,36,0,0
2018-05-18,WN,LAS,SFO,2300,30,0,79.0,414.0,0,0,69,0,12
2018-05-18,NK,DFW,PHX,2321,2353,0,126.0,868.0,0,0,0,0,0
2018-05-18,DL,SEA,ATL,2330,713,0,255.0,2182.0,0,0,0,0,0
2018-05-19,UA,SEA,IAH,112,739,0,228.0,1874.0,0,0,0,0,0
2018-05-19,AA,ORD,PHX,500,642,0,205.0,1440.0,0,0,0,0,0
2018-05-19,AA,PHX,ORD,515,1043,0,185.0,1440.0,0,0,0,0,0
2018-05-19,UA,SEA,DEN,515,850,0,142.0,1024.0,0,0,0,0,0
2018-05-19,UA,BOS,EWR,530,643,0,60.0,200.0,64,0,18,0,0
2018-05-19,AA,DCA,CLT,530,656,0,59.0,331.0,0,0,0,0,0
2018-05-19,UA,LAS,SFO,545,720,0,69.0,414.0,0,0,0,0,0
2018-05-19,AS,SEA,PHX,559,843,0,144.0,1107.0,0,0,0,0,0
2018-05-19,NK,ORD,LAX,600,823,0,221.0,1744.0,0,0,0,0,0
2018-05-19,B6,PHL,BOS,600,717,0,45.0,280.0,0,0,0,0,0
2018-05-19,B6,MCO,LGA,600,831,0,116.0,950.0,0,0,0,0,23
2018-05-19,WN,PHX,LAS,600,705,0,43.0,255.0,0,0,0,0,0
2018-05-19,UA,PHX,EWR,605,1343,0,263.0,2133.0,0,0,0,0,0
2018-05-19,NK,MCO,ATL,620,752,0,61.0,404.0,0,0,0,0,0
2018-05-19,AA,MCO,CLT,628,810,0,72.0,468.0,0,0,0,0,0
2018-05-19,AA,JFK,PHX,630,919,0,289.0,2153.0,0,0,0,0,0
2018-05-19,AS,EWR,SEA,630,923,0,319.0,2402.0,0,0,0,0,0
2018-05-19,AA,EWR,CLT,635,828,0,84.0,529.0,0,0,0,0,0
2018-05-19,UA,DTW,ORD,640,654,0,45.0,235.0,0,0,0,0,0
2018-05-19,NK,ATL,IAH,640,759,0,105.0,689.0,0,0,0,0,0
2018-05-19,WN,PHX,ATL,645,1320,0,188.0,1587.0,0,0,0,0,0
2018-05-19,B6,BOS,LAX,645,1002,0,335.0,2611.0,0,0,0,0,0
2018-05-19,AA,LAS,DFW,652,1135,0,133.0,1055.0,0,0,0,0,0
2018-05-19,AA,LAS,ORD,655,1237,0,193.0,1514.0,87,0,0,0,0
2018-05-19,F9,CLT,DEN,700,839,0,186.0,1337.0,0,0,0,0,0
2018-05-19,DL,DCA,ATL,700,848,0,88.0,547.0,0,0,0,0,0
2018-05-19,DL,JFK,LAX,700,1006,0,318.0,2475.0,0,0,0,0,0
2018-05-19,F9,DCA,DEN,705,908,0,205.0,1476.0,0,0,0,0,0
2018-05-19,AA,PHL,MCO,705,935,0,127.0,861.0,32,0,30,0,0
2018-05-19,WN,PHX,LAS,705,810,0,42.0,255.0,0,0,0,0,0
2018-05-19,DL,DTW,ATL,710,905,0,101.0,594.0,15,0,3,0,20
2018-05-19,AA,DEN,ORD,715,1045,0,120.0,888.0,0,0,0,0,0
2018-05-19,AA,PHX,LAX,720,910,0,59.0,370.0,0,0,0,0,0
2018-05-19,YX,CLT,EWR,725,920,0,71.0,529.0,0,0,0,0,0
2018-05-19,UA,MSP,DEN,745,857,0,111.0,680.0,0,0,0,0,0
2018-05-19,UA,MSP,IAH,745,1047,0,154.0,1034.0,0,0,0,0,0
2018-05-19,UA,BOS,SFO,755,1131,0,354.0,2704.0,0,0,0,0,0
2018-05-19,UA,IAH,SFO,756,1020,0,226.0,1635.0,0,0,0,0,0
2018-05-19,AS,SEA,LAX,800,1054,0,133.0,954.0,0,0,0,0,0
2018-05-19,YX,IAH,LGA,800,1237,0,180.0,1416.0,0,0,30,0,0
2018-05-19,UA,PHL,IAH,810,1048,0,185.0,1325.0,0,0,0,0,0
2018-05-19,AS,SFO,DCA,810,1628,0,285.0,2442.0,0,0,0,0,0
2018-05-19,WN,PHX,LAS,815,920,0,43.0,255.0,0,0,0,0,0
2018-05-19,DL,EWR,MSP,820,1024,0,132.0,1008.0,0,0,0,0,0
2018-05-19,WN,LAX,LAS,825,935,0,42.0,236.0,0,0,0,0,0
2018-05-19,OO,LAX,SEA,830,1134,0,135.0,954.0,0,0,0,0,0
2018-05-19,9E,DTW,JFK,833,1022,0,77.0,509.0,0,0,0,0,0
2018-05-19,UA,ATL,DEN,835,948,0,170.0,1199.0,0,0,0,0,0
2018-05-19,F9,MCO,CLT,837,1027,0,80.0,468.0,0,0,0,0,0
2018-05-19,AA,LAX,CLT,846,1653,0,252.0,2125.0,87,0,0,0,0
2018-05-19,AA,DCA,CLT,850,1034,0,60.0,331.0,0,0,0,0,0
2018-05-19,UA,ORD,SFO,855,1132,0,245.0,1846.0,0,0,50,0,0
2018-05-19,AS,BOS,LAX,855,1223,0,330.0,2611.0,0,0,0,0,0
2018-05-19,NK,DTW,LAX,900,1056,0,253.0,1979.0,0,0,0,0,0
2018-05-19,AS,SEA,LAX,900,1145,0,130.0,954.0,0,0,0,0,0
2018-05-19,YX,MSP,EWR,905,1257,0,145.0,1008.0,0,0,0,0,0
2018-05-19,UA,DFW,DEN,910,1014,0,93.0,641.0,0,0,0,0,0
2018-05-19,B6,EWR,MCO,938,1230,0,140.0,937.0,0,0,0,0,0
2018-05-19,DL,LAX,ATL,945,1701,0,235.0,1947.0,0,0,0,0,0
2018-05-19,UA,DEN,MCO,946,1517,0,205.0,1546.0,24,0,15,0,6
2018-05-19,B6,ORD,BOS,949,1304,0,116.0,867.0,8,0,18,0,0
2018-05-19,DL,DTW,ATL,955,1151,0,97.0,594.0,0,0,0,0,0
2018-05-19,DL,LAX,SFO,1000,1136,0,62.0,337.0,0,0,92,0,1
2018-05-19,YX,DCA,LGA,1000,1131,0,37.0,214.0,0,0,0,0,0
2018-05-19,DL,ATL,LAX,1005,1200,0,251.0,1947.0,0,0,0,0,0
2018-05-19,WN,LAS,SEA,1005,1250,0,123.0,867.0,0,0,0,0,0
2018-05-19,DL,ATL,SFO,1013,1222,0,263.0,2139.0,0,0,57,0,0
2018-05-19,AA,ORD,LAS,1020,1213,0,194.0,1514.0,0,0,0,0,0
2018-05-19,WN,DEN,LGA,1030,1615,0,229.0,1620.0,0,0,24,0,0
2018-05-19,AA,DCA,PHX,1037,1242,0,262.0,1979.0,0,0,0,0,0
2018-05-19,UA,PHX,IAH,1050,1518,0,122.0,1009.0,0,0,0,0,0
2018-05-19,DL,ATL,DFW,1059,1215,0,103.0,731.0,0,0,0,0,0
2018-05-19,UA,EWR,SFO,1100,1414,0,368.0,2565.0,0,0,27,0,0
2018-05-19,YX,DFW,DTW,1108,1454,0,156.0,986.0,0,0,0,0,0
2018-05-19,DL,CLT,ATL,1110,1215,0,39.0,226.0,0,0,0,0,0
2018-05-19,DL,LAS,ATL,1115,1807,0,223.0,1747.0,0,0,0,0,0
2018-05-19,AA,ORD,PHX,1115,1300,0,191.0,1440.0,6,0,10,0,0
2018-05-19,WN,MCO,ATL,1130,1300,0,59.0,404.0,0,0,0,0,0
2018-05-19,NK,MCO,DTW,1142,1422,0,121.0,957.0,0,0,0,0,0
2018-05-19,UA,ATL,EWR,1142,1401,0,95.0,746.0,0,0,26,0,0
2018-05-19,OO,ORD,CLT,1145,1444,0,87.0,599.0,0,0,0,0,0
2018-05-19,AS,SEA,IAH,1152,1825,0,235.0,1874.0,0,0,0,0,0
2018-05-19,AA,ORD,BOS,1200,1520,0,114.0,867.0,0,0,0,0,0
2018-05-19,UA,SFO,ORD,1210,1833,0,226.0,1846.0,0,0,0,0,0
2018-05-19,OO,ORD,DTW,1220,1450,0,61.0,235.0,0,0,0,0,0
2018-05-19,YX,DTW,EWR,1225,1420,0,81.0,488.0,0,0,30,0,0
2018-05-19,DL,DTW,MCO,1230,1503,0,176.0,957.0,7,0,49,0,0
2018-05-19,AA,DFW,ORD,1235,1504,0,122.0,802.0,0,0,0,0,0
2018-05-19,UA,DEN,IAH,1240,1604,0,119.0,862.0,0,0,0,0,0
2018-05-19,DL,ATL,DTW,1240,1436,0,90.0,594.0,0,0,0,0,0
2018-05-19,DL,LAS,ATL,1245,1937,0,214.0,1747.0,33,0,6,0,1
2018-05-19,WN,DEN,MSP,1300,1550,0,96.0,680.0,0,0,0,0,0
2018-05-19,AA,LGA,DFW,1300,1605,0,185.0,1389.0,0,0,0,0,0
2018-05-19,UA,ORD,PHX,1304,1454,0,188.0,1440.0,0,0,0,0,0
2018-05-19,AA,DFW,LAX,1305,1435,0,163.0,1235.0,0,0,0,0,0
2018-05-19,AA,JFK,PHX,1330,1603,0,296.0,2153.0,0,0,0,0,0
2018-05-19,UA,IAH,EWR,1332,1809,0,175.0,1400.0,0,0,23,0,0
2018-05-19,AA,SEA,DFW,1335,1937,0,218.0,1660.0,5,0,9,0,7
2018-05-19,AS,SEA,SFO,1335,1541,0,104.0,679.0,0,0,46,0,0
2018-05-19,AS,SFO,DEN,1345,1716,0,123.0,967.0,57,0,0,0,0
2018-05-19,WN,LGA,ATL,1345,1615,0,115.0,762.0,0,0,0,0,0
2018-05-19,AA,LAX,LAS,1410,1527,0,45.0,236.0,0,0,0,0,0
2018-05-19,AA,DEN,ORD,1411,1748,0,124.0,888.0,0,0,0,0,0
2018-05-19,AA,BOS,DFW,1415,1737,0,231.0,1562.0,0,0,0,0,0
2018-05-19,UA,DEN,BOS,1420,2012,0,219.0,1754.0,0,0,0,0,0
2018-05-19,WN,DTW,ATL,1420,1625,0,91.0,594.0,0,0,0,0,0
2018-05-19,AA,LAX,DFW,1425,1930,0,143.0,1235.0,0,0,0,0,0
2018-05-19,WN,ATL,LGA,1425,1640,0,97.0,762.0,0,0,0,0,0
2018-05-19,B6,BOS,MCO,1430,1741,0,159.0,1121.0,0,0,0,0,0
2018-05-19,AA,DFW,IAH,1435,1546,0,41.0,224.0,0,0,0,0,0
2018-05-19,WN,SEA,DEN,1440,1825,0,138.0,1024.0,0,0,0,0,0
2018-05-19,UA,DEN,SEA,1510,1701,0,138.0,1024.0,0,0,0,0,0
2018-05-19,AA,DFW,CLT,1515,1855,0,125.0,936.0,0,0,0,0,0
2018-05-19,DL,MSP,PHL,1515,1849,0,121.0,980.0,0,0,49,0,0
2018-05-19,9E,JFK,PHL,1516,1638,0,44.0,94.0,0,0,17,0,25
2018-05-19,YX,ATL,PHL,1517,1730,0,94.0,666.0,0,0,0,0,66
2018-05-19,OO,MSP,SFO,1528,1756,0,209.0,1589.0,0,0,109,0,0
2018-05-19,DL,ATL,CLT,1529,1645,0,43.0,226.0,31,0,0,0,0
2018-05-19,AA,PHX,ORD,1529,2100,0,177.0,1440.0,0,0,0,0,0
2018-05-19,WN,SFO,LAX,1530,1700,0,57.0,337.0,0,0,6,0,22
2018-05-19,UA,MCO,EWR,1540,1823,0,113.0,937.0,0,7,0,0,57
2018-05-19,YV,DFW,IAH,1540,1658,0,43.0,224.0,0,0,0,0,0
2018-05-19,DL,DTW,SEA,1540,1723,0,251.0,1927.0,0,17,32,0,0
2018-05-19,NK,BOS,MCO,1547,1858,0,160.0,1121.0,0,0,0,0,0
2018-05-19,UA,LAS,IAH,1548,2050,0,151.0,1222.0,0,0,0,0,0
2018-05-19,DL,DTW,BOS,1555,1759,0,85.0,632.0,23,0,0,0,0
2018-05-19,UA,LAS,DEN,1605,1901,0,87.0,628.0,0,0,0,0,0
2018-05-19,9E,JFK,ORD,1615,1803,0,118.0,740.0,0,0,4,0,42
2018-05-19,YX,MSP,ORD,1635,1813,0,59.0,334.0,0,0,21,0,0
2018-05-19,AA,DEN,DFW,1635,1937,0,90.0,641.0,0,0,0,0,0
2018-05-19,YV,IAH,DFW,1640,1757,0,45.0,224.0,0,0,0,0,0
2018-05-19,DL,BOS,DTW,1650,1903,0,104.0,632.0,0,0,0,0,0
2018-05-19,NK,DFW,ORD,1659,1925,0,104.0,802.0,0,0,0,0,0
2018-05-19,AS,LAX,SFO,1700,1824,0,55.0,337.0,0,0,71,0,0
2018-05-19,YX,DCA,BOS,1730,1917,0,56.0,399.0,0,0,0,0,0
2018-05-19,WN,DEN,LGA,1740,2325,0,192.0,1620.0,0,0,0,0,0
2018-05-19,UA,LAX,IAH,1745,2255,0,159.0,1379.0,0,0,0,0,0
2018-05-19,OO,ORD,DTW,1755,2017,0,45.0,235.0,0,0,0,0,0
2018-05-19,DL,DTW,MCO,1757,2027,0,131.0,957.0,0,0,0,0,0
2018-05-19,UA,ATL,EWR,1758,2013,0,96.0,746.0,0,0,42,0,0
2018-05-19,AS,DEN,SFO,1806,1949,0,160.0,967.0,0,0,29,0,58
2018-05-19,AA,PHL,DFW,1815,2118,0,178.0,1303.0,0,0,0,0,0
2018-05-19,DL,IAH,ATL,1835,2138,0,97.0,689.0,0,0,0,0,0
2018-05-19,WN,LAS,LAX,1855,2005,0,42.0,236.0,0,0,0,0,0
2018-05-19,DL,ATL,MCO,1855,2022,0,62.0,404.0,3,0,0,0,14
2018-05-19,DL,LGA,ATL,1859,2136,0,112.0,762.0,0,0,0,0,0
2018-05-19,OO,DFW,LAX,1925,2107,0,191.0,1235.0,0,0,0,0,0
2018-05-19,DL,LAX,SEA,1925,2206,0,134.0,954.0,0,0,0,0,0
2018-05-19,WN,ATL,DTW,1930,2125,0,86.0,594.0,0,0,0,7,21
2018-05-19,WN,LAS,SEA,1930,2210,0,126.0,867.0,9,0,0,0,44
2018-05-19,DL,BOS,MCO,1930,2242,0,156.0,1121.0,0,0,0,0,0
2018-05-19,AA,LAX,DFW,1940,43,0,144.0,1235.0,0,0,0,0,0
2018-05-19,F9,DEN,IAH,2026,2355,0,131.0,862.0,20,0,29,0,0
2018-05-19,NK,DTW,DFW,2030,2219,0,133.0,986.0,0,0,0,0,37
2018-05-19,DL,MSP,DCA,2030,2354,0,115.0,931.0,0,0,0,0,0
2018-05-19,AA,DFW,CLT,2040,10,0,121.0,936.0,87,0,0,0,0
2018-05-19,DL,ATL,MCO,2055,2221,0,62.0,404.0,0,0,0,0,0
2018-05-19,NK,ORD,DEN,2055,2234,0,125.0,888.0,0,0,0,0,0
2018-05-19,NK,MCO,PHL,2129,2355,0,105.0,861.0,0,0,0,0,19
2018-05-19,NK,ORD,LAS,2150,2341,0,198.0,1514.0,0,0,0,0,0
2018-05-19,B6,DCA,BOS,2200,2323,0,64.0,399.0,0,0,0,0,0
2018-05-19,DL,ATL,MSP,2222,2354,0,119.0,907.0,0,0,0,0,0
2018-05-19,AA,DFW,ORD,2225,42,0,101.0,802.0,0,0,0,0,0
2018-05-19,DL,SFO,ATL,2310,643,0,251.0,2139.0,0,0,19,0,0
2018-05-19,UA,SFO,ORD,2315,518,0,215.0,1846.0,61,0,6,0,0
2018-05-19,AA,SFO,JFK,2330,823,0,304.0,2586.0,0,0,0,0,0
2018-05-20,AA,JFK,CLT,500,702,0,80.0,541.0,0,0,0,0,0
2018-05-20,AA,ORD,PHX,500,642,0,212.0,1440.0,0,0,0,0,0
2018-05-20,AA,ORD,DFW,515,743,0,115.0,802.0,0,0,0,0,0
2018-05-20,UA,SFO,ORD,520,1143,0,225.0,1846.0,0,0,0,0,0
2018-05-20,WN,LAX,SFO,530,655,0,53.0,337.0,0,0,0,0,0
2018-05-20,OO,ATL,DEN,540,701,0,176.0,1199.0,0,0,0,0,0
2018-05-20,AA,BOS,CLT,600,827,0,113.0,728.0,0,0,0,0,0
2018-05-20,DL,LAS,ATL,600,1248,0,199.0,1747.0,0,0,0,0,0
2018-05-20,UA,ATL,EWR,600,805,0,99.0,746.0,0,0,0,0,0
2018-05-20,AA,LAX,ORD,600,1216,0,210.0,1744.0,0,0,0,0,0
2018-05-20,UA,LGA,IAH,600,847,0,206.0,1416.0,0,0,0,0,0
2018-05-20,YX,DCA,ORD,600,710,0,105.0,612.0,0,0,0,0,0
2018-05-20,B6,BOS,EWR,603,725,0,52.0,200.0,0,0,0,0,0
2018-05-20,YX,EWR,DTW,605,806,0,85.0,488.0,0,0,0,0,0
2018-05-20,B6,BOS,DCA,607,745,0,71.0,399.0,104,0,0,0,0
2018-05-20,WN,DCA,ATL,610,800,0,85.0,547.0,0,0,0,0,0
2018-05-20,AA,LAX,PHL,620,1436,0,289.0,2402.0,0,0,0,0,0
2018-05-20,AA,MCO,PHX,700,859,0,244.0,1849.0,0,0,23,0,0
2018-05-20,DL,DEN,LAX,710,842,0,122.0,862.0,0,0,0,0,0
2018-05-20,OO,ORD,ATL,712,1016,0,83.0,606.0,0,0,0,0,0
2018-05-20,DL,MCO,SEA,720,1027,0,317.0,2554.0,0,0,0,0,0
2018-05-20,AA,SEA,DFW,735,1345,0,205.0,1660.0,0,0,0,0,0
2018-05-20,NK,ORD,LAS,800,950,0,202.0,1514.0,0,0,0,0,0
2018-05-20,B6,BOS,CLT,801,1021,0,109.0,728.0,0,0,0,0,0
2018-05-20,AS,SEA,DCA,806,1615,0,278.0,2329.0,0,0,0,0,0
2018-05-20,DL,EWR,ATL,810,1030,0,108.0,746.0,0,0,0,0,0
2018-05-20,DL,CLT,MSP,825,1012,0,131.0,930.0,0,0,0,0,0
2018-05-20,NK,LGA,DTW,830,1024,0,83.0,502.0,0,0,0,0,0
2018-05-20,DL,JFK,LAS,830,1105,0,309.0,2248.0,0,0,0,0,0
2018-05-20,DL,JFK,ATL,845,1121,0,105.0,760.0,0,0,0,0,0
2018-05-20,AA,ORD,EWR,850,1158,0,89.0,719.0,0,0,0,0,0
2018-05-20,DL,ATL,MCO,850,1019,0,61.0,404.0,0,0,0,0,0
2018-05-20,AA,DCA,CLT,850,1034,0,56.0,331.0,0,0,0,0,0
2018-05-20,UA,EWR,SFO,900,1218,0,333.0,2565.0,0,0,0,0,0
2018-05-20,OO,ORD,ATL,900,1207,0,90.0,606.0,0,0,0,0,0
2018-05-20,9E,DCA,JFK,905,1039,0,48.0,213.0,0,0,0,0,0
2018-05-20,AA,CLT,DCA,920,1045,0,60.0,331.0,2,0,14,0,0
2018-05-20,DL,LAS,ATL,926,1615,0,214.0,1747.0,1,0,8,0,18
2018-05-20,YX,ORD,LGA,930,1240,0,97.0,733.0,0,0,0,0,0
2018-05-20,B6,BOS,DCA,936,1112,0,73.0,399.0,0,0,0,0,0
2018-05-20,UA,DCA,ORD,944,1042,0,96.0,612.0,0,0,0,0,0
2018-05-20,UA,IAH,LAS,951,1112,0,168.0,1222.0,0,0,0,0,0
2018-05-20,UA,DEN,ATL,951,1441,0,148.0,1199.0,0,0,0,0,0
2018-05-20,DL,DTW,ATL,955,1148,0,90.0,594.0,0,0,0,0,0
2018-05-20,B6,LAS,BOS,1001,1813,0,272.0,2381.0,0,0,0,0,0
2018-05-20,AA,ORD,DEN,1005,1141,0,127.0,888.0,6,0,25,0,0
2018-05-20,WN,DEN,PHL,1005,1540,0,181.0,1558.0,0,0,0,0,0
2018-05-20,AA,PHX,PHL,1013,1755,0,241.0,2075.0,0,0,0,0,0
2018-05-20,AA,ORD,DFW,1015,1245,0,128.0,802.0,0,0,96,0,0
2018-05-20,AS,LAS,LAX,1015,1127,0,45.0,236.0,0,0,9,0,18
2018-05-20,DL,ATL,BOS,1015,1250,0,121.0,946.0,0,0,0,0,0
2018-05-20,AA,DCA,CLT,1025,1159,0,57.0,331.0,0,0,0,0,0
2018-05-20,YV,MSP,IAH,1030,1340,0,180.0,1034.0,0,0,0,0,0
2018-05-20,DL,CLT,ATL,1034,1142,0,42.0,226.0,0,0,0,0,0
2018-05-20,OO,CLT,ORD,1035,1149,0,96.0,599.0,0,0,0,0,42
2018-05-20,AA,DFW,PHL,1040,1455,0,181.0,1303.0,79,0,13,0,79
2018-05-20,WN,EWR,DEN,1040,1255,0,219.0,1605.0,0,0,0,0,0
2018-05-20,9E,ORD,DTW,1050,1310,0,49.0,235.0,0,0,0,0,0
2018-05-20,AA,MSP,DFW,1055,1331,0,117.0,852.0,0,0,0,0,0
2018-05-20,AA,ORD,BOS,1055,1409,0,108.0,867.0,0,0,0,0,0
2018-05-20,DL,SFO,LAX,1100,1243,0,54.0,337.0,0,0,1,0,42
2018-05-20,YX,DCA,LGA,1100,1218,0,42.0,214.0,0,0,0,0,0
2018-05-20,DL,SFO,MSP,1105,1655,0,196.0,1589.0,0,0,0,0,0
2018-05-20,UA,BOS,SFO,1115,1451,0,361.0,2704.0,0,0,0,0,0
2018-05-20,AA,CLT,PHL,1119,1255,0,68.0,449.0,0,0,0,0,0
2018-05-20,DL,ATL,SFO,1120,1332,0,278.0,2139.0,0,0,80,0,0
2018-05-20,YX,JFK,DCA,1120,1242,0,40.0,213.0,0,0,0,0,0
2018-05-20,UA,SFO,EWR,1130,2004,0,292.0,2565.0,0,0,0,0,0
2018-05-20,DL,SEA,LAS,1130,1403,0,121.0,867.0,0,0,0,0,0
2018-05-20,AA,CLT,LGA,1135,1336,0,81.0,544.0,0,0,0,0,0
2018-05-20,DL,PHX,MSP,1137,1647,0,152.0,1276.0,0,0,0,0,0
2018-05-20,DL,LAX,SEA,1137,1432,0,126.0,954.0,0,0,0,0,0
2018-05-20,DL,DEN,ATL,1140,1636,0,149.0,1199.0,0,0,0,0,0
2018-05-20,AA,ORD,DFW,1145,1412,0,129.0,802.0,13,0,33,0,1
2018-05-20,DL,MSP,DEN,1145,1249,0,96.0,680.0,108,0,0,0,0
2018-05-20,B6,DCA,BOS,1148,1316,0,62.0,399.0,0,0,0,0,0
2018-05-20,DL,ATL,SEA,1148,1359,0,279.0,2182.0,0,0,0,0,0
2018-05-20,DL,ATL,MCO,1155,1320,0,60.0,404.0,0,0,0,0,0
2018-05-20,NK,ATL,LAX,1158,1353,0,257.0,1947.0,4,0,1,0,100
2018-05-20,UA,EWR,MCO,1205,1447,0,125.0,937.0,0,0,0,0,0
2018-05-20,UA,SFO,ORD,1210,1833,0,219.0,1846.0,11,0,4,0,0
2018-05-20,NK,DFW,MCO,1211,1554,0,137.0,985.0,79,0,73,0,0
2018-05-20,NK,MCO,IAH,1227,1406,0,124.0,854.0,0,0,0,0,0
2018-05-20,AA,DEN,ORD,1228,1601,0,111.0,888.0,9,0,0,0,22
2018-05-20,AA,LGA,ORD,1230,1416,0,123.0,733.0,0,0,0,0,0
2018-05-20,UA,DEN,LAX,1245,1419,0,118.0,862.0,0,0,0,0,0
2018-05-20,DL,DCA,DTW,1245,1414,0,64.0,405.0,0,0,0,0,0
2018-05-20,WN,LAS,DEN,1245,1535,0,99.0,628.0,0,0,0,0,0
2018-05-20,9E,JFK,CLT,1250,1452,0,77.0,541.0,0,0,0,0,0
2018-05-20,UA,SFO,LAS,1252,1428,0,63.0,414.0,0,0,0,0,0
2018-05-20,DL,ATL,DEN,1259,1414,0,158.0,1199.0,0,0,0,0,0
2018-05-20,AA,CLT,JFK,1300,1459,0,84.0,541.0,0,0,0,0,0
2018-05-20,UA,EWR,MCO,1300,1542,0,130.0,937.0,0,0,0,0,0
2018-05-20,9E,LGA,CLT,1300,1518,0,81.0,544.0,0,0,0,0,0
2018-05-20,UA,DEN,ORD,1300,1630,0,112.0,888.0,0,0,0,0,0
2018-05-20,AS,JFK,LAX,1300,1612,0,336.0,2475.0,0,0,0,0,0
2018-05-20,AA,CLT,PHX,1300,1430,0,234.0,1773.0,3,0,10,0,6
2018-05-20,AA,CLT,PHL,1305,1444,0,79.0,449.0,0,0,16,14,0
2018-05-20,AA,ORD,BOS,1319,1640,0,109.0,867.0,0,0,0,0,0
