date,source,energy (btu)
1985-05-01,transportation,1734.382
1985-06-01,transportation,1660.861
1985-07-01,transportation,1720.91
1985-08-01,transportation,1771.71
1985-09-01,transportation,1596.404
1985-10-01,transportation,1716.489
1985-11-01,transportation,1640.877
1985-12-01,transportation,1729.485
1986-01-01,transportation,1656.988
1986-02-01,transportation,1509.074
1986-03-01,transportation,1744.494
1986-04-01,transportation,1722.59
1986-05-01,transportation,1770.133
1986-06-01,transportation,1735.06
1986-07-01,transportation,1821.882
1986-08-01,transportation,1830.078
1986-09-01,transportation,1669.904
1986-10-01,transportation,1791.715
1986-11-01,transportation,1693.472
1986-12-01,transportation,1843.4
1987-01-01,transportation,1720.934
1987-02-01,transportation,1616.725
1987-03-01,transportation,1771.882
1987-04-01,transportation,1783.711
1987-05-01,transportation,1828.945
1987-06-01,transportation,1811.055
1987-07-01,transportation,1880.589
1987-08-01,transportation,1831.196
1987-09-01,transportation,1775.383
1987-10-01,transportation,1857.96
1987-11-01,transportation,1729.639
1987-12-01,transportation,1860.857
1988-01-01,transportation,1814.99
1988-02-01,transportation,1770.153
1988-03-01,transportation,1922.493
1988-04-01,transportation,1841.677
1988-05-01,transportation,1845.667
1988-06-01,transportation,1884.918
1988-07-01,transportation,1863.132
1988-08-01,transportation,1896.835
1988-09-01,transportation,1823.307
1988-10-01,transportation,1891.139
1988-11-01,transportation,1833.316
1988-12-01,transportation,1930.081
1989-01-01,transportation,1820.321
1989-02-01,transportation,1706.675
1989-03-01,transportation,1931.806
1989-04-01,transportation,1806.787
1989-05-01,transportation,1886.121
1989-06-01,transportation,1912.731
1989-07-01,transportation,1872.56
1989-08-01,transportation,1955.11
1989-09-01,transportation,1797.178
1989-10-01,transportation,1936.706
1989-11-01,transportation,1852.806
1989-12-01,transportation,1999.778
1990-01-01,transportation,1867.461
1990-02-01,transportation,1754.496
1990-03-01,transportation,1926.195
1990-04-01,transportation,1819.303
1990-05-01,transportation,1922.291
1990-06-01,transportation,1855.217
1990-07-01,transportation,1897.637
1990-08-01,transportation,2012.597
1990-09-01,transportation,1760.284
1990-10-01,transportation,1895.895
1990-11-01,transportation,1837.581
1990-12-01,transportation,1870.028
1991-01-01,transportation,1819.779
1991-02-01,transportation,1659.908
1991-03-01,transportation,1866.298
1991-04-01,transportation,1787.944
1991-05-01,transportation,1851.159
1991-06-01,transportation,1856.886
1991-07-01,transportation,1908.977
1991-08-01,transportation,1933.768
1991-09-01,transportation,1796.929
1991-10-01,transportation,1910.102
1991-11-01,transportation,1800.883
1991-12-01,transportation,1925.381
1992-01-01,transportation,1844.464
1992-02-01,transportation,1755.798
1992-03-01,transportation,1878.759
1992-04-01,transportation,1838.055
1992-05-01,transportation,1895.385
1992-06-01,transportation,1837.282
1992-07-01,transportation,1920.87
1992-08-01,transportation,1912.897
1992-09-01,transportation,1804.045
1992-10-01,transportation,1925.975
1992-11-01,transportation,1811.159
1992-12-01,transportation,1990.374
1993-01-01,transportation,1779.54
1993-02-01,transportation,1718.006
1993-03-01,transportation,1925.692
1993-04-01,transportation,1863.264
1993-05-01,transportation,1922.718
1993-06-01,transportation,1870.603
1993-07-01,transportation,1930.047
1993-08-01,transportation,1936.978
1993-09-01,transportation,1882.514
1993-10-01,transportation,1926.664
1993-11-01,transportation,1908.327
1993-12-01,transportation,2006.38
1994-01-01,transportation,1873.161
1994-02-01,transportation,1795.087
1994-03-01,transportation,1950.253
1994-04-01,transportation,1923.874
1994-05-01,transportation,1963.983
1994-06-01,transportation,1944.809
1994-07-01,transportation,1974.129
1994-08-01,transportation,2065.035
1994-09-01,transportation,1899.755
1994-10-01,transportation,1977.219
1994-11-01,transportation,1900.038
1994-12-01,transportation,2051.319
1995-01-01,transportation,1932.021
1995-02-01,transportation,1799.374
1995-03-01,transportation,2034.367
1995-04-01,transportation,1920.446
1995-05-01,transportation,2014.41
1995-06-01,transportation,2034.839
1995-07-01,transportation,1980.85
1995-08-01,transportation,2059.595
1995-09-01,transportation,1976.422
1995-10-01,transportation,2030.92
1995-11-01,transportation,1984.546
1995-12-01,transportation,2044.053
1996-01-01,transportation,1987.14
1996-02-01,transportation,1905.185
1996-03-01,transportation,2048.284
1996-04-01,transportation,2001.486
1996-05-01,transportation,2091.913
1996-06-01,transportation,2009.77
1996-07-01,transportation,2091.159
1996-08-01,transportation,2146.127
1996-09-01,transportation,1949.013
1996-10-01,transportation,2144.028
1996-11-01,transportation,2000.27
1996-12-01,transportation,2044.893
1997-01-01,transportation,1990.619
1997-02-01,transportation,1871.291
1997-03-01,transportation,2061.494
1997-04-01,transportation,2066.751
1997-05-01,transportation,2115.526
1997-06-01,transportation,2051.572
1997-07-01,transportation,2168.649
1997-08-01,transportation,2117.058
1997-09-01,transportation,2009.534
1997-10-01,transportation,2119.99
1997-11-01,transportation,2026.004
1997-12-01,transportation,2124.036
1998-01-01,transportation,2051.407
1998-02-01,transportation,1868.519
1998-03-01,transportation,2091.38
1998-04-01,transportation,2138.327
1998-05-01,transportation,2094.948
1998-06-01,transportation,2093.718
1998-07-01,transportation,2212.256
1998-08-01,transportation,2175.538
1998-09-01,transportation,2075.478
1998-10-01,transportation,2173.451
1998-11-01,transportation,2059.411
1998-12-01,transportation,2190.007
1999-01-01,transportation,2060.178
1999-02-01,transportation,1910.809
1999-03-01,transportation,2165.404
1999-04-01,transportation,2112.747
1999-05-01,transportation,2187.492
1999-06-01,transportation,2167.375
1999-07-01,transportation,2233.468
1999-08-01,transportation,2253.41
1999-09-01,transportation,2103.787
1999-10-01,transportation,2250.66
1999-11-01,transportation,2121.324
1999-12-01,transportation,2349.322
2000-01-01,transportation,2077.673
2000-02-01,transportation,2071.627
2000-03-01,transportation,2202.458
2000-04-01,transportation,2154.026
2000-05-01,transportation,2246.294
2000-06-01,transportation,2220.146
2000-07-01,transportation,2300.59
2000-08-01,transportation,2330.641
2000-09-01,transportation,2168.178
2000-10-01,transportation,2282.324
2000-11-01,transportation,2165.298
2000-12-01,transportation,2296.212
2001-01-01,transportation,2144.059
2001-02-01,transportation,1984.005
2001-03-01,transportation,2229.666
2001-04-01,transportation,2166.76
2001-05-01,transportation,2263.122
2001-06-01,transportation,2185.106
2001-07-01,transportation,2325.392
2001-08-01,transportation,2290.726
2001-09-01,transportation,2116.973
2001-10-01,transportation,2248.631
2001-11-01,transportation,2130.25
2001-12-01,transportation,2157.423
2002-01-01,transportation,2163.736
2002-02-01,transportation,1993.786
2002-03-01,transportation,2247.574
2002-04-01,transportation,2215.502
2002-05-01,transportation,2297.452
2002-06-01,transportation,2256.087
2002-07-01,transportation,2326.422
2002-08-01,transportation,2343.765
2002-09-01,transportation,2165.847
2002-10-01,transportation,2264.068
2002-11-01,transportation,2226.341
2002-12-01,transportation,2307.217
2003-01-01,transportation,2158.638
2003-02-01,transportation,2020.797
2003-03-01,transportation,2240.338
2003-04-01,transportation,2196.146
2003-05-01,transportation,2268.627
2003-06-01,transportation,2225.292
2003-07-01,transportation,2319.679
2003-08-01,transportation,2390.271
2003-09-01,transportation,2199.479
2003-10-01,transportation,2319.108
2003-11-01,transportation,2226.826
2003-12-01,transportation,2315.852
2004-01-01,transportation,2236.236
2004-02-01,transportation,2175.355
2004-03-01,transportation,2333.38
2004-04-01,transportation,2285.766
2004-05-01,transportation,2345.058
2004-06-01,transportation,2317.841
2004-07-01,transportation,2404.516
2004-08-01,transportation,2402.036
2004-09-01,transportation,2273.633
2004-10-01,transportation,2388.471
2004-11-01,transportation,2296.925
2004-12-01,transportation,2367.28
2005-01-01,transportation,2296.327
2005-02-01,transportation,2135.198
2005-03-01,transportation,2379.439
2005-04-01,transportation,2314.431
2005-05-01,transportation,2423.755
2005-06-01,transportation,2349.158
2005-07-01,transportation,2452.413
2005-08-01,transportation,2479.018
2005-09-01,transportation,2287.829
2005-10-01,transportation,2385.432
2005-11-01,transportation,2324.975
2005-12-01,transportation,2432.739
2006-01-01,transportation,2351.374
2006-02-01,transportation,2143.798
2006-03-01,transportation,2417.732
2006-04-01,transportation,2348.443
2006-05-01,transportation,2436.881
2006-06-01,transportation,2404.808
2006-07-01,transportation,2508.397
2006-08-01,transportation,2523.351
2006-09-01,transportation,2337.338
2006-10-01,transportation,2447.979
2006-11-01,transportation,2324.045
2006-12-01,transportation,2452.706
2007-01-01,transportation,2357.665
2007-02-01,transportation,2177.123
2007-03-01,transportation,2402.901
2007-04-01,transportation,2364.361
2007-05-01,transportation,2477.75
2007-06-01,transportation,2426.829
2007-07-01,transportation,2520.398
2007-08-01,transportation,2537.482
2007-09-01,transportation,2352.338
2007-10-01,transportation,2439.286
2007-11-01,transportation,2354.089
2007-12-01,transportation,2404.936
2008-01-01,transportation,2286.523
2008-02-01,transportation,2127.977
2008-03-01,transportation,2336.595
2008-04-01,transportation,2308.521
2008-05-01,transportation,2393.977
2008-06-01,transportation,2289.56
2008-07-01,transportation,2375.067
2008-08-01,transportation,2364.102
2008-09-01,transportation,2137.787
2008-10-01,transportation,2333.248
2008-11-01,transportation,2192.964
2008-12-01,transportation,2275.235
2009-01-01,transportation,2208.918
2009-02-01,transportation,1995.568
2009-03-01,transportation,2257.427
2009-04-01,transportation,2218.936
2009-05-01,transportation,2241.899
2009-06-01,transportation,2244.342
2009-07-01,transportation,2297.714
2009-08-01,transportation,2324.277
2009-09-01,transportation,2155.813
2009-10-01,transportation,2265.924
2009-11-01,transportation,2161.027
2009-12-01,transportation,2276.49
2010-01-01,transportation,2162.675
2010-02-01,transportation,1980.317
2010-03-01,transportation,2262.459
2010-04-01,transportation,2249.507
2010-05-01,transportation,2314.278
2010-06-01,transportation,2286.146
2010-07-01,transportation,2365.894
2010-08-01,transportation,2364.538
2010-09-01,transportation,2261.969
2010-10-01,transportation,2294.194
2010-11-01,transportation,2193.821
2010-12-01,transportation,2281.018
2011-01-01,transportation,2182.231
2011-02-01,transportation,2008.251
2011-03-01,transportation,2267.917
2011-04-01,transportation,2202.777
2011-05-01,transportation,2277.284
2011-06-01,transportation,2284.698
2011-07-01,transportation,2300.334
2011-08-01,transportation,2330.99
2011-09-01,transportation,2200.934
2011-10-01,transportation,2237.299
2011-11-01,transportation,2158.591
2011-12-01,transportation,2235.32
2012-01-01,transportation,2108.65
2012-02-01,transportation,2045.991
2012-03-01,transportation,2190.465
2012-04-01,transportation,2162.771
2012-05-01,transportation,2268.339
2012-06-01,transportation,2235.189
2012-07-01,transportation,2280.372
2012-08-01,transportation,2331.817
2012-09-01,transportation,2129.081
2012-10-01,transportation,2217.591
2012-11-01,transportation,2111.538
2012-12-01,transportation,2119.711
2013-01-01,transportation,2141.555
2013-02-01,transportation,1949.228
2013-03-01,transportation,2231.604
2013-04-01,transportation,2183.075
2013-05-01,transportation,2285.349
2013-06-01,transportation,2240.531
2013-07-01,transportation,2354.663
2013-08-01,transportation,2359.344
2013-09-01,transportation,2216.082
2013-10-01,transportation,2306.848
2013-11-01,transportation,2222.478
2013-12-01,transportation,2230.633
2014-01-01,transportation,2148.682
2014-02-01,transportation,1991.073
2014-03-01,transportation,2218.661
2014-04-01,transportation,2225.616
2014-05-01,transportation,2288.06
2014-06-01,transportation,2254.161
2014-07-01,transportation,2375.424
2014-08-01,transportation,2378.585
2014-09-01,transportation,2210.613
2014-10-01,transportation,2344.33
2014-11-01,transportation,2223.301
2014-12-01,transportation,2310.127
2015-01-01,transportation,2184.626
2015-02-01,transportation,2017.727
2015-03-01,transportation,2303.039
2015-04-01,transportation,2240.447
2015-05-01,transportation,2323.976
2015-06-01,transportation,2317.823
2015-07-01,transportation,2430.172
2015-08-01,transportation,2411.057
2015-09-01,transportation,2285.796
2015-10-01,transportation,2334.326
2015-11-01,transportation,2199.189
2015-12-01,transportation,2302.293
2016-01-01,transportation,2194.383
2016-02-01,transportation,2137.574
2016-03-01,transportation,2361.742
2016-04-01,transportation,2276.379
2016-05-01,transportation,2373.175
2016-06-01,transportation,2379.35
2016-07-01,transportation,2455.743
2016-08-01,transportation,2480.988
2016-09-01,transportation,2323.521
2016-10-01,transportation,2343.732
2016-11-01,transportation,2276.575
2016-12-01,transportation,2363.33
2017-01-01,transportation,2232.525
2017-02-01,transportation,2054.305
2017-03-01,transportation,2392.784
2017-04-01,transportation,2279.014
2017-05-01,transportation,2441.614
2017-06-01,transportation,2419.439
2017-07-01,transportation,2449.654
2017-08-01,transportation,2510.4
2017-09-01,transportation,2317.866
2017-10-01,transportation,2419.842
2017-11-01,transportation,2301.955
2017-12-01,transportation,2376.847
2018-01-01,transportation,2253.97
2018-02-01,transportation,2049.612
2018-03-01,transportation,2410.316
2018-04-01,transportation,2315.485
2018-05-01,transportation,2462.405
2018-06-01,transportation,2431.314
2018-07-01,transportation,2501.531
2018-08-01,transportation,2545.464
