id,neighborhood,room_type,accommodates,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,acceptance_rate,host_since,last_review,num_reviews,latitude,longitude,minimum_nights,maximum_nights
20769447,Capitol Hill,Entire home/apt,2,1.0,88,50,0,4.9,0,within an hour,100%,2017-09-01,2021-09-13,116,38.88986,-76.99399,2,60
20771927,Downtown,Entire home/apt,2,1.0,115,50,0,,0,,,2015-09-02,,0,38.90019,-77.02272,1,7
20772004,Edgewood,Entire home/apt,4,2.0,100,100,100,4.4,0,within a day,70%,2016-05-13,2021-07-23,20,38.91795,-77.00722,3,30
20773220,Shaw,Entire home/apt,2,1.0,89,25,0,4.96,0,,90%,2013-08-24,2021-05-15,27,38.90998,-77.02838,10,1125
20773444,Capitol Hill,Entire home/apt,2,1.0,81,50,0,4.69,0,within an hour,90%,2016-01-10,2021-08-23,108,38.8917,-76.99693,1,1125
20773747,Brookland,Entire home/apt,2,1.0,90,50,25,,0,,,2017-07-24,,0,38.92081,-76.98542,1,7
20776800,Howard University,Entire home/apt,4,2.0,197,100,100,2.5,0,a few days or more,0%,2017-09-03,2017-11-02,5,38.91834,-77.02489,2,11
20779267,Capitol Hill,Entire home/apt,6,2.0,165,50,100,4.67,0,within an hour,90%,2016-01-10,2021-08-16,70,38.89196,-76.99835,1,1125
20779465,Deanwood,Entire home/apt,4,1.0,70,25,25,4.73,1,within a few hours,83%,2017-09-03,2021-07-11,44,38.90151,-76.93816,2,30
20780000,Columbia Heights,Entire home/apt,2,,60,25,50,5.0,0,,,2016-02-05,2017-12-29,4,38.93737,-77.03686,1,1125
20788609,Downtown,Private room,1,1.0,51,25,0,0.0,0,,,2012-11-05,2017-09-08,1,38.90386,-77.02866,15,23
20808151,Dupont Circle,Private room,2,2.0,193,50,0,5.0,0,within an hour,,2016-10-18,2019-05-17,4,38.90747,-77.04633,3,365
20842495,Dupont Circle,Private room,2,1.0,62,50,25,4.75,0,,,2013-03-02,2017-09-28,4,38.91308,-77.047,2,1125
20842924,Shaw,Private room,2,1.0,75,25,50,4.78,0,within an hour,100%,2016-08-31,2021-08-22,295,38.90719,-77.01581,1,60
20845336,Friendship Heights,Private room,2,1.0,65,50,50,4.8,0,,,2016-03-12,2017-11-11,5,38.94195,-77.08978,1,15
20846063,Near Southeast,Private room,2,1.0,75,25,0,4.29,0,within an hour,88%,2017-08-18,2019-06-11,14,38.877,-76.98814,1,180
20849583,Capitol Hill,Entire home/apt,8,4.0,400,50,0,4.79,0,,,2017-09-07,2020-01-26,102,38.88587,-77.0057,1,1125
20850080,Union Station,Entire home/apt,6,2.0,102,0,100,4.64,0,within an hour,97%,2012-08-21,2021-08-27,110,38.89923,-76.99813,2,1125
20850266,Union Station,Entire home/apt,6,2.0,102,50,50,4.74,0,within an hour,97%,2012-08-21,2021-08-26,106,38.9001,-76.99818,2,1125
20850507,Union Station,Entire home/apt,6,2.0,102,0,100,4.57,0,within an hour,97%,2012-08-21,2021-03-07,60,38.89878,-76.99825,2,1125
20850591,Union Station,Entire home/apt,6,2.0,102,100,0,4.55,0,within an hour,97%,2012-08-21,2021-08-31,102,38.89904,-76.99679,2,1125
20857521,West End,Entire home/apt,3,,95,0,0,4.0,0,,,2017-07-25,2017-09-14,2,38.90726,-77.04799,1,8
20857563,Brightwood Park,Entire home/apt,4,1.0,59,0,50,5.0,0,,,2012-06-11,2017-10-27,4,38.94825,-77.02331,3,1125
20859093,Kalorama Heights,Entire home/apt,5,3.0,125,100,0,5.0,0,,,2017-09-08,2017-10-28,7,38.91826,-77.04015,1,1125
20861216,Columbia Heights,Entire home/apt,8,3.0,299,50,50,4.92,0,within an hour,94%,2012-10-03,2021-06-05,26,38.93468,-77.02862,2,20
20861422,Downtown,Entire home/apt,3,1.0,195,100,100,,0,,,2015-03-30,,0,38.90043,-77.03411,5,1125
20861680,Downtown,Entire home/apt,3,1.0,195,0,0,3.71,0,,,2015-03-30,2021-05-09,8,38.90102,-77.0341,5,1125
20872045,Dupont Circle,Entire home/apt,2,1.0,159,50,50,5.0,0,,,2011-08-10,2019-06-16,9,38.9135,-77.04216,2,4
20876041,West End,Private room,1,1.0,150,50,100,5.0,0,,,2017-09-01,2017-09-20,1,38.90315,-77.05051,1,1125
20882593,Brightwood Park,Private room,2,,60,25,0,4.79,0,,100%,2011-08-24,2020-10-18,38,38.95202,-77.02291,2,1124
20893833,Columbia Heights,Private room,1,1.0,50,25,25,,0,,,2014-03-20,,0,38.92079,-77.03621,1,1125
20894617,Downtown,Entire home/apt,3,1.0,235,50,0,,0,within a few hours,87%,2016-09-16,,0,38.89954,-77.03368,5,1125
20895152,Downtown,Entire home/apt,3,1.0,235,100,0,3.0,0,within a few hours,87%,2016-09-16,2021-06-27,1,38.89911,-77.03396,5,1125
20900080,Dupont Circle,Entire home/apt,6,1.0,110,100,100,5.0,1,,100%,2015-08-01,2018-05-09,5,38.91369,-77.04173,7,60
20913095,Deanwood,Entire home/apt,5,2.0,100,50,50,4.5,0,within an hour,50%,2016-07-13,2021-08-29,3,38.8951,-76.92158,1,12
20945085,Shaw,Entire home/apt,3,1.0,169,50,100,4.8,0,within a few hours,93%,2015-08-04,2018-10-09,5,38.90606,-77.02992,3,1125
20948659,Brightwood Park,Entire home/apt,4,,60,25,25,4.71,0,,,2015-06-10,2020-04-13,277,38.95483,-77.01922,1,14
20957404,Kalorama Heights,Entire home/apt,3,1.0,101,50,50,4.69,0,within an hour,85%,2014-04-24,2021-03-20,17,38.92634,-77.04002,3,1125
20967282,Douglas,Private room,1,1.0,180,0,0,,0,,,2017-08-02,,0,38.85087,-76.98264,1,1125
20968665,Howard University,Entire home/apt,4,1.0,92,50,0,4.97,1,within an hour,100%,2016-09-12,2021-09-10,193,38.91633,-77.02992,2,1125
20969903,Howard University,Entire home/apt,6,2.0,97,0,50,4.88,1,within an hour,100%,2017-07-26,2021-09-16,132,38.91726,-77.02594,2,65
20976003,Howard University,Entire home/apt,4,2.0,139,0,100,4.88,1,within an hour,100%,2015-05-23,2021-05-31,26,38.91902,-77.02739,7,300
20983563,Edgewood,Entire home/apt,7,3.0,319,0,50,5.0,1,within a few hours,91%,2016-01-10,2021-08-23,36,38.91114,-77.01358,3,30
20995225,Spring Valley,Entire home/apt,4,1.0,119,50,50,4.99,1,within an hour,100%,2016-09-17,2021-08-23,73,38.94365,-77.09459,2,1125
21012348,Capitol Hill,Entire home/apt,2,1.0,105,50,100,4.51,0,within an hour,90%,2016-01-10,2021-08-16,59,38.89188,-76.99779,1,1125
21013396,Brightwood Park,Entire home/apt,4,1.0,115,0,0,4.89,1,within an hour,100%,2017-09-19,2021-09-10,132,38.93836,-77.02385,1,1125
21038149,Capitol Hill,Hotel room,6,1.0,29,50,25,4.64,0,within an hour,88%,2017-08-18,2021-08-28,25,38.8772,-76.98764,1,90
21038479,Capitol Hill,Hotel room,6,1.0,29,25,50,4.54,0,within an hour,88%,2017-08-18,2021-08-26,74,38.87732,-76.98804,1,90
21043913,Capitol Hill,Hotel room,6,1.0,25,0,0,4.54,0,within an hour,88%,2017-08-18,2021-08-26,50,38.87896,-76.98772,1,1125
21044002,Capitol Hill,Hotel room,6,1.0,25,50,50,4.38,0,within an hour,88%,2017-08-18,2021-08-31,21,38.87718,-76.98758,1,90
21044056,Capitol Hill,Hotel room,6,1.0,25,0,50,4.63,0,within an hour,88%,2017-08-18,2021-08-22,16,38.87923,-76.98944,1,90
21044104,Capitol Hill,Hotel room,6,1.0,25,25,25,4.42,0,within an hour,88%,2017-08-18,2020-02-17,12,38.87783,-76.98749,1,90
21065809,Hawthorne,Private room,5,2.0,75,25,25,4.82,0,,,2017-05-23,2020-03-07,254,38.96264,-77.06154,1,1125
21067890,Union Station,Entire home/apt,2,1.0,79,25,0,5.0,0,,,2014-05-01,2018-04-06,6,38.89877,-76.9964,2,11
21078498,Downtown,Entire home/apt,3,1.0,77,25,25,5.0,0,,,2016-08-22,2018-05-28,8,38.90544,-77.02685,2,5
21082556,Takoma,Private room,2,1.0,43,50,0,4.81,0,,,2015-05-01,2018-06-30,16,38.97934,-77.02202,1,1125
21088019,West End,Entire home/apt,4,2.0,202,0,50,4.88,0,within an hour,100%,2014-02-20,2021-08-29,155,38.90042,-77.05129,4,1125
21088730,Howard University,Entire home/apt,5,2.0,250,100,50,4.98,1,within an hour,96%,2015-09-18,2021-08-30,100,38.91657,-77.02681,3,90
21103562,Shaw,Entire home/apt,3,1.0,140,100,50,4.89,1,,,2012-08-16,2020-03-13,57,38.91075,-77.0299,3,1125
21106596,Union Station,Entire home/apt,4,1.0,105,50,100,4.89,1,within an hour,100%,2016-03-07,2021-09-14,159,38.90231,-76.9958,3,1125
21111900,Ivy City,Private room,1,1.0,35,0,0,5.0,0,,,2013-12-24,2019-01-02,9,38.9066,-76.99902,5,50
21114328,Brightwood Park,Shared room,1,1.0,20,0,50,,0,,,2017-04-11,,0,38.9415,-77.032,1,2
21118188,Union Station,Entire home/apt,2,1.0,130,100,100,4.99,1,within an hour,100%,2011-04-21,2020-11-29,83,38.90268,-76.99216,2,1125
21120222,Dupont Circle,Entire home/apt,3,1.0,175,0,0,5.0,0,,,2015-11-12,2017-10-29,3,38.90593,-77.04457,3,1125
21121579,Kalorama Heights,Entire home/apt,6,2.0,145,100,0,4.25,0,,,2013-04-10,2018-05-27,4,38.91829,-77.04275,6,1125
21122879,Capitol Hill,Entire home/apt,2,1.0,114,0,100,4.99,1,within an hour,97%,2014-08-20,2021-09-06,199,38.88073,-76.9819,2,1125
21124311,Ivy City,Entire home/apt,3,1.0,44,50,0,4.5,0,,,2011-05-17,2017-11-19,4,38.90042,-76.97549,2,14
21134013,Columbia Heights,Entire home/apt,3,1.0,101,100,0,4.84,0,within an hour,94%,2016-07-27,2021-09-13,206,38.92455,-77.03025,3,1125
21135212,Georgetown,Entire home/apt,5,2.0,128,100,50,4.72,1,within an hour,94%,2015-10-15,2021-09-02,54,38.9106,-77.06636,2,89
21141774,Edgewood,Private room,5,2.0,94,50,0,4.8,0,,,2017-03-26,2018-01-01,6,38.93138,-77.01776,2,40
21151433,Shaw,Shared room,2,1.0,35,50,50,4.68,0,within an hour,100%,2015-01-15,2019-08-25,28,38.90987,-77.02368,1,1125
21151752,Shaw,Shared room,3,1.0,35,0,25,4.62,0,within an hour,100%,2015-01-15,2020-07-14,71,38.90987,-77.02368,1,1125
21157125,Cathedral Heights,Entire home/apt,2,1.0,100,0,50,4.76,0,,,2011-09-13,2019-07-07,26,38.9194,-77.07132,1,1125
21160435,North Michigan Park,Private room,1,1.0,64,0,50,4.8,1,within an hour,100%,2013-08-01,2019-07-18,46,38.94672,-76.99333,2,1125
21161218,North Cleveland Park,Entire home/apt,3,1.0,150,50,0,,0,within a day,0%,2017-09-30,,0,38.94302,-77.06159,4,60
21173309,Union Station,Entire home/apt,4,1.0,98,50,50,4.77,1,within an hour,100%,2017-07-28,2021-08-01,48,38.89972,-76.98804,1,31
21177503,Edgewood,Entire home/apt,5,2.0,125,0,50,4.58,1,within an hour,88%,2017-04-07,2021-07-06,24,38.9119,-77.01638,3,1125
21181175,Brightwood Park,Entire home/apt,3,1.0,110,50,0,4.73,0,within an hour,100%,2015-10-01,2021-08-29,133,38.93998,-77.03649,1,1125
21183467,Columbia Heights,Entire home/apt,5,2.0,100,100,50,5.0,0,within a few hours,67%,2013-01-08,2021-08-12,5,38.93484,-77.03653,4,1125
21185273,Shaw,Entire home/apt,4,1.0,120,0,0,4.51,0,within an hour,95%,2012-11-29,2021-08-23,47,38.91061,-77.0267,4,365
21198255,Edgewood,Entire home/apt,4,2.0,119,50,50,4.88,0,within a day,33%,2017-04-18,2021-07-31,21,38.92055,-77.01339,1,1125
21201789,Columbia Heights,Entire home/apt,8,3.0,310,0,100,4.66,0,within an hour,99%,2017-10-03,2021-05-31,74,38.93579,-77.02045,3,30
21201876,Edgewood,Entire home/apt,2,1.0,70,50,50,4.94,1,within an hour,89%,2016-04-28,2021-07-19,31,38.91452,-77.01238,3,1125
21212730,Columbia Heights,Entire home/apt,1,1.0,75,0,0,,0,,,2015-02-25,,0,38.93128,-77.03744,1,10
21232712,North Cleveland Park,Entire home/apt,2,,65,0,50,5.0,0,,,2016-12-29,2017-12-30,4,38.94463,-77.05932,5,1125
21233791,West End,Entire home/apt,4,1.0,129,0,50,4.88,0,within an hour,95%,2015-09-14,2021-08-27,230,38.90124,-77.05086,1,1125
21249790,North Michigan Park,Entire home/apt,2,,45,50,25,4.75,0,,,2013-09-22,2018-10-21,12,38.9477,-76.99283,2,3
21254430,Southwest Employment Area,Entire home/apt,2,1.0,155,100,50,4.83,0,within an hour,100%,2014-07-15,2021-08-30,13,38.87775,-77.01813,1,1125
21263539,Capitol Hill,Entire home/apt,2,1.0,54,0,50,4.91,0,,,2014-12-28,2018-07-25,35,38.88543,-76.98192,3,60
21265812,Shaw,Entire home/apt,3,,97,50,0,4.88,1,within a few hours,68%,2016-09-23,2021-09-11,204,38.91168,-77.01956,1,1125
21265927,Columbia Heights,Entire home/apt,4,2.0,102,0,100,4.94,0,,0%,2013-09-12,2018-05-11,17,38.92091,-77.03357,90,180
21276696,Lamont Riggs,Private room,2,1.0,85,0,50,4.97,0,within a day,33%,2015-12-28,2020-02-22,30,38.95563,-76.99319,4,150
21281308,Union Station,Entire home/apt,9,3.0,335,100,100,5.0,0,,,2016-07-05,2018-01-01,1,38.89602,-76.98311,2,6
21281978,Takoma,Entire home/apt,2,,99,50,25,4.97,1,,100%,2017-05-13,2021-04-22,37,38.97848,-77.01943,1,30
21282511,Dupont Circle,Private room,2,1.0,113,0,50,4.71,0,within a few hours,87%,2013-03-16,2021-04-04,24,38.91187,-77.04554,1,720
21282988,Ivy City,Entire home/apt,8,3.0,421,0,50,4.81,1,within an hour,97%,2016-05-13,2021-09-12,90,38.90512,-76.98877,2,25
21288872,Dupont Circle,Entire home/apt,1,,212,50,100,,0,,,2015-07-29,,0,38.91464,-77.03771,1,1125
21292577,Lamont Riggs,Entire home/apt,4,,75,25,50,5.0,0,within a few hours,78%,2016-05-24,2021-08-22,12,38.96103,-76.99962,1,1125
21297092,Brookland,Private room,4,1.0,38,50,50,5.0,0,,,2016-09-23,2018-02-25,13,38.92091,-76.97675,1,1125
21297571,Shaw,Private room,4,2.0,175,50,100,,0,,,2017-02-23,,0,38.90737,-77.01657,2,14
21305912,Dupont Circle,Entire home/apt,4,2.0,104,100,100,4.95,1,,,2015-12-31,2020-05-02,161,38.91019,-77.03943,3,150
21306686,Shaw,Entire home/apt,4,1.0,73,0,50,4.85,1,within an hour,100%,2011-09-21,2021-09-11,124,38.90821,-77.01654,3,28
21307831,Dupont Circle,Entire home/apt,3,1.0,94,25,0,,0,,,2016-09-16,,0,38.91112,-77.03785,2,1125
21310291,West End,Entire home/apt,2,1.0,78,0,25,4.8,0,within an hour,100%,2015-12-30,2021-09-13,313,38.90753,-77.04879,1,1125
21325478,Columbia Heights,Private room,2,1.0,54,0,50,4.74,0,within an hour,97%,2015-09-23,2021-08-09,100,38.92707,-77.02331,2,1125
21326028,Edgewood,Entire home/apt,6,3.0,254,100,0,4.61,0,within an hour,91%,2016-04-15,2021-08-29,166,38.91213,-77.0077,2,1125
21334476,West End,Entire home/apt,4,2.0,121,50,0,4.79,0,within an hour,100%,2015-12-30,2021-08-30,241,38.90773,-77.0493,1,65
21354341,Shaw,Entire home/apt,9,4.0,350,50,0,4.89,0,,,2012-11-16,2019-03-24,66,38.90695,-77.0243,2,60
21366569,West End,Private room,1,1.0,50,50,25,,0,a few days or more,,2017-10-15,,0,38.90382,-77.05144,130,1125
21368941,Union Station,Entire home/apt,4,1.0,114,50,100,5.0,1,within an hour,100%,2015-02-03,2021-09-08,228,38.89292,-76.98007,3,30
21369693,Columbia Heights,Entire home/apt,2,,65,25,0,4.85,0,within a few hours,50%,2013-02-28,2021-07-12,102,38.9369,-77.02145,2,30
21383867,Capitol Hill,Hotel room,6,1.0,25,0,25,4.57,0,within an hour,88%,2017-08-18,2021-08-28,42,38.87933,-76.98903,1,30
21383885,Howard University,Entire home/apt,6,3.0,99,50,0,5.0,0,,,2015-07-22,2018-01-02,7,38.92097,-77.01563,2,1125
21384121,Capitol Hill,Hotel room,6,1.0,25,50,0,4.59,0,within an hour,88%,2017-08-18,2021-08-29,39,38.87872,-76.98903,1,7
21384208,Capitol Hill,Shared room,6,1.0,25,0,0,4.63,0,within an hour,88%,2017-08-18,2021-08-27,19,38.87767,-76.98913,1,150
21384322,Capitol Hill,Shared room,6,1.0,25,25,25,4.55,0,within an hour,88%,2017-08-18,2021-08-28,105,38.87914,-76.98942,1,7
21385338,Capitol Hill,Private room,2,1.0,67,0,0,4.87,1,,,2013-08-20,2020-02-16,45,38.88706,-76.98143,3,31
21392155,Dupont Circle,Entire home/apt,4,1.0,132,100,0,4.9,1,,,2015-03-05,2021-09-06,138,38.90859,-77.04784,4,60
21398898,Near Southeast,Shared room,12,1.0,25,0,25,4.58,0,within an hour,88%,2017-08-18,2021-03-04,19,38.87715,-76.98889,1,90
21399073,Near Southeast,Hotel room,12,1.0,25,0,25,4.18,0,within an hour,88%,2017-08-18,2021-07-24,12,38.87717,-76.98827,1,90
21414621,Capitol Hill,Hotel room,12,1.0,29,50,50,4.17,0,within an hour,88%,2017-08-18,2021-08-05,6,38.87854,-76.98934,1,90
21414624,Capitol Hill,Shared room,12,1.0,29,25,25,4.7,0,within an hour,88%,2017-08-18,2019-05-21,10,38.87918,-76.98947,1,90
21422900,Union Station,Private room,1,1.0,45,0,0,4.86,0,within a day,86%,2017-07-05,2021-05-22,86,38.8935,-76.99832,5,60
21426389,Columbia Heights,Entire home/apt,6,2.0,145,50,0,4.67,0,within a few hours,98%,2014-07-20,2021-07-05,95,38.92946,-77.0267,4,1125
21427161,Brightwood Park,Private room,2,,95,25,0,,0,,,2017-10-19,,0,38.95546,-77.02257,2,1125
21436504,Capitol Hill,Entire home/apt,3,1.0,80,25,25,5.0,0,,,2014-04-04,2018-03-18,2,38.88937,-76.99135,4,1125
21436977,Cathedral Heights,Entire home/apt,2,1.0,81,25,25,4.97,1,within a few hours,76%,2013-05-27,2021-09-01,135,38.92045,-77.0748,2,100
21437643,Southwest Employment Area,Private room,2,1.0,60,0,50,4.37,0,within an hour,100%,2012-09-25,2021-09-11,180,38.8711,-77.01347,1,29
21438341,Kalorama Heights,Private room,1,1.0,50,25,0,,0,,,2011-09-16,,0,38.91685,-77.04368,2,5
21439632,Union Station,Entire home/apt,5,3.0,150,100,0,4.65,0,within an hour,91%,2016-11-30,2021-08-29,145,38.89697,-76.97157,2,30
21456367,Columbia Heights,Entire home/apt,4,1.0,83,50,50,4.94,1,within an hour,100%,2015-01-25,2021-09-16,177,38.9326,-77.03523,2,29
21456881,Columbia Heights,Entire home/apt,2,2.0,110,100,0,5.0,0,,,2017-07-24,2018-11-16,1,38.92143,-77.03281,1,7
21468564,Columbia Heights,Entire home/apt,3,1.0,50,0,50,,0,,,2012-03-27,,0,38.92425,-77.02974,3,1125
21470573,Lamont Riggs,Entire home/apt,3,1.0,125,50,100,4.81,1,within an hour,100%,2015-02-01,2021-04-18,44,38.9567,-76.99628,7,60
21473043,West End,Entire home/apt,5,2.0,190,0,0,4.74,1,within an hour,100%,2017-09-15,2021-08-29,145,38.89981,-77.05298,2,1125
21473050,Downtown,Entire home/apt,4,2.0,108,0,100,4.76,1,within an hour,100%,2013-07-10,2021-08-08,63,38.90654,-77.01025,5,395
21475020,Shaw,Entire home/apt,4,2.0,160,100,100,4.89,1,within an hour,94%,2011-08-22,2021-09-12,107,38.90576,-77.02533,2,1125
21489427,Dupont Circle,Entire home/apt,2,1.0,220,50,0,4.69,0,within a few hours,95%,2017-04-24,2021-07-23,29,38.91639,-77.03773,3,1125
21491206,Hawthorne,Private room,1,1.0,199,0,0,5.0,0,,,2017-10-24,2018-03-29,5,38.98157,-77.05661,1,1125
21504736,Ivy City,Entire home/apt,5,2.0,156,100,0,4.85,0,,100%,2012-02-29,2020-11-15,80,38.90565,-76.98732,2,30
21519530,Lamont Riggs,Private room,2,1.0,69,50,50,4.57,0,,,2017-10-26,2018-09-05,14,38.9702,-77.01131,30,1125
21519849,Lamont Riggs,Private room,2,1.0,66,50,25,4.7,0,,,2017-10-26,2018-11-03,20,38.97184,-77.01228,30,1125
21529028,Union Station,Entire home/apt,8,3.0,185,100,50,5.0,0,,,2011-12-13,2018-04-15,4,38.8981,-76.98686,3,18
21547958,Friendship Heights,Entire home/apt,2,1.0,90,25,25,4.86,0,within an hour,100%,2017-08-29,2021-07-15,35,38.94596,-77.08008,6,350
21551526,Capitol Hill,Shared room,6,1.0,29,25,50,4.8,0,within an hour,88%,2017-08-18,2019-10-19,5,38.87932,-76.98767,1,90
21563946,Columbia Heights,Entire home/apt,4,,67,50,25,4.72,0,within an hour,91%,2013-10-16,2021-09-01,37,38.92933,-77.02013,1,1125
21567411,Brightwood Park,Entire home/apt,1,1.0,40,25,50,,0,,,2015-07-28,,0,38.944,-77.03899,3,15
21575162,Fairfax Village,Entire home/apt,6,2.0,98,25,50,4.88,0,,,2016-08-15,2018-10-11,58,38.86069,-76.96057,2,30
21575396,Edgewood,Entire home/apt,4,3.0,699,100,150,5.0,0,within an hour,100%,2014-01-14,2021-07-11,2,38.91692,-77.00879,3,30
21578601,Shaw,Entire home/apt,3,1.0,109,0,0,4.43,0,a few days or more,60%,2017-10-31,2020-12-15,118,38.91208,-77.02798,25,365
21581702,Spring Valley,Entire home/apt,5,6.0,265,50,100,5.0,0,,100%,2013-09-09,2021-06-01,10,38.90856,-77.08085,7,1125
21589673,Edgewood,Entire home/apt,2,1.0,50,0,25,,0,,,2016-06-04,,0,38.92223,-76.99509,1,7
21591178,Ivy City,Entire home/apt,2,1.0,91,0,25,4.75,1,within an hour,93%,2017-03-11,2021-09-09,135,38.90964,-76.98534,2,1125
21592968,Howard University,Entire home/apt,4,2.0,375,50,100,5.0,0,,100%,2012-04-09,2019-07-07,7,38.91561,-77.03228,3,1125
21593076,Spring Valley,Private room,2,2.0,85,50,50,5.0,0,,100%,2013-09-09,2019-03-10,5,38.90895,-77.07937,7,1125
21596100,Edgewood,Private room,2,1.0,74,50,0,5.0,0,,,2013-02-14,2019-09-29,2,38.92941,-76.99484,2,9
21597502,Ivy City,Entire home/apt,5,2.0,123,100,100,4.81,0,within a day,0%,2017-11-01,2019-11-10,36,38.90564,-76.98327,5,1125
21618373,Howard University,Entire home/apt,1,1.0,115,50,50,5.0,0,,,2014-05-28,2018-04-19,4,38.91773,-77.03252,2,15
21620453,Downtown,Entire home/apt,1,1.0,139,100,50,4.73,0,within an hour,100%,2016-06-21,2021-09-11,11,38.90142,-77.01424,1,360
21635739,Capitol Hill,Private room,3,1.0,89,50,0,4.32,0,within an hour,88%,2017-08-18,2021-08-09,26,38.87736,-76.98801,1,90
21641272,Brightwood Park,Private room,2,2.0,39,25,25,0.0,0,,,2017-08-15,2017-12-30,4,38.94884,-77.01677,1,16
21642372,Dupont Circle,Private room,2,1.0,99,50,50,4.99,1,,0%,2017-11-05,2020-03-13,72,38.90966,-77.03465,2,1125
21646731,Shaw,Entire home/apt,4,3.0,1000,400,50,,0,,,2016-06-30,,0,38.90978,-77.03004,3,40
21646963,Dupont Circle,Entire home/apt,2,1.0,104,100,0,4.75,0,within an hour,100%,2015-12-30,2021-09-03,36,38.91547,-77.03851,3,1125
21647583,Columbia Heights,Private room,2,1.0,75,50,0,4.67,0,,,2014-08-03,2018-06-26,6,38.92258,-77.03612,3,18
21648047,Columbia Heights,Private room,1,1.0,40,25,0,4.0,0,,,2016-05-09,2018-09-09,4,38.92132,-77.03361,2,60
21656853,Capitol Hill,Entire home/apt,4,1.0,75,50,50,5.0,0,,,2016-07-24,2017-11-15,1,38.88295,-76.97911,5,7
21662190,Southwest Employment Area,Private room,4,1.0,70,25,50,4.4,0,within an hour,100%,2012-09-25,2021-09-12,270,38.8711,-77.01347,1,29
21663102,West End,Entire home/apt,4,,111,0,50,4.84,0,within an hour,94%,2012-09-04,2021-08-23,99,38.90166,-77.05084,1,800
21667440,North Cleveland Park,Entire home/apt,3,1.0,120,100,100,5.0,0,within an hour,100%,2017-06-28,2018-11-10,2,38.944,-77.06273,4,4
21667735,Woodridge,Entire home/apt,2,1.0,50,0,25,4.77,0,,,2016-09-28,2018-07-29,14,38.92875,-76.9582,1,1125
21668724,Cleveland Park,Entire home/apt,2,1.0,80,0,50,5.0,0,,,2014-12-04,2018-07-13,4,38.93569,-77.05675,1,1125
21680495,Capitol Hill,Private room,2,1.0,60,0,50,4.56,0,,,2016-02-13,2018-08-05,18,38.88156,-76.98692,1,1125
21680786,Congress Heights,Private room,3,1.0,86,50,50,4.6,0,,100%,2013-02-15,2020-01-18,46,38.83884,-76.99462,2,160
21681675,Capitol Hill,Private room,2,1.0,80,50,25,4.91,1,within a day,0%,2017-11-07,2020-03-16,222,38.88205,-77.00149,2,30
21683960,Congress Heights,Private room,1,1.0,25,50,25,4.8,0,,100%,2013-02-15,2020-01-01,20,38.83989,-76.99508,3,49
21695350,Shaw,Private room,2,1.0,54,25,25,0.0,0,,,2015-03-01,2017-11-25,4,38.91338,-77.01972,1,15
21695571,Dupont Circle,Entire home/apt,4,1.0,120,50,0,4.94,0,within a day,100%,2015-12-17,2021-08-07,144,38.91505,-77.03489,2,1125
21708245,Columbia Heights,Entire home/apt,4,,61,50,0,4.68,0,,,2012-01-24,2021-08-04,75,38.93589,-77.020218,2,15
21711623,Downtown,Entire home/apt,3,1.0,79,25,0,5.0,0,,,2017-10-19,2017-12-27,2,38.89888,-77.01545,2,1125
21712289,Congress Heights,Private room,2,1.0,76,25,25,4.74,0,,100%,2013-02-15,2019-09-28,43,38.83909,-76.99462,3,160
21717185,Takoma,Entire home/apt,2,1.0,80,50,50,4.88,0,within a few hours,75%,2017-11-09,2021-08-28,49,38.96319,-77.01403,2,30
21729336,Downtown,Entire home/apt,6,2.0,299,100,100,4.76,0,within an hour,99%,2016-11-28,2021-08-15,80,38.89853,-77.02038,2,90
21730002,Takoma,Entire home/apt,2,,61,0,25,4.88,1,within an hour,98%,2012-12-27,2021-09-04,174,38.96537,-77.01836,1,1125
21748348,Union Station,Private room,2,1.0,150,0,0,5.0,0,,,2015-06-01,2018-08-17,2,38.89475,-76.97904,1,1125
21753674,Capitol Hill,Private room,2,1.0,74,50,50,4.93,1,,,2017-04-13,2019-08-09,68,38.87753,-76.98328,60,120
21755642,Congress Heights,Entire home/apt,5,3.0,250,50,0,4.14,0,,100%,2013-02-15,2019-02-14,8,38.83989,-76.99508,3,39
21756049,Columbia Heights,Entire home/apt,3,1.0,100,50,100,0.0,0,,,2010-10-16,2017-11-20,1,38.92463,-77.02992,1,1125
21784912,Union Station,Entire home/apt,3,1.0,100,100,100,,0,,,2016-05-30,,0,38.90546,-77.00552,1,1125
21784919,Dupont Circle,Private room,1,1.0,45,50,50,5.0,0,,,2014-07-14,2017-12-11,1,38.91223,-77.04398,5,18
21787866,North Cleveland Park,Private room,1,1.0,50,25,0,,0,,,2015-08-11,,0,38.95421,-77.0704,4,5
21788048,Capitol Hill,Entire home/apt,10,3.0,321,100,0,4.99,1,within an hour,99%,2015-11-16,2021-09-06,80,38.88663,-76.98857,3,90
21793152,Ivy City,Entire home/apt,2,1.0,89,25,50,4.89,1,within an hour,98%,2013-04-24,2021-08-29,271,38.9047,-76.98895,2,60
21798682,Shaw,Entire home/apt,4,2.0,195,100,50,4.94,1,within a few hours,68%,2016-09-23,2021-08-29,148,38.91168,-77.01956,1,30
21802270,Takoma,Entire home/apt,2,1.0,75,25,50,4.86,0,,,2015-12-09,2018-07-25,14,38.96032,-77.02073,2,7
