Patron Type,Age Range,Home Library,Active Date,Checkouts,Renewals,Notice Preference,Year Patron Registered,Outside of County
ADULT,45 to 54 years,Main Library,2013-10-01,21,0,email,2012,False
JUVENILE,0 to 9 years,Chinatown,2015-10-01,21,0,email,2015,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,20 to 24 years,Main Library,2014-09-01,0,0,email,2012,True
WELCOME,10 to 19 years,Sunset,,0,0,email,2015,True
ADULT,45 to 54 years,West Portal,2016-01-01,139,56,phone,2003,False
ADULT,45 to 54 years,Mission,2015-07-01,300,55,email,2003,False
ADULT,10 to 19 years,Portola,2012-07-01,146,5,email,2003,False
SENIOR,45 to 54 years,Mission,2016-05-01,1,1,print,2016,True
JUVENILE,0 to 9 years,Ingleside,2016-07-01,112,5,email,2016,False
ADULT,60 to 64 years,Main Library,2014-03-01,41,16,phone,2003,True
ADULT,25 to 34 years,Main Library,2014-02-01,30,18,email,2004,False
SENIOR,65 to 74 years,Main Library,2013-11-01,181,100,email,2003,True
SENIOR,65 to 74 years,Noe Valley/Sally Brunn,2015-12-01,48,17,phone,2009,False
JUVENILE,0 to 9 years,Main Library,2014-11-01,65,0,phone,2010,False
AT USER SENIOR,75 years and over,Main Library,2014-08-01,896,352,print,2003,False
ADULT,35 to 44 years,Mission Bay,2014-02-01,26,39,email,2007,False
ADULT,35 to 44 years,Visitacion Valley,2010-03-01,67,0,email,2009,False
JUVENILE,0 to 9 years,Main Library,,0,0,email,2014,True
JUVENILE,0 to 9 years,Visitacion Valley,2016-07-01,78,0,print,2015,False
ADULT,25 to 34 years,Main Library,,0,0,email,2014,True
ADULT,20 to 24 years,Glen Park,2012-08-01,140,57,print,2003,False
ADULT,55 to 59 years,North Beach,2016-05-01,54,10,phone,2004,False
SENIOR,65 to 74 years,Merced,2016-06-01,166,171,email,2003,False
ADULT,25 to 34 years,Merced,,0,0,email,2013,False
ADULT,60 to 64 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,407,2,email,2003,False
ADULT,25 to 34 years,Main Library,2013-07-01,59,109,email,2009,False
ADULT,25 to 34 years,Main Library,2015-05-01,1,0,email,2015,False
YOUNG ADULT,10 to 19 years,Sunset,,0,0,email,2012,False
WELCOME,20 to 24 years,Ortega,2016-03-01,1,0,phone,2015,False
ADULT,45 to 54 years,Main Library,2015-06-01,196,150,email,2004,False
JUVENILE,0 to 9 years,Richmond,2013-08-01,54,8,email,2011,False
ADULT,25 to 34 years,Ortega,2016-07-01,36,24,email,2003,False
SENIOR,75 years and over,Richmond,2016-07-01,1277,359,email,2003,False
JUVENILE,,Western Addition,2016-03-01,2,0,email,2016,False
ADULT,25 to 34 years,Sunset,2015-02-01,1,0,email,2014,False
ADULT,55 to 59 years,North Beach,2016-07-01,86,52,email,2003,False
JUVENILE,10 to 19 years,Ortega,2016-06-01,111,1,phone,2011,False
ADULT,25 to 34 years,Western Addition,2015-12-01,8,13,email,2013,False
ADULT,35 to 44 years,Main Library,,0,0,phone,2013,False
ADULT,60 to 64 years,Presidio,,0,0,email,2012,False
ADULT,45 to 54 years,Main Library,,0,0,email,2013,True
ADULT,25 to 34 years,Park,2016-07-01,382,79,email,2010,False
ADULT,35 to 44 years,Bernal Heights,2016-06-01,20,11,email,2004,False
ADULT,25 to 34 years,Main Library,,0,0,email,2014,True
ADULT,45 to 54 years,Western Addition,2015-06-01,1,0,email,2015,True
ADULT,25 to 34 years,Main Library,2014-06-01,32,1,email,2009,False
ADULT,25 to 34 years,Mission Bay,2016-06-01,6,10,email,2015,False
YOUNG ADULT,10 to 19 years,Chinatown,2016-07-01,842,134,phone,2004,False
DIGITAL ACCESS CARD,35 to 44 years,Bernal Heights,,0,0,email,2015,True
JUVENILE,0 to 9 years,West Portal,2015-06-01,31,12,email,2014,False
JUVENILE,10 to 19 years,Noe Valley/Sally Brunn,2016-07-01,32,3,email,2012,False
ADULT,20 to 24 years,Main Library,2014-10-01,2,0,print,2012,False
JUVENILE,0 to 9 years,Main Library,,0,0,print,2014,False
ADULT,45 to 54 years,Mission Bay,2015-04-01,69,105,email,2013,False
ADULT,35 to 44 years,Portola,2015-07-01,137,3,email,2010,False
ADULT,35 to 44 years,Ortega,2016-07-01,319,0,email,2007,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,,0,0,email,2015,True
ADULT,45 to 54 years,Main Library,2016-07-01,973,199,email,2005,False
JUVENILE,0 to 9 years,Richmond,2016-07-01,524,22,email,2012,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,2016-05-01,131,24,email,2003,False
ADULT,35 to 44 years,Richmond,2013-09-01,42,17,email,2010,False
ADULT,35 to 44 years,Main Library,2016-06-01,136,32,email,2006,False
ADULT,35 to 44 years,Main Library,2016-01-01,62,84,email,2006,False
YOUNG ADULT,10 to 19 years,Main Library,2016-05-01,1,0,email,2016,False
ADULT,35 to 44 years,North Beach,,0,0,email,2013,False
ADULT,60 to 64 years,Main Library,,0,0,phone,2013,True
JUVENILE,0 to 9 years,Mission,2015-11-01,7,0,phone,2015,False
ADULT,35 to 44 years,West Portal,2014-07-01,16,0,email,2009,False
JUVENILE,0 to 9 years,Mission,,0,0,email,2014,False
ADULT,25 to 34 years,Richmond,2016-07-01,18,40,email,2014,False
JUVENILE,0 to 9 years,Noe Valley/Sally Brunn,2016-07-01,249,56,email,2013,False
ADULT,25 to 34 years,Ingleside,2015-10-01,1,0,email,2015,False
ADULT,35 to 44 years,Main Library,,0,0,email,2010,True
JUVENILE,10 to 19 years,Mission,2016-01-01,21,0,phone,2010,False
YOUNG ADULT,10 to 19 years,Ortega,2016-07-01,488,14,phone,2004,False
ADULT,25 to 34 years,Ingleside,2013-11-01,5,0,email,2013,False
ADULT,25 to 34 years,Main Library,2009-06-01,18,6,print,2003,False
ADULT,20 to 24 years,Sunset,2013-01-01,15,1,email,2012,False
ADULT,45 to 54 years,Main Library,2014-03-01,10,1,email,2013,False
SENIOR,65 to 74 years,Richmond,2013-08-01,63,3,email,2010,False
SENIOR,65 to 74 years,Main Library,2013-02-01,1806,186,email,2003,False
SENIOR,65 to 74 years,Bernal Heights,2013-09-01,74,39,email,2005,False
ADULT,25 to 34 years,Main Library,2014-11-01,8,16,phone,2010,False
ADULT,20 to 24 years,Main Library,2014-10-01,4,0,email,2014,False
JUVENILE,0 to 9 years,Potrero,2016-07-01,59,0,email,2012,False
SENIOR,65 to 74 years,West Portal,2014-12-01,16,0,email,2012,False
ADULT,0 to 9 years,Mission,2005-10-01,2,2,phone,2003,False
ADULT,10 to 19 years,West Portal,2016-06-01,1,0,email,2012,True
SENIOR,75 years and over,North Beach,2014-11-01,3163,25,phone,2009,False
ADULT,35 to 44 years,Main Library,2015-12-01,56,88,email,2013,False
ADULT,25 to 34 years,Main Library,2014-03-01,3,0,email,2014,False
ADULT,45 to 54 years,Noe Valley/Sally Brunn,2016-05-01,13,0,email,2006,False
ADULT,45 to 54 years,Main Library,,0,0,email,2016,False
ADULT,25 to 34 years,Western Addition,,0,0,email,2016,False
ADULT,20 to 24 years,Mission,2015-07-01,1,0,email,2015,False
ADULT,25 to 34 years,Main Library,2013-07-01,8,6,email,2009,False
ADULT,25 to 34 years,Bayview/Linda Brooks-Burton,2016-02-01,35,2,phone,2010,True
JUVENILE,0 to 9 years,Excelsior,2015-02-01,2,0,email,2015,True
ADULT,25 to 34 years,Main Library,2016-06-01,49,42,email,2013,False
ADULT,55 to 59 years,Sunset,2015-03-01,2,0,phone,2012,False
ADULT,45 to 54 years,Sunset,2013-09-01,61,44,email,2003,False
ADULT,60 to 64 years,Main Library,2014-08-01,88,0,phone,2007,False
JUVENILE,10 to 19 years,Portola,2015-08-01,272,1,phone,2011,False
ADULT,45 to 54 years,Chinatown,2015-11-01,1216,608,phone,2003,False
VISITOR,65 to 74 years,Ortega,2014-04-01,5,15,email,2014,False
ADULT,25 to 34 years,Main Library,2014-04-01,3,3,email,2014,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,False
ADULT,25 to 34 years,Presidio,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2015-11-01,11,0,phone,2012,False
YOUNG ADULT,10 to 19 years,Excelsior,2015-08-01,27,5,email,2007,False
ADULT,20 to 24 years,Portola,2013-04-01,2,2,phone,2011,False
JUVENILE,10 to 19 years,West Portal,2016-07-01,255,5,email,2007,False
YOUNG ADULT,10 to 19 years,Ocean View,2015-08-01,163,64,print,2005,False
ADULT,25 to 34 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Park,,0,0,email,2012,True
SENIOR,65 to 74 years,Portola,2014-05-01,16,5,print,2014,False
ADULT,35 to 44 years,Park,2015-09-01,23,42,email,2012,False
SENIOR,65 to 74 years,Merced,2008-05-01,4,4,email,2007,True
ADULT,35 to 44 years,Glen Park,2015-06-01,263,75,email,2004,False
JUVENILE,0 to 9 years,Golden Gate Valley,2016-07-01,386,40,phone,2009,False
ADULT,60 to 64 years,Main Library,,0,0,email,2012,True
ADULT,25 to 34 years,Presidio,2014-03-01,3,4,email,2012,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2015,False
ADULT,20 to 24 years,Main Library,,0,0,email,2015,True
ADULT,60 to 64 years,West Portal,2015-08-01,1,0,email,2015,False
ADULT,45 to 54 years,Mission,,0,0,email,2014,True
ADULT,25 to 34 years,Sunset,2016-07-01,39,10,email,2015,False
SENIOR,75 years and over,Ortega,2016-01-01,548,6,phone,2003,False
ADULT,10 to 19 years,Chinatown,2015-05-01,77,1,email,2010,False
ADULT,25 to 34 years,Parkside,2014-09-01,97,1,email,2013,False
ADULT,20 to 24 years,Ingleside,2014-09-01,5,0,email,2011,False
YOUNG ADULT,10 to 19 years,Eureka Valley/Harvey Milk Memorial,2013-07-01,189,0,email,2008,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2014,True
YOUNG ADULT,10 to 19 years,Anza,2015-10-01,8,0,phone,2008,False
JUVENILE,0 to 9 years,Parkside,,0,0,email,2015,False
ADULT,25 to 34 years,Ingleside,,0,0,email,2015,False
SENIOR,65 to 74 years,Richmond,,0,0,email,2010,False
ADULT,55 to 59 years,North Beach,2014-08-01,115,25,email,2010,False
ADULT,35 to 44 years,Main Library,2016-07-01,21,0,print,2011,False
ADULT,60 to 64 years,Sunset,2015-11-01,35,1,print,2010,False
JUVENILE,10 to 19 years,Glen Park,2015-02-01,7,0,phone,2010,False
ADULT,25 to 34 years,Park,,0,0,email,2015,False
ADULT,35 to 44 years,Main Library,2013-02-01,499,42,email,2008,False
ADULT,35 to 44 years,Potrero,2016-01-01,3,2,email,2014,False
JUVENILE,10 to 19 years,Ortega,2016-07-01,3398,861,email,2011,False
SENIOR,65 to 74 years,Marina,2014-01-01,3,0,email,2013,True
JUVENILE,0 to 9 years,Richmond,2016-05-01,14,3,print,2014,False
ADULT,25 to 34 years,Main Library,2014-04-01,109,194,email,2012,True
ADULT,25 to 34 years,Merced,2012-07-01,1,0,email,2012,True
TEACHER CARD,0 to 9 years,Mission,2014-11-01,5,0,email,2014,False
ADULT,35 to 44 years,Mission Bay,2016-05-01,314,130,email,2011,False
ADULT,45 to 54 years,Marina,2015-04-01,50,51,email,2012,False
JUVENILE,0 to 9 years,Mission,2016-07-01,29,3,email,2016,False
ADULT,25 to 34 years,Anza,2016-02-01,348,512,email,2003,False
ADULT,45 to 54 years,Main Library,2015-01-01,198,6,email,2006,False
ADULT,45 to 54 years,Potrero,,0,0,email,2012,True
ADULT,45 to 54 years,Main Library,2012-10-01,558,70,email,2003,True
ADULT,25 to 34 years,Western Addition,,0,0,email,2015,True
ADULT,60 to 64 years,Mission Bay,2016-06-01,62,54,email,2009,True
ADULT,45 to 54 years,Chinatown,2014-10-01,147,69,print,2011,False
WELCOME,20 to 24 years,Main Library,2013-08-01,1,2,email,2013,False
ADULT,60 to 64 years,Main Library,2016-06-01,196,9,email,2003,False
ADULT,60 to 64 years,Main Library,2015-09-01,95,0,phone,2012,False
WELCOME,35 to 44 years,Potrero,2014-02-01,1,0,email,2014,False
JUVENILE,0 to 9 years,Ocean View,,0,0,phone,2016,False
ADULT,25 to 34 years,Portola,,0,0,email,2015,False
ADULT,25 to 34 years,West Portal,2014-11-01,56,46,email,2010,False
ADULT,55 to 59 years,Main Library,2016-05-01,3,0,phone,2016,False
ADULT,25 to 34 years,Main Library,2013-07-01,10,3,email,2006,False
JUVENILE,0 to 9 years,Western Addition,2016-06-01,43,0,email,2015,False
JUVENILE,0 to 9 years,Richmond,2016-07-01,136,171,email,2016,False
ADULT,35 to 44 years,Presidio,2015-12-01,126,97,email,2003,False
ADULT,35 to 44 years,Main Library,2015-11-01,14,6,email,2003,False
ADULT,45 to 54 years,Presidio,2012-07-01,74,104,email,2008,False
SENIOR,65 to 74 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,226,147,email,2003,False
JUVENILE,10 to 19 years,West Portal,2015-09-01,194,100,email,2009,False
ADULT,45 to 54 years,Main Library,2015-01-01,64,37,email,2003,True
ADULT,20 to 24 years,Main Library,2015-08-01,31,5,email,2013,True
JUVENILE,10 to 19 years,Eureka Valley/Harvey Milk Memorial,2014-10-01,526,6,email,2010,False
WELCOME,45 to 54 years,Marina,2014-08-01,1,0,email,2014,False
WELCOME,35 to 44 years,Main Library,,0,0,print,2012,False
ADULT,25 to 34 years,Main Library,2013-02-01,14,0,email,2013,False
JUVENILE,0 to 9 years,Glen Park,2016-07-01,25,0,email,2015,False
JUVENILE,10 to 19 years,Mission,2016-07-01,404,14,phone,2009,False
ADULT,60 to 64 years,Main Library,2013-10-01,6,1,email,2003,True
ADULT,45 to 54 years,Bernal Heights,2015-03-01,44,2,phone,2014,False
ADULT,55 to 59 years,Main Library,2014-08-01,1,0,email,2014,False
ADULT,35 to 44 years,Bernal Heights,2013-10-01,267,55,email,2003,False
JUVENILE,0 to 9 years,Mission,,0,0,print,2015,False
ADULT,25 to 34 years,Presidio,2015-11-01,29,10,email,2012,False
ADULT,45 to 54 years,Main Library,2015-09-01,96,0,phone,2015,False
ADULT,35 to 44 years,Bernal Heights,2016-03-01,84,22,email,2003,False
JUVENILE,10 to 19 years,West Portal,2016-02-01,32,3,email,2011,False
ADULT,25 to 34 years,Main Library,2014-08-01,8,0,phone,2014,False
JUVENILE,0 to 9 years,Western Addition,2016-07-01,25,1,phone,2014,False
ADULT,10 to 19 years,Main Library,2015-09-01,1,0,email,2015,True
ADULT,35 to 44 years,Main Library,,0,0,email,2013,True
ADULT,25 to 34 years,Mission Bay,2014-01-01,3,1,print,2007,False
ADULT,25 to 34 years,Main Library,,0,0,email,2014,True
SENIOR,65 to 74 years,Bernal Heights,2016-06-01,334,209,email,2003,False
ADULT,25 to 34 years,Main Library,2016-05-01,4,1,email,2006,False
ADULT,25 to 34 years,Richmond,,0,0,print,2014,False
WELCOME,25 to 34 years,Main Library,2014-08-01,2,1,email,2014,False
ADULT,35 to 44 years,Sunset,2015-07-01,46,5,email,2007,False
ADULT,25 to 34 years,Main Library,2015-08-01,117,62,email,2009,False
ADULT,20 to 24 years,Ingleside,2014-08-01,22,0,email,2013,False
ADULT,25 to 34 years,Main Library,2016-07-01,11,4,email,2015,False
ADULT,25 to 34 years,North Beach,2013-07-01,98,0,email,2012,False
ADULT,25 to 34 years,Parkside,2015-01-01,2,1,email,2014,False
SENIOR,65 to 74 years,Ingleside,,0,0,phone,2014,False
ADULT,55 to 59 years,Mission,2010-05-01,25,36,email,2003,False
ADULT,55 to 59 years,Main Library,,0,0,email,2013,True
ADULT,25 to 34 years,Mission,,0,0,email,2015,False
ADULT,35 to 44 years,Main Library,2016-07-01,139,94,email,2007,False
ADULT,25 to 34 years,Main Library,2015-01-01,11,5,email,2014,False
ADULT,25 to 34 years,Sunset,2016-07-01,26,32,email,2015,False
ADULT,45 to 54 years,Glen Park,2014-08-01,16,18,email,2010,False
SENIOR,75 years and over,Main Library,2016-04-01,13,0,phone,2003,False
ADULT,45 to 54 years,Main Library,2015-01-01,28,14,email,2003,False
JUVENILE,0 to 9 years,Richmond,2016-06-01,79,19,email,2014,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2016,False
SENIOR,75 years and over,Sunset,2016-07-01,33,0,phone,2003,False
JUVENILE,10 to 19 years,Potrero,2016-04-01,23,1,phone,2008,False
ADULT,35 to 44 years,Main Library,2012-10-01,90,2,email,2008,False
JUVENILE,10 to 19 years,Presidio,2016-07-01,1543,239,email,2010,False
ADULT,25 to 34 years,Mission,2009-12-01,26,7,email,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2015,True
ADULT,25 to 34 years,Main Library,2013-05-01,72,69,email,2012,False
ADULT,20 to 24 years,Excelsior,,0,0,email,2014,False
ADULT,35 to 44 years,Excelsior,2016-05-01,39,0,email,2011,False
ADULT,35 to 44 years,Glen Park,2015-06-01,151,113,email,2008,False
WELCOME,25 to 34 years,Sunset,2015-07-01,1,3,email,2014,False
WELCOME,25 to 34 years,Ingleside,,0,0,email,2013,False
ADULT,45 to 54 years,Anza,2014-03-01,305,56,email,2007,False
WELCOME,25 to 34 years,Anza,,0,0,email,2016,False
ADULT,25 to 34 years,Potrero,2015-10-01,168,228,email,2003,False
ADULT,20 to 24 years,Main Library,2014-06-01,44,20,email,2013,False
ADULT,35 to 44 years,Mission,2015-06-01,211,30,email,2006,False
JUVENILE,10 to 19 years,Ortega,2013-03-01,1,0,phone,2013,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2014,True
SENIOR,65 to 74 years,Marina,2016-02-01,47,8,email,2003,False
ADULT,45 to 54 years,Eureka Valley/Harvey Milk Memorial,2016-05-01,2308,213,phone,2003,False
ADULT,25 to 34 years,Marina,2014-12-01,20,9,email,2012,False
ADULT,45 to 54 years,Mission Bay,,0,0,email,2016,True
JUVENILE,0 to 9 years,Parkside,2016-05-01,30,0,email,2012,False
YOUNG ADULT,10 to 19 years,Merced,2014-10-01,8,0,phone,2014,False
ADULT,60 to 64 years,Ingleside,2016-07-01,1509,2,phone,2009,False
ADULT,25 to 34 years,Main Library,,0,0,email,2009,False
SENIOR,65 to 74 years,Main Library,2015-02-01,6,2,email,2013,True
ADULT,45 to 54 years,Excelsior,2015-03-01,2,0,email,2013,True
ADULT,20 to 24 years,Richmond,,0,0,email,2016,False
ADULT,10 to 19 years,Main Library,2015-10-01,6,7,email,2015,True
ADULT,20 to 24 years,Main Library,2016-06-01,5,1,email,2014,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
SENIOR,65 to 74 years,Main Library,2013-08-01,46,0,email,2009,False
ADULT,35 to 44 years,Western Addition,,0,0,email,2014,False
ADULT,45 to 54 years,Main Library,2006-02-01,11,4,email,2003,False
ADULT,45 to 54 years,Mission Bay,,0,0,email,2015,True
YOUNG ADULT,10 to 19 years,Richmond,2014-05-01,48,14,email,2007,False
ADULT,60 to 64 years,Mission,2016-07-01,582,139,email,2003,False
ADULT,35 to 44 years,Main Library,2015-02-01,12,8,email,2003,True
SENIOR,65 to 74 years,Main Library,2015-04-01,184,123,email,2008,False
ADULT,25 to 34 years,Richmond,2016-06-01,109,121,email,2006,False
ADULT,35 to 44 years,North Beach,2014-08-01,9,0,email,2009,False
ADULT,60 to 64 years,Main Library,2014-06-01,36,3,email,2003,False
JUVENILE,10 to 19 years,Merced,2016-05-01,1,0,email,2016,True
ADULT,25 to 34 years,West Portal,2013-10-01,13,0,phone,2013,False
ADULT,25 to 34 years,Mission,2016-07-01,42,4,email,2015,False
ADULT,60 to 64 years,Glen Park,2012-02-01,4,0,email,2012,False
ADULT,45 to 54 years,Ortega,2016-07-01,13,3,phone,2013,False
JUVENILE,0 to 9 years,Bayview/Linda Brooks-Burton,2016-07-01,89,17,phone,2014,True
JUVENILE,10 to 19 years,Excelsior,2015-07-01,391,58,email,2008,False
JUVENILE,0 to 9 years,Noe Valley/Sally Brunn,2016-04-01,57,3,email,2014,False
ADULT,35 to 44 years,Sunset,2015-01-01,5,0,email,2011,False
ADULT,45 to 54 years,Main Library,2015-12-01,7,0,email,2013,True
JUVENILE,10 to 19 years,Chinatown,2015-07-01,172,2,phone,2010,False
ADULT,35 to 44 years,Main Library,2013-04-01,22,0,email,2012,False
SENIOR,65 to 74 years,Noe Valley/Sally Brunn,2016-07-01,221,130,email,2003,False
ADULT,25 to 34 years,Richmond,2016-07-01,3,1,email,2011,False
ADULT,25 to 34 years,Main Library,2014-02-01,5,1,email,2012,False
ADULT,20 to 24 years,Sunset,2014-04-01,975,537,phone,2003,False
JUVENILE,0 to 9 years,Excelsior,2015-07-01,4,0,email,2015,False
ADULT,35 to 44 years,Ortega,2014-07-01,5,14,email,2014,False
ADULT,45 to 54 years,Main Library,2016-01-01,23,6,email,2003,True
ADULT,35 to 44 years,Main Library,2015-06-01,919,1,phone,2006,True
ADULT,25 to 34 years,Anza,2015-02-01,7,1,email,2008,False
ADULT,10 to 19 years,Bernal Heights,2015-05-01,92,3,email,2003,False
WELCOME,35 to 44 years,Main Library,2015-10-01,1,0,phone,2015,False
ADULT,25 to 34 years,Mission,2016-05-01,3,0,phone,2012,False
SENIOR,65 to 74 years,Main Library,2015-08-01,213,17,email,2011,False
ADULT,35 to 44 years,Excelsior,2013-10-01,28,7,print,2009,False
JUVENILE,0 to 9 years,Main Library,2014-11-01,96,3,email,2013,False
ADULT,25 to 34 years,Main Library,2013-06-01,0,0,email,2013,False
JUVENILE,0 to 9 years,Mission,2016-07-01,140,30,email,2015,False
ADULT,25 to 34 years,Main Library,2014-08-01,0,0,email,2012,False
YOUNG ADULT,10 to 19 years,West Portal,2015-09-01,17,7,phone,2008,False
SENIOR,65 to 74 years,Ortega,2014-03-01,311,338,phone,2005,False
ADULT,60 to 64 years,Main Library,2015-02-01,0,0,email,2012,False
ADULT,55 to 59 years,Bernal Heights,2015-03-01,9,11,email,2007,False
ADULT,45 to 54 years,Merced,2016-04-01,73,3,email,2015,False
ADULT,25 to 34 years,Main Library,2015-07-01,193,28,email,2007,False
JUVENILE,10 to 19 years,Mission,2014-06-01,9,0,print,2009,False
ADULT,35 to 44 years,Sunset,,0,0,email,2015,False
SENIOR,65 to 74 years,Park,2016-06-01,93,76,email,2003,False
SENIOR,65 to 74 years,Park,2016-05-01,384,105,email,2003,False
ADULT,60 to 64 years,Main Library,,0,0,email,2013,True
ADULT,35 to 44 years,Main Library,2013-11-01,2,0,phone,2010,False
ADULT,45 to 54 years,Main Library,,0,0,email,2013,True
ADULT,20 to 24 years,Main Library,2016-04-01,15,42,email,2015,True
ADULT,25 to 34 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Main Library,2014-08-01,204,89,email,2009,False
ADULT,25 to 34 years,North Beach,2016-06-01,11,12,email,2015,False
JUVENILE,0 to 9 years,Anza,2016-06-01,184,5,email,2012,False
ADULT,25 to 34 years,Marina,2016-01-01,47,78,email,2003,False
SENIOR,65 to 74 years,West Portal,2016-07-01,587,1030,email,2003,False
ADULT,35 to 44 years,Parkside,2015-07-01,115,27,email,2013,False
SENIOR,65 to 74 years,Main Library,2015-05-01,1256,1,print,2014,False
YOUNG ADULT,10 to 19 years,Bayview/Linda Brooks-Burton,2016-07-01,12,1,email,2014,False
ADULT,35 to 44 years,Main Library,2014-02-01,1,0,email,2008,False
ADULT,25 to 34 years,Richmond,,0,0,email,2013,False
WELCOME,55 to 59 years,Main Library,,0,0,email,2015,False
ADULT,45 to 54 years,Presidio,2016-07-01,453,472,email,2013,False
ADULT,45 to 54 years,West Portal,2015-10-01,259,12,email,2003,False
ADULT,25 to 34 years,Noe Valley/Sally Brunn,2015-07-01,265,350,phone,2005,False
JUVENILE,10 to 19 years,North Beach,2015-10-01,84,2,phone,2010,False
ADULT,25 to 34 years,Park,,0,0,email,2016,True
ADULT,55 to 59 years,Main Library,2015-09-01,22,1,email,2015,False
ADULT,35 to 44 years,Excelsior,2014-04-01,6,0,email,2012,False
ADULT,10 to 19 years,Ocean View,2015-09-01,14,0,print,2008,False
YOUNG ADULT,10 to 19 years,Portola,2015-10-01,251,4,email,2005,False
ADULT,35 to 44 years,Park,2014-06-01,5,0,email,2014,True
ADULT,45 to 54 years,North Beach,2015-09-01,926,124,phone,2009,False
SENIOR,65 to 74 years,Merced,2012-10-01,1,1,email,2012,True
SENIOR,65 to 74 years,West Portal,2016-06-01,476,29,email,2003,False
SENIOR,65 to 74 years,Richmond,2016-02-01,209,109,email,2003,False
YOUNG ADULT,10 to 19 years,Glen Park,2016-07-01,1105,298,email,2003,False
ADULT,35 to 44 years,Merced,,0,0,email,2014,True
ADULT,60 to 64 years,Anza,2016-05-01,126,124,email,2012,False
ADULT,35 to 44 years,Bernal Heights,2016-06-01,20,8,email,2016,False
YOUNG ADULT,10 to 19 years,Richmond,2014-07-01,28,0,print,2012,False
SENIOR,65 to 74 years,Bernal Heights,2013-05-01,19,0,email,2010,False
ADULT,25 to 34 years,Main Library,2014-01-01,14,3,print,2003,True
JUVENILE,0 to 9 years,Potrero,2016-07-01,2,0,email,2016,False
ADULT,55 to 59 years,Main Library,2011-07-01,39,0,phone,2003,False
ADULT,35 to 44 years,Mission,2011-04-01,3,1,email,2011,False
ADULT,45 to 54 years,Noe Valley/Sally Brunn,2016-04-01,660,319,email,2003,False
ADULT,20 to 24 years,Main Library,,0,0,email,2015,False
ADULT,45 to 54 years,Main Library,2016-01-01,6,0,phone,2014,True
SENIOR,65 to 74 years,Richmond,2016-07-01,179,12,phone,2010,False
ADULT,35 to 44 years,Eureka Valley/Harvey Milk Memorial,2016-03-01,87,0,phone,2012,False
ADULT,25 to 34 years,Main Library,2015-07-01,204,266,email,2010,False
ADULT,60 to 64 years,Main Library,2016-05-01,7,4,email,2007,False
ADULT,60 to 64 years,Excelsior,2016-07-01,86,39,email,2009,False
ADULT,25 to 34 years,Main Library,2015-06-01,9,5,email,2014,True
ADULT,45 to 54 years,Golden Gate Valley,2015-11-01,5,2,email,2012,False
WELCOME,25 to 34 years,Main Library,2015-04-01,3,2,email,2013,False
SENIOR,65 to 74 years,Sunset,2014-04-01,19,0,print,2007,False
ADULT,20 to 24 years,Main Library,2014-08-01,3,0,phone,2014,False
YOUNG ADULT,10 to 19 years,Parkside,2015-08-01,119,52,email,2008,False
JUVENILE,0 to 9 years,Anza,2016-06-01,1003,94,email,2009,False
YOUNG ADULT,10 to 19 years,Sunset,2016-04-01,88,16,email,2009,False
YOUNG ADULT,10 to 19 years,Ortega,2016-06-01,376,137,email,2012,False
ADULT,25 to 34 years,Eureka Valley/Harvey Milk Memorial,,0,0,email,2015,False
ADULT,25 to 34 years,Main Library,2014-11-01,2,2,email,2014,True
SENIOR,65 to 74 years,Glen Park,2016-06-01,6,3,phone,2003,False
ADULT,20 to 24 years,Parkside,2016-06-01,15,5,email,2003,False
ADULT,25 to 34 years,Main Library,2013-02-01,8,14,email,2012,True
ADULT,20 to 24 years,Mission,2014-10-01,29,37,print,2011,False
ADULT,25 to 34 years,Excelsior,2016-06-01,9,0,phone,2013,False
ADULT,35 to 44 years,North Beach,,0,0,email,2015,False
WELCOME,25 to 34 years,Glen Park,2015-05-01,3,0,email,2011,True
ADULT,55 to 59 years,Golden Gate Valley,2016-05-01,44,59,email,2011,False
JUVENILE,0 to 9 years,Visitacion Valley,2016-05-01,12,0,phone,2015,False
ADULT,45 to 54 years,Richmond,,0,0,email,2014,False
JUVENILE,10 to 19 years,Children's Bookmobile,2014-12-01,7,0,print,2011,False
WELCOME,25 to 34 years,Mission,,0,0,email,2014,False
TEACHER CARD,25 to 34 years,Visitacion Valley,2016-07-01,29,19,email,2014,False
JUVENILE,0 to 9 years,Richmond,2016-06-01,53,6,email,2016,False
JUVENILE,10 to 19 years,Chinatown,2016-06-01,410,17,phone,2009,False
