Year,Player,Pos,Age,Tm,MP,FT,TRB,AST,STL,BLK,TOV,PF,PTS
2004,Joel Przybilla,C,24,TOT,347,13,111,7,5,17,18,53,49
2004,Jannero Pargo,PG,24,TOR,71,0,4,12,4,1,5,7,18
2004,Rasho Nesterovic,C,27,SAS,2353,54,633,114,51,165,107,247,710
2004,Jermaine O'Neal,PF,25,IND,2788,348,778,164,59,199,181,248,1566
2004,Dirk Nowitzki,C,25,DAL,2915,371,670,207,92,104,135,216,1680
2004,Moochie Norris,PG,30,NYK,446,36,35,73,28,3,34,35,154
2004,Moochie Norris,PG,30,HOU,401,18,30,48,16,2,30,16,80
2004,Moochie Norris,PG,30,TOT,847,54,65,121,44,5,64,51,234
2004,Ira Newble,SF,29,CLE,1245,36,155,72,25,19,54,109,254
2004,Steve Nash,PG,29,DAL,2612,230,232,687,67,8,209,139,1128
2004,Charles Oakley,PF,40,HOU,25,5,5,2,0,0,1,8,9
2004,Eduardo Najera,SF,27,DAL,720,30,156,25,35,19,29,90,176
2004,Lee Nailon,SF,28,ORL,83,7,14,4,1,0,0,9,29
2004,Lee Nailon,PF,28,ATL,300,16,63,17,10,7,24,48,142
2004,Lee Nailon,PF-SF,28,TOT,780,47,143,38,15,8,45,93,341
2004,Jannero Pargo,PG,24,LAL,63,0,6,11,2,0,12,5,14
2004,Bostjan Nachbar,SF,23,HOU,516,21,70,30,14,14,23,72,138
2004,Shaquille O'Neal*,C,31,LAL,2464,331,769,196,34,166,195,225,1439
2004,Lee Nailon,SF,28,CLE,397,24,66,17,4,1,21,36,170
2004,Lamar Odom,PF,24,MIA,3003,340,776,327,85,71,236,273,1371
2004,Doug Overton,PG,34,NJN,22,2,1,4,1,0,2,4,8
2004,Mehmet Okur,PF,24,DET,1580,162,421,69,36,63,101,138,682
2004,Scott Padgett,PF,27,HOU,547,24,139,23,12,13,22,73,200
2004,Robert Pack,PG,34,NJN,220,5,18,27,12,1,16,20,49
2004,Milt Palacio,PG,25,TOR,1211,45,102,184,41,11,87,90,257
2004,Doug Overton,PG,34,LAC,1011,21,85,134,25,2,56,85,216
2004,Jannero Pargo,PG,24,TOT,479,23,37,70,13,6,47,50,207
2004,Zaza Pachulia,C,19,ORL,664,58,174,13,21,12,34,87,194
2004,Travis Outlaw,PF,19,POR,19,2,4,1,1,0,1,1,8
2004,Bo Outlaw,PF,32,MEM,1606,61,342,90,73,70,69,170,379
2004,Greg Ostertag,C,30,UTA,2153,113,578,123,30,139,99,228,529
2004,Michael Olowokandi,C,28,MIN,925,36,245,24,16,68,54,137,278
2004,Doug Overton,PG,34,TOT,1033,23,86,138,26,2,58,89,224
2004,Kevin Ollie,PG,31,CLE,1401,147,170,234,51,8,81,119,341
2003,Dion Glover,SG,24,ATL,1890,127,282,141,71,15,108,146,737
2003,Drew Gooden,PF,21,ORL,544,59,160,20,15,13,45,51,259
2003,Eddie Griffin,PF,20,HOU,1890,58,461,86,52,111,76,136,664
2003,Adrian Griffin,SG,28,DAL,1373,27,264,105,77,6,47,157,325
2003,Horace Grant,PF,37,ORL,85,0,8,7,3,0,1,5,26
2003,Brian Grant,C,30,MIA,2641,158,837,104,63,47,129,300,846
2003,Gordan Giricek,SF,25,ORL,961,62,130,67,30,2,51,55,387
2003,Drew Gooden,SF,21,MEM,1329,92,295,63,38,22,105,121,616
2003,Drew Gooden,SF-PF,21,TOT,1873,151,455,83,53,35,150,172,875
2003,Anthony Goldwire,PG,31,WAS,34,4,3,1,0,0,4,1,13
2003,Anthony Goldwire,PG,31,SAS,51,0,3,3,3,0,2,5,12
2003,Anthony Goldwire,PG,31,TOT,85,4,6,4,3,0,6,6,25
2003,Tom Gugliotta,PF,33,PHO,447,9,100,31,14,5,31,35,129
2003,Zendon Hamilton,C,27,TOR,12,2,4,0,1,0,1,2,6
2003,A.J. Guyton,PG,24,GSW,9,0,0,2,1,0,1,0,0
2003,Marcus Haislip,PF,22,MIL,441,26,53,9,7,18,21,55,161
2003,Darvin Ham,SG,29,ATL,926,38,153,38,16,19,65,127,180
2003,Richard Hamilton,SG,24,DET,2640,440,318,208,64,13,200,249,1612
2003,Chris Dudley,C,37,POR,11,0,2,0,0,0,0,3,0
2003,Anfernee Hardaway,SG,31,PHO,1777,77,258,235,66,26,145,150,615
2003,Tim Hardaway,PG,36,IND,127,2,15,24,9,0,11,8,49
2003,Matt Harpring,SF,26,UTA,2557,262,514,133,73,17,160,217,1370
2003,Adam Harrington,SG,22,TOT,111,3,8,12,2,1,2,8,30
2003,Adam Harrington,SG,22,DAL,37,2,2,2,1,1,2,2,11
2003,Gordan Giricek,SG-SF,25,TOT,2148,150,238,137,52,8,145,159,935
2003,Junior Harrington,PG,22,DEN,2003,73,250,277,80,15,157,250,418
2003,Adam Harrington,SG,22,DEN,74,1,6,10,1,0,0,6,19
2003,Al Harrington,SF,22,IND,2467,211,511,125,71,33,163,280,1002
2003,Gordan Giricek,SG,25,MEM,1187,88,108,70,22,6,94,104,548
2003,Danny Fortson,PF,26,GSW,223,19,73,12,9,0,15,43,59
2003,Manu Ginobili,SG,25,SAS,1431,126,161,138,96,17,100,170,525
2003,Alton Ford,PF,21,PHO,31,1,6,1,0,0,2,7,7
2003,Tim Duncan,PF,26,SAS,3181,450,1043,316,55,237,248,231,1884
2003,Mike Dunleavy,SF,22,GSW,1305,78,214,106,53,19,86,120,466
2003,Lucious Harris,SG,32,NJN,1973,152,232,155,53,8,71,95,795
2003,Howard Eisley,PG,30,NYK,2243,89,186,444,71,9,149,222,744
2003,LaPhonso Ellis,PF,32,MIA,784,50,157,15,15,15,31,88,277
2003,Melvin Ely,C,24,LAC,802,52,174,15,10,32,50,95,236
2003,Evan Eschmeyer,C,27,DAL,135,3,29,6,10,7,6,35,17
2003,Reggie Evans,PF,22,SEA,1365,80,445,34,38,11,52,173,212
2003,Danny Ferry,SF,36,SAS,601,10,75,21,7,9,27,55,119
2003,Michael Finley,SF,29,DAL,2642,198,402,205,76,21,114,105,1331
2003,Derek Fisher,PG,28,LAL,2829,100,239,298,93,15,94,195,863
2003,Marcus Fizer,PF,24,CHI,809,88,216,48,14,17,57,89,445
2003,Joseph Forte,SG,21,SEA,86,4,11,11,4,0,10,6,24
2003,Kendall Gill,SG,34,MIN,2068,123,248,156,78,15,108,176,714
2003,Greg Foster,C,34,TOR,539,26,102,13,1,9,30,82,121
2003,Jeff Foster,C,26,IND,802,34,279,51,28,21,34,103,162
2003,Tremaine Fowlkes,SF,26,LAC,573,50,103,23,25,2,20,63,164
2003,Rick Fox,SF,33,LAL,2181,52,323,253,69,14,121,215,681
2003,Adonal Foyle,C,27,GSW,1787,70,490,37,40,205,73,214,440
2003,Steve Francis,PG,25,HOU,3318,476,499,502,141,41,299,251,1703
2003,Lawrence Funderburke,PF,32,SAC,229,10,55,8,1,11,6,25,74
2003,Dan Gadzuric,C,24,MIL,760,29,197,9,22,52,27,125,169
2003,Kevin Garnett,PF,26,MIN,3321,377,1102,495,113,129,229,199,1883
2003,Pat Garrity,PF,26,ORL,2584,83,306,121,62,20,77,255,868
2003,Pau Gasol,PF,22,MEM,2948,416,720,229,34,148,213,220,1555
2003,Devean George,SF,25,LAL,1613,83,286,92,56,38,65,180,492
2003,Othella Harrington,PF,29,NYK,1850,123,476,62,12,23,90,231,573
2003,Mark Jackson,PG,37,UTA,1467,61,176,375,48,3,152,90,382
2003,Antonio Harvey,PF,32,ATL,32,0,6,0,1,4,3,7,4
2003,Donnell Harvey,SF,22,DEN,1613,118,409,100,48,27,123,203,611
2003,Marc Jackson,C,28,MIN,1041,114,225,37,24,30,59,137,421
2003,Stephen Jackson,SG,24,SAS,2254,139,286,183,125,30,176,202,946
2003,Casey Jacobsen,SF,21,PHO,1147,72,83,73,35,6,55,90,368
2003,Jerome James,C,27,SEA,766,54,216,27,12,82,75,166,276
2003,Mike James,PG,27,MIA,1722,104,149,246,64,5,108,176,607
2003,Antawn Jamison,SF,26,GSW,3226,375,578,156,76,45,177,197,1822
2003,Marko Jaric,SF,24,LAC,1379,79,160,193,97,11,103,125,490
2003,Chris Jefferies,SF,22,TOR,666,29,59,22,19,16,45,56,197
2003,Richard Jefferson,SF,22,NJN,2879,324,514,201,80,44,156,216,1242
2003,Jared Jeffries,SF,21,WAS,292,16,58,16,8,5,21,28,79
2003,Anthony Johnson,PG,28,NJN,842,51,78,86,37,5,41,93,270
2003,Avery Johnson,PG,37,DAL,430,30,31,64,15,1,29,26,156
2003,Ervin Johnson,C,35,MIL,1170,30,294,24,34,63,34,178,152
2003,Joe Johnson,SG,21,PHO,2255,96,264,210,62,19,108,143,803
2003,Ken Johnson,C,24,MIA,156,2,32,0,1,12,6,20,32
2003,Damon Jones,PG,26,SAC,709,20,70,80,18,4,23,42,224
2003,Eddie Jones,SG,31,MIA,1789,189,226,173,64,31,85,137,869
2003,Fred Jones,SG,23,IND,115,3,9,5,6,1,6,13,23
2003,Jumaine Jones,SF,23,CLE,2204,57,405,112,67,22,107,176,784
2003,Popeye Jones,PF,32,DAL,222,5,59,8,5,1,15,31,53
2003,Michael Jordan*,SF,39,WAS,3031,266,497,311,123,39,173,171,1640
2003,Shawn Kemp,C,33,ORL,1633,115,451,55,66,33,102,239,537
2003,Steve Kerr,PG,37,SAS,952,30,60,70,27,3,35,49,299
2003,Jason Kidd,PG,29,NJN,2989,339,504,711,179,25,296,127,1495
2003,Bryce Drew,PG,28,NOH,79,0,13,11,2,0,3,2,19
2003,Andrei Kirilenko,SF,21,UTA,2213,296,420,138,118,175,136,185,963
2003,Kerry Kittles,SG,28,NJN,1951,106,252,170,101,30,55,110,848
2003,Jim Jackson,SF,32,SAC,1309,47,262,118,31,4,80,132,487
2003,Jermaine Jackson,SG,26,ATL,273,17,32,35,10,3,15,27,55
2003,Jermaine Jackson,SG,26,TOR,286,23,25,39,9,3,19,24,66
2003,Eddie House,SG,24,MIA,1025,31,101,87,44,1,46,73,411
2003,Trenton Hassell,SG,23,CHI,1999,41,255,151,45,61,83,197,342
2003,Kirk Haston,SF,23,NOH,57,2,7,3,0,5,7,10,6
2003,Juaquin Hawkins,SG,29,HOU,685,10,78,47,29,6,29,57,134
2003,Brendan Haywood,C,23,WAS,1930,155,404,29,32,119,65,225,501
2003,Alan Henderson,C,30,ATL,1494,88,398,41,33,32,61,168,394
2003,Nene Hilario,C,20,DEN,2258,197,491,149,127,65,181,295,839
2003,Grant Hill,SF,30,ORL,843,118,206,122,28,13,84,46,421
2003,Tyrone Hill,PF,34,TOT,1351,54,391,41,46,26,68,172,312
2003,Tyrone Hill,PF,34,CLE,855,33,267,32,31,19,52,104,203
2003,Tyrone Hill,PF,34,PHI,496,21,124,9,15,7,16,68,109
2003,Fred Hoiberg,SG,30,CHI,784,41,137,70,40,5,25,59,144
2003,Robert Horry,PF,32,LAL,2343,103,514,233,96,61,112,247,522
2003,Allan Houston,SG,31,NYK,3108,363,231,220,54,7,178,191,1845
2003,Jermaine Jackson,SG,26,TOT,559,40,57,74,19,6,34,51,121
2003,Juwan Howard,PF,29,DEN,2730,282,585,234,77,27,189,239,1418
2003,Troy Hudson,PG,26,MIN,2600,208,183,452,60,7,182,160,1123
2003,Nate Huffman,C,27,TOR,76,5,23,5,1,3,3,13,23
2003,Larry Hughes,PG,24,WAS,2137,136,308,205,86,24,136,149,857
2003,Ryan Humphrey,PF,23,TOT,444,23,99,11,9,18,23,75,93
2003,Ryan Humphrey,PF,23,ORL,322,18,69,7,4,16,21,57,64
2003,Ryan Humphrey,PF,23,MEM,122,5,30,4,5,2,2,18,29
2003,Lindsey Hunter,PG,32,TOR,673,34,59,71,35,5,57,50,280
2003,Steven Hunter,C,21,ORL,447,18,93,6,9,36,15,56,130
2003,Zydrunas Ilgauskas,C,27,CLE,2432,400,611,127,56,152,210,274,1390
2003,Allen Iverson*,SG,27,PHI,3485,570,344,454,225,13,286,149,2262
2003,Bobby Jackson,PG,29,SAC,1676,126,219,182,71,3,106,126,895
2003,Predrag Drobnjak,C,27,SEA,1984,91,320,86,48,38,65,180,771
2003,Michael Bradley,PF,23,TOR,1314,35,409,67,16,32,76,125,338
2003,Keyon Dooling,SG,22,LAC,969,44,72,89,24,6,60,93,350
2003,Michael Doleac,C,25,NYK,1041,36,219,42,16,16,49,150,328
2003,Shane Battier,SF,24,MEM,2383,120,345,105,102,88,68,207,756
2003,Lonny Baxter,C,24,CHI,682,70,165,16,9,22,46,135,262
2003,Raja Bell,SG,26,DAL,1173,23,145,57,52,8,43,134,230
2003,Jonathan Bender,SF,22,IND,819,60,133,42,8,56,42,86,303
2003,Corey Benjamin,SG,24,ATL,152,12,31,10,1,2,6,20,40
2003,Travis Best,PG,30,MIA,1807,105,147,255,44,7,106,174,603
2003,Mike Bibby,PG,24,SAC,1835,161,147,285,72,8,127,93,875
2003,Chauncey Billups,PG,26,DET,2327,318,273,287,63,15,134,136,1199
2003,Corie Blount,C,34,CHI,836,20,205,50,33,19,43,121,150
2003,Mark Blount,C,27,TOT,1403,101,308,56,42,68,103,187,401
2003,Mark Blount,C,27,DEN,885,71,183,35,22,51,70,112,281
2003,Mark Blount,C,27,BOS,518,30,125,21,20,17,33,75,120
2003,Calvin Booth,C,26,SEA,575,34,109,12,11,33,22,74,138
2003,Carlos Boozer,PF,21,CLE,2049,148,609,106,59,50,103,224,810
2003,Ruben Boumtje-Boumtje,C,24,POR,5,0,1,1,1,0,0,0,0
2003,Bruce Bowen,SF,31,SAS,2566,36,239,113,66,42,72,195,583
2003,Ryan Bowen,SG,27,DEN,996,27,157,54,65,29,43,82,223
2003,Earl Boykins,PG,26,GSW,1321,173,88,221,38,4,73,75,600
2003,Shawn Bradley,C,30,DAL,1731,141,476,54,65,170,67,242,543
2003,Elton Brand,PF,23,LAC,2454,244,703,157,71,158,161,204,1146
2003,J.R. Bremer,PG,22,BOS,1503,85,145,164,38,3,59,80,528
2003,Jamison Brewer,PG,22,IND,80,4,9,18,2,1,6,11,22
2003,Primoz Brezec,C,23,IND,111,12,23,4,2,4,7,16,42
2003,Damone Brown,PF,23,TOR,115,6,15,3,1,0,6,14,28
2003,Devin Brown,SG,24,TOT,93,6,18,7,4,1,9,14,30
2003,Devin Brown,SG,24,SAS,22,2,7,2,0,0,5,3,12
2003,Devin Brown,SG,24,DEN,71,4,11,5,4,1,4,11,18
2003,Tony Battie,C,26,BOS,1683,88,433,49,33,81,48,197,487
2003,Mike Batiste,PF,25,MEM,1248,69,257,52,42,16,69,120,481
2003,Mengke Bateer,C,27,SAS,46,0,10,4,0,0,6,14,9
2003,Kenny Anderson,PG,32,SEA,689,29,87,121,40,1,33,63,233
2003,Tariq Abdul-Wahad,SG,28,DAL,204,3,40,21,6,3,7,26,57
2003,Travis Knight,C,28,NYK,287,10,62,14,8,9,10,44,60
2003,Shareef Abdur-Rahim,PF,26,ATL,3087,455,677,242,87,38,212,240,1608
2003,Courtney Alexander,PG,25,NOH,1360,118,118,79,31,6,68,125,523
2003,Ray Allen,SG,27,TOT,2880,316,381,334,103,14,198,220,1713
2003,Ray Allen,SG,27,MIL,1683,178,218,164,57,11,117,149,1003
2003,Ray Allen,SG,27,SEA,1197,138,163,170,46,3,81,71,710
2003,Rafer Alston,PG,26,TOR,980,37,107,192,38,15,86,120,366
2003,John Amaechi,C,32,UTA,474,25,77,21,14,7,34,50,99
2003,Chris Andersen,C,24,DEN,907,77,274,32,30,60,60,90,305
2003,Derek Anderson,PG,28,POR,2556,231,264,325,90,16,128,141,1057
2003,Kenny Anderson,PG,32,TOT,1135,45,132,198,58,5,75,106,372
2003,Kenny Anderson,PG,32,NOH,446,16,45,77,18,4,42,43,139
2003,Maceo Baston,PF,27,TOR,106,10,23,0,4,11,6,16,40
2003,Shandon Anderson,SF,29,NYK,1731,139,254,87,73,20,114,177,687
2003,Robert Archibald,PF,22,MEM,72,7,17,3,0,3,7,9,19
2003,Gilbert Arenas,PG,21,GSW,2866,370,386,514,124,17,290,260,1497
2003,Brandon Armstrong,SG,22,NJN,69,5,4,2,3,1,5,8,24
2003,Darrell Armstrong,PG,34,ORL,2350,165,295,323,135,13,160,167,769
2003,Carlos Arroyo,PG,23,UTA,287,18,26,53,12,1,30,28,121
2003,Chucky Atkins,PG,28,DET,1398,40,96,175,27,4,77,108,462
2003,Stacey Augmon,SG,34,NOH,862,54,119,69,27,9,40,80,212
2003,Dalibor Bagaric,C,22,CHI,76,3,20,4,3,3,5,11,19
2003,Vin Baker,C,31,BOS,942,72,198,29,22,30,61,146,270
2003,Brent Barry,SG,31,SEA,2480,128,301,384,113,15,142,199,774
2003,Jon Barry,SG,33,DET,1473,86,180,206,63,14,81,104,555
2003,Kedrick Brown,SF,21,BOS,666,20,140,20,34,13,23,68,145
2003,Kwame Brown,C,20,WAS,1773,145,426,58,50,80,110,159,593
2003,P.J. Brown,PF,33,NOH,2609,194,701,147,67,80,98,203,832
2003,Antonio Daniels,SG,27,POR,872,65,72,85,33,9,32,43,251
2003,Bimbo Coles,PG,34,CLE,516,27,48,56,11,4,18,43,102
2003,Bimbo Coles,PG,34,BOS,175,8,11,16,6,0,10,17,52
2003,Jason Collier,C,25,HOU,104,2,29,1,2,1,2,10,36
2003,Jarron Collins,C,24,UTA,421,44,60,14,5,6,19,70,120
2003,Jason Collins,C,24,NJN,1900,180,368,87,47,44,85,252,460
2003,Chris Crawford,PF,27,ATL,38,7,7,1,2,3,2,7,24
2003,Jamal Crawford,PG,22,CHI,1992,104,185,334,77,25,134,126,858
2003,Austin Croshere,PF,27,IND,633,53,155,56,6,13,28,48,252
2003,John Crotty,PG,33,DEN,180,9,15,29,3,0,9,16,41
2003,Eddy Curry,C,20,CHI,1571,179,353,37,18,62,137,226,849
2003,Michael Curry,SF,34,DET,1555,36,127,104,44,4,43,163,236
2003,Erick Dampier,C,27,GSW,1978,155,543,58,27,154,112,242,673
2003,Antonio Davis,C,34,TOR,1894,216,437,131,23,62,118,150,738
2003,Derrick Coleman,C,35,PHI,1742,134,450,87,53,69,96,171,602
2003,Baron Davis,PG,23,NOH,1889,93,186,320,91,22,140,148,856
2003,Dale Davis,C,33,POR,2282,105,564,94,51,70,71,189,579
2003,Emanual Davis,SG,34,ATL,340,17,43,36,12,2,25,28,88
2003,Hubert Davis,SG,32,DET,328,5,36,29,5,0,11,23,79
2003,Ricky Davis,SG,23,CLE,3131,348,390,436,125,36,277,180,1626
2003,Andrew DeClercq,C,29,ORL,1327,67,339,52,39,36,84,258,365
2003,Tony Delk,PG,29,BOS,1873,68,232,146,72,10,69,124,654
2003,Dan Dickau,PG,24,ATL,515,21,43,85,14,2,53,66,183
2003,Michael Dickerson,SG,27,MEM,87,5,6,8,5,1,6,16,29
2003,DeSagana Diop,PF,21,CLE,943,11,215,43,33,81,56,148,119
2003,Vlade Divac,C,34,SAC,2384,179,574,274,83,105,152,239,795
2003,Juan Dixon,PG,24,WAS,647,37,72,40,26,3,42,54,270
2003,Bimbo Coles,PG,34,TOT,691,35,59,72,17,4,28,60,154
2003,Mateen Cleaves,PG,25,SAC,55,3,8,10,2,0,14,6,16
2003,Randy Brown,PG,34,PHO,262,9,26,35,17,2,17,36,41
2003,Marcus Camby,C,28,DEN,616,33,208,47,20,40,27,69,221
2003,Tierre Brown,PG,23,CLE,168,11,30,39,13,0,22,9,65
2003,Rick Brunson,PG,30,CHI,196,10,19,36,10,3,17,20,60
2003,Kobe Bryant,SG,24,LAL,3401,601,564,481,181,67,288,218,2461
2003,Mark Bryant,PF,37,TOT,100,3,20,4,1,1,7,18,13
2003,Mark Bryant,PF,37,PHI,77,2,16,1,1,1,5,12,12
2003,Mark Bryant,PF,37,DEN,14,1,2,2,0,0,2,4,1
2003,Mark Bryant,PF,37,BOS,9,0,2,1,0,0,0,2,0
2003,Greg Buckner,SG,26,PHI,1514,65,216,96,72,16,62,203,450
2003,Pat Burke,C,29,ORL,783,40,146,23,19,25,47,99,267
2003,Caron Butler,SF,22,MIA,2858,309,397,213,137,31,192,230,1201
2003,Rasual Butler,SG,23,MIA,1514,76,186,93,21,43,77,105,540
2003,Jason Caffey,PF,29,MIL,894,69,176,38,19,15,56,122,295
2003,Elden Campbell,C,34,TOT,869,109,181,51,33,39,50,129,343
2003,Speedy Claxton,PG,24,SAS,471,39,56,75,22,7,35,43,173
2003,Elden Campbell,C,34,NOH,685,93,142,42,24,31,42,102,295
2003,Elden Campbell,C,34,SEA,184,16,39,9,9,8,8,27,48
2003,Brian Cardinal,PF,25,WAS,15,2,5,1,0,0,1,0,4
2003,Anthony Carter,PG,27,MIA,912,33,83,203,45,5,81,70,199
2003,Vince Carter,SG,26,TOR,1471,129,188,143,48,41,74,121,884
2003,Sam Cassell,PG,33,MIL,2700,385,342,450,88,14,177,216,1536
2003,Kelvin Cato,C,28,HOU,1247,66,428,20,38,85,56,176,332
2003,Tyson Chandler,C,20,CHI,1827,177,514,76,37,106,135,220,691
2003,Calbert Cheaney,SG,31,UTA,2351,40,284,163,65,13,108,225,700
2003,Chris Childs,PG,35,NJN,106,2,5,16,8,1,6,17,15
2003,Doug Christie,SG,32,SAC,2710,141,342,376,180,37,144,186,748
2003,Keon Clark,C,27,SAC,1780,84,451,80,38,150,94,227,536
2003,Brevin Knight,PG,27,MEM,928,20,81,233,69,2,94,123,216
2003,Malik Allen,PF,24,MIA,2318,97,425,54,37,78,128,234,767
2003,Toni Kukoc,PF,34,MIL,1704,137,266,230,81,29,122,134,730
2003,Kurt Thomas,C,30,NYK,2577,138,637,162,81,97,138,344,1134
2003,Reggie Slater,PF,32,MIN,141,27,31,4,6,1,9,31,81
2003,Tamar Slay,SG,22,NJN,274,7,31,14,14,3,20,31,92
2003,Charles Smith,SG,27,POR,13,3,0,1,1,0,1,3,5
2003,Joe Smith,SF,27,MIN,1117,102,270,38,14,55,43,171,404
2003,Steve Smith,SG,33,SAS,1032,95,99,70,28,9,43,79,360
2003,Eric Snow,PG,29,PHI,3108,325,301,544,133,11,194,235,1054
2003,Latrell Sprewell,SF,32,NYK,2859,173,285,332,102,22,172,134,1215
2003,Jerry Stackhouse,SG,28,WAS,2747,455,258,316,65,28,193,130,1508
2003,Vladimir Stepania,C,26,MIA,1594,71,554,24,45,40,69,169,441
2003,DeShawn Stevenson,SG,21,UTA,760,47,85,40,22,8,49,57,279
2003,Michael Stewart,PF,27,CLE,251,8,55,6,2,15,10,42,36
2003,John Stockton*,PG,40,UTA,2275,237,201,629,137,16,182,184,884
2003,Peja Stojakovic,SF,25,SAC,2450,231,397,141,72,5,101,143,1380
2003,Damon Stoudamire,PG,29,POR,1315,53,155,204,39,6,82,67,409
2003,Amar'e Stoudemire,PF,20,PHO,2570,320,721,78,62,87,189,269,1106
2003,Erick Strickland,SG,29,IND,1275,70,145,209,38,7,98,111,458
2003,Mark Strickland,SF,32,DAL,13,0,7,0,0,0,1,1,4
2003,Rod Strickland,PG,36,MIN,956,79,95,215,46,6,76,55,320
2003,Bruno Sundov,C,22,BOS,138,0,28,7,6,3,9,24,32
2003,Bob Sura,SG,29,GSW,1130,103,167,177,45,2,82,108,401
2003,Stromile Swift,PF,23,MEM,1478,177,384,45,55,104,99,152,647
2003,Wally Szczerbiak,SF,25,MIN,1836,150,241,136,44,22,87,123,913
2003,Maurice Taylor,PF,26,HOU,1377,100,238,66,22,22,100,151,562
2003,Jason Terry,PG,25,ATL,3081,259,279,600,126,14,249,175,1395
2003,Etan Thomas,PF,24,WAS,513,60,165,3,8,23,33,66,182
2003,Kenny Thomas,PF,25,TOT,1978,147,529,112,62,28,116,169,667
2003,Kenny Thomas,PF,25,HOU,586,33,137,39,16,6,40,49,197
2003,Brian Skinner,PF,26,PHI,1381,97,366,19,47,53,62,176,461
2003,Bobby Simmons,SG,22,WAS,378,32,77,20,10,3,8,51,120
2003,Paul Shirley,PF,25,ATL,5,0,1,0,0,0,0,0,0
2003,Kareem Rush,PG,22,LAL,872,16,94,68,10,11,63,71,227
2003,Jason Richardson,SG,22,GSW,2698,207,378,247,90,23,179,201,1282
2003,Quentin Richardson,SG,22,LAC,1368,85,281,52,35,10,64,92,552
2003,Antoine Rigaudeau,SG,31,DAL,91,0,8,6,3,0,6,11,17
2003,Clifford Robinson,PF,36,DET,2825,161,318,268,87,88,158,259,992
2003,David Robinson*,C,37,SAS,1676,152,508,61,52,111,83,126,546
2003,Eddie Robinson,SF,26,CHI,1355,51,200,66,62,13,52,120,364
2003,Glenn Robinson,SF,30,ATL,2591,268,457,205,91,26,248,183,1436
2003,Rodney Rogers,PF,31,NJN,1303,68,263,107,50,31,91,192,478
2003,Sean Rooks,C,33,LAC,1344,47,216,69,34,44,66,174,297
2003,Jalen Rose,SF,30,CHI,3351,399,351,395,72,23,285,271,1816
2003,Malik Rose,PF,28,SAS,1933,242,506,124,57,40,170,206,822
2003,Guy Rucker,PF,25,GSW,4,0,1,1,0,0,0,1,0
2003,Bryon Russell,SF,32,WAS,1388,53,208,72,70,7,55,130,315
2003,Brian Shaw,PG,36,LAL,900,10,119,103,32,13,54,62,250
2003,Arvydas Sabonis*,C,38,POR,1209,129,335,142,61,49,75,141,476
2003,John Salmons,PG,23,PHI,504,26,59,47,17,6,29,53,132
2003,Soumaila Samake,C,24,LAL,77,2,23,4,0,5,2,13,22
2003,Jamal Sampson,PF,19,MIL,8,0,2,1,1,0,0,0,0
2003,Pepe Sanchez,PG,25,DET,37,0,6,8,5,0,2,3,0
2003,Jeryl Sasser,SG,23,ORL,1025,53,184,65,45,12,39,91,194
2003,Kenny Satterfield,PG,21,TOT,502,17,43,68,20,2,43,36,132
2003,Kenny Satterfield,PG,21,DEN,420,16,35,53,18,2,36,30,123
2003,Kenny Satterfield,PG,21,PHI,82,1,8,15,2,0,7,6,9
2003,Predrag Savovic,SG,26,DEN,256,21,25,22,14,1,21,33,83
2003,Brian Scalabrine,PF,24,NJN,724,30,141,46,16,18,46,77,180
2003,Ansu Sesay,SF,26,SEA,448,12,73,23,14,5,25,62,94
2003,Kenny Thomas,PF,25,PHI,1392,114,392,73,46,22,76,120,470
2003,Jamaal Tinsley,PG,24,IND,2237,80,260,548,125,18,192,201,566
2003,Efthimi Rentzias,C,27,PHI,144,8,26,7,6,2,4,21,52
2003,Oscar Torres,SG,26,GSW,109,14,12,3,4,2,8,9,53
2003,Mike Wilks,PG-SG,23,TOT,688,37,71,92,27,4,28,69,147
2003,Mike Wilks,SG,23,ATL,364,21,41,42,16,1,16,38,85
2003,Mike Wilks,PG,23,MIN,324,16,30,50,11,3,12,31,62
2003,Aaron Williams,C,31,NJN,1597,102,331,88,27,57,85,206,500
2003,Alvin Williams,PG,28,TOR,2638,187,245,416,111,21,128,170,1027
2003,Brandon Williams,SF,27,ATL,19,0,2,0,2,0,3,4,2
2003,Eric Williams,SF,30,BOS,2350,201,382,140,86,19,97,234,746
2003,Frank Williams,PG,22,NYK,167,4,18,34,7,2,17,20,28
2003,Jason Williams,PG,27,MEM,2407,110,212,631,91,10,168,130,919
2003,Jay Williams,PG,21,CHI,1961,103,195,350,86,17,171,179,714
2003,Jerome Williams,PF,29,TOR,2346,156,650,95,116,26,98,197,691
2003,Monty Williams,SF,31,PHI,276,24,45,26,12,5,17,33,92
2003,Scott Williams,C,34,PHO,872,33,193,22,27,21,32,159,273
2003,Shammond Williams,PG,27,TOT,1881,78,171,266,77,6,114,140,627
2003,Shammond Williams,PG,27,BOS,1169,48,110,128,61,3,61,84,372
2003,Shammond Williams,PG,27,DEN,712,30,61,138,16,3,53,56,255
2003,Walt Williams,SF,32,DAL,1161,31,207,59,42,26,35,141,363
2003,Corliss Williamson,SF,29,DET,2061,237,358,104,44,27,126,238,987
2003,Kevin Willis,C,40,SAS,840,51,226,24,20,20,60,120,297
